POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA4230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17,0,0,3,4,0,36,3,0,3,22,4,5,7,7,0,62,25,62,87,262,106,120,116,84,33,899,0,0,0,0,0,0,0,0,0,0,49,85,107,243,77,89,97,71,29,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,19,16,24,30,19,7,112,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,6,4,0,16
POA4270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,13,3,8,3,0,0,28,9,27,30,56,37,38,19,8,3,220,96,276,255,514,371,266,158,45,6,1983,0,0,0,0,0,0,0,0,0,0,176,495,394,700,473,319,193,59,10,2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,46,63,51,42,21,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,7,7,5,3,19
POA4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,10,5,0,3,33,5,10,10,26,20,26,22,11,7,131,64,180,104,309,238,257,225,89,33,1494,0,0,0,0,0,0,0,0,0,0,120,348,190,380,243,286,221,91,22,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,37,42,45,73,35,4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,3,9,9,3,27
POA4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,7,10,3,0,53,0,25,20,33,26,61,47,18,8,240,76,313,164,375,381,434,398,198,65,2400,0,0,0,0,0,0,0,0,0,0,150,480,271,446,437,459,441,215,64,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,18,44,84,70,103,54,19,436,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,9,17,13,0,61
POA4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,3,3,0,0,14,9,14,25,35,38,18,7,7,0,151,90,242,201,415,284,245,146,50,6,1691,0,0,0,0,0,0,0,0,0,0,171,417,315,604,366,317,215,71,12,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,13,24,48,46,40,15,3,186,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,6,0,0,20
POA4280,0,0,0,8,3,3,0,0,0,18,0,0,0,4,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,12,0,3,11,37,27,13,14,3,0,105,24,55,55,126,94,56,40,9,5,477,535,1386,1143,2308,1294,903,549,184,48,8348,0,0,0,0,0,0,0,0,0,0,1059,2618,2010,3520,1748,1187,742,194,46,13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,7,9,3,3,0,0,0,23,0,0,0,0,3,0,0,0,0,6,0,0,6,7,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,3,26,54,103,205,146,174,65,16,792,0,0,3,8,7,8,0,3,0,21,0,0,0,0,4,0,0,0,0,6,0,0,0,8,3,14,20,16,5,59
POA4285,0,0,0,3,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,15,0,0,3,4,4,0,0,0,0,13,0,0,0,24,16,15,19,11,11,106,40,106,83,225,146,136,90,50,16,887,626,1595,1171,2466,1523,1250,983,466,210,10286,0,0,0,0,0,0,0,0,0,0,1133,2848,2116,3704,2133,1754,1362,620,254,15919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,18,35,117,193,165,181,79,22,807,0,0,0,3,0,0,0,0,0,11,0,0,0,3,5,3,3,0,0,16,0,0,3,9,13,21,26,9,3,86
POA4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,7,0,0,28,20,48,27,61,63,62,46,28,9,346,0,0,0,0,0,0,0,0,0,0,39,79,54,184,109,113,73,43,7,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4300,3,5,17,197,93,89,18,9,4,420,0,5,4,12,7,9,3,0,0,40,0,4,0,39,12,8,0,0,0,62,12,144,179,577,277,185,93,52,3,1518,144,238,242,582,239,165,122,53,18,1802,2523,4454,3886,9554,3431,2228,1278,502,137,27996,0,9,20,33,6,3,0,0,0,77,4741,6993,5459,10355,3418,2224,1244,362,116,34913,0,8,4,38,3,4,0,0,0,60,0,0,8,12,6,12,4,3,0,46,0,0,0,4,3,4,0,0,0,11,0,9,10,42,10,8,4,0,0,80,0,0,4,33,27,25,19,3,0,117,3,8,25,134,37,17,10,5,0,240,0,0,0,6,8,4,10,6,0,40,0,12,3,6,4,4,0,0,0,28,8,189,146,492,553,373,313,151,38,2268,0,19,38,177,74,46,13,8,0,376,0,0,3,11,11,4,3,0,0,40,0,3,8,52,41,33,74,18,6,240
POA4301,0,0,4,57,17,28,6,0,5,120,0,0,0,0,3,3,4,3,0,9,0,3,7,14,3,3,0,0,0,29,20,144,241,489,193,101,57,20,5,1268,98,129,160,294,117,94,37,27,9,971,1442,2443,2285,4446,1558,1204,589,257,101,14328,0,3,13,9,5,0,0,0,0,30,2645,3708,2851,4895,1572,1313,586,199,62,17835,0,0,0,11,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,10,0,0,0,5,3,0,0,3,0,17,0,0,0,12,5,5,4,0,0,23,0,0,0,12,13,12,3,0,0,39,11,9,28,70,30,4,5,0,0,153,0,0,0,0,4,5,3,3,0,19,0,19,6,0,0,0,0,0,0,28,0,23,19,124,166,158,127,83,16,722,0,6,27,94,51,15,14,5,0,211,0,0,0,0,3,0,3,3,0,20,0,0,0,6,11,25,19,7,3,67
POA4303,0,0,0,7,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,37,23,18,11,3,3,115,18,25,22,54,29,26,29,26,17,234,144,256,237,481,237,210,188,131,89,1980,0,0,0,0,0,0,0,0,0,0,266,445,367,587,284,261,207,135,85,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,8,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,7,24,20,19,23,11,106,0,0,0,6,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,0,13
POA4304,0,0,4,9,3,8,3,0,0,21,0,0,0,0,0,4,0,3,0,9,0,0,0,8,0,0,0,0,0,14,0,10,21,68,37,15,13,9,3,175,54,62,102,210,80,86,54,39,18,709,602,1051,1162,2399,1082,992,735,463,180,8677,0,0,0,4,0,0,0,0,0,7,1131,1877,1942,3582,1580,1459,987,604,222,13395,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,19,8,6,4,0,0,48,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,12,51,88,88,108,63,14,429,0,0,7,25,13,4,3,0,0,46,0,0,0,0,3,0,0,0,0,9,3,0,0,7,12,12,10,13,0,55
POA4305,0,0,3,14,4,10,4,0,0,35,0,0,0,3,7,5,3,3,0,26,0,3,0,6,4,0,0,0,0,17,7,29,36,152,60,43,32,12,4,376,142,222,273,574,292,235,212,176,51,2190,2302,4460,4236,8754,4016,3392,2528,1676,746,32111,0,0,0,0,0,0,0,0,0,0,4477,8089,7335,13617,5903,5045,3589,2144,939,51140,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,3,0,0,0,8,3,3,0,22,12,12,0,0,0,53,0,0,0,3,0,3,3,0,3,18,0,9,38,47,20,6,3,3,0,128,0,0,0,0,3,3,0,3,3,17,0,0,0,0,0,0,0,0,0,5,3,34,43,203,409,296,295,219,64,1564,0,4,13,30,23,10,4,5,0,86,0,0,0,3,5,4,0,3,0,17,0,0,0,25,34,20,45,24,6,162
POA4306,0,0,0,3,3,0,0,0,0,5,0,0,0,0,7,4,0,0,0,15,0,0,3,8,5,7,0,0,0,25,3,8,12,55,35,35,20,8,3,179,59,120,112,293,186,177,110,49,12,1122,1123,2625,2185,4531,2798,2310,1449,493,139,17647,0,0,0,0,0,0,0,0,0,0,2090,4949,3984,7165,4100,3440,2147,678,158,28728,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,14,22,11,9,0,3,63,0,0,0,0,9,0,3,0,0,10,0,0,0,13,14,3,0,0,0,27,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,55,74,200,380,283,288,129,24,1440,0,0,0,9,5,7,3,0,0,24,0,0,0,7,3,3,7,0,0,19,0,3,4,17,15,26,51,19,0,151
POA4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,6,14,4,12,7,5,0,62,35,103,95,188,123,106,72,37,3,774,0,0,0,0,0,0,0,0,0,0,66,220,169,300,188,173,122,58,7,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,6,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4
POA4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,8,13,8,43,17,18,24,13,0,138,79,219,130,341,229,212,190,97,16,1510,0,0,0,0,0,0,0,0,0,0,154,405,244,507,363,329,273,154,29,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,22,31,25,0,100,0,3,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,10
POA4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,7,4,3,5,3,4,0,28,3,11,18,42,25,23,32,22,6,187,114,343,296,572,383,445,386,243,129,2920,0,0,0,0,0,0,0,0,0,0,245,668,522,888,616,737,597,371,154,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,20,54,41,20,15,177,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,6,0,0,0,4,4,4,5,7,0,22
POA4311,0,0,0,13,8,6,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,10,0,0,41,32,67,76,120,92,84,61,26,5,551,341,752,628,1209,772,736,546,206,58,5237,0,0,0,0,0,0,0,0,0,0,632,1407,1081,1840,1087,1083,809,314,88,8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,11,31,86,77,90,35,4,333,0,0,3,0,4,3,0,0,0,7,0,0,0,0,4,0,3,0,0,6,0,4,0,10,13,12,16,4,0,51
POA4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,4,0,0,9,13,5,10,17,16,34,15,8,6,120,75,135,96,211,195,277,253,79,20,1348,0,0,0,0,0,0,0,0,0,0,116,258,176,343,266,360,352,116,19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,25,43,57,34,10,178,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,0,0,25
POA4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,15,4,23,12,7,16,8,5,93,59,150,91,228,139,196,180,97,36,1178,0,0,0,0,0,0,0,0,0,0,115,267,176,357,232,308,267,152,56,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,19,22,4,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13
POA4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,14,20,38,38,66,46,40,22,11,3,287,162,388,325,627,400,399,291,122,94,2813,0,0,0,0,0,0,0,0,0,0,281,670,575,976,602,589,467,194,105,4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,36,38,43,18,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,20
POA4341,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,3,15,0,0,0,3,0,3,0,0,0,6,0,0,0,11,8,14,8,4,4,52,30,50,86,154,100,84,66,42,12,631,442,966,882,1775,1105,923,760,333,151,7330,0,0,0,0,0,0,0,0,0,0,878,1981,1533,2712,1577,1364,1092,462,172,11763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,24,41,114,106,146,82,20,531,0,0,0,5,0,5,0,0,0,10,0,0,0,3,3,0,3,0,0,10,0,0,0,9,16,10,23,8,3,63
POA4342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,3,17,22,24,28,25,29,6,0,167,72,182,213,275,194,174,148,49,14,1319,0,0,0,0,0,0,0,0,0,0,132,307,354,426,286,241,197,71,13,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,17,16,13,0,88,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,4,3,0,6,0,0,15
POA4343,0,5,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,7,17,16,56,9,6,5,0,0,123,25,41,63,124,64,73,60,37,27,525,293,675,881,1498,665,603,546,300,157,5616,0,0,8,18,0,0,0,0,0,30,550,1213,1217,1911,1035,960,833,435,167,8324,0,3,7,29,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,0,5,7,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,7,0,0,30,26,6,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,11,18,36,42,47,24,12,191,0,0,4,3,0,0,0,0,0,7,0,0,8,9,0,0,0,0,0,21,0,0,0,3,3,3,8,0,0,31
POA4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,3,0,0,0,9,11,18,12,27,31,14,11,9,5,135,90,175,148,295,221,163,116,48,25,1296,0,0,0,0,0,0,0,0,0,0,176,329,281,450,339,268,177,76,32,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,21,15,11,3,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,11
POA4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,12,0,5,217,14,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,190,3,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,6,9,4,3,0,0,28,19,69,44,104,70,60,49,13,4,424,0,0,0,0,0,0,0,0,0,0,49,116,77,168,97,92,77,20,8,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,11,11,8,0,0,53,29,84,55,134,88,96,66,40,5,592,0,0,0,0,0,0,0,0,0,0,64,136,115,207,143,158,107,58,6,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
