POA_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA4341,4,7,16,34,67,148,397,231,106,1006,0,0,0,3,7,5,8,3,0,30,75,75,118,156,171,179,199,113,72,1164,502,773,1506,1812,2073,1866,1579,681,241,11031
POA4342,0,0,0,3,6,28,62,41,6,162,0,0,0,0,0,0,0,0,0,0,24,29,32,32,49,49,50,24,7,287,116,225,277,261,396,350,293,111,22,2059
POA4343,0,12,72,31,50,83,340,240,93,922,0,11,36,22,6,7,3,4,0,85,71,106,311,201,178,156,146,103,52,1323,421,953,1857,1328,1355,1237,1080,564,224,9015
POA4344,0,3,0,5,12,24,47,34,20,141,0,0,0,0,0,0,0,0,0,4,12,13,15,39,47,35,37,20,12,231,74,161,269,297,441,338,243,107,50,1986
POA4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,17,154,138,24,4,0,0,0,0,0,323
POA4346,0,0,0,0,4,3,17,6,10,46,0,0,0,0,0,0,0,0,0,0,4,3,5,11,15,3,11,8,0,62,19,40,102,101,137,126,105,23,12,669
POA4347,0,0,5,6,9,6,51,31,0,106,0,0,0,0,0,0,3,0,0,3,3,0,12,9,16,22,17,10,4,92,35,58,131,117,176,190,142,65,12,927
POA4350,50,74,152,177,322,492,1728,1652,828,5474,11,11,58,82,94,89,60,40,39,488,482,558,1007,873,935,988,1045,1040,881,7816,3544,7555,14246,12550,12885,12405,10029,6205,2915,82342
POA4352,0,0,19,35,53,91,399,261,82,942,0,0,5,6,6,10,3,4,0,33,88,83,162,231,243,256,214,133,31,1434,815,1300,2941,3757,4245,3605,2637,1014,244,20553
POA4353,0,0,0,0,0,0,15,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,16,10,6,35,26,58,35,38,6,0,222
POA4354,0,0,0,3,0,19,33,14,13,86,0,0,0,3,0,0,0,0,0,4,3,4,5,9,23,16,13,9,0,83,27,67,133,124,165,191,128,58,17,904
POA4355,0,0,3,5,13,13,95,93,33,259,0,0,0,0,0,0,4,0,0,4,9,6,8,14,27,33,48,56,31,227,68,82,209,242,319,369,457,294,98,2133
POA4356,3,5,8,6,20,36,134,127,68,409,0,0,3,0,0,0,0,7,0,10,30,19,43,44,63,60,83,73,90,504,175,242,531,545,696,585,557,358,223,3919
POA4357,0,3,4,7,11,34,59,54,20,188,0,0,6,0,0,0,0,0,0,9,16,13,30,32,72,84,70,38,31,377,67,119,259,284,377,421,307,157,62,2048
POA4358,0,0,3,3,18,17,44,29,5,114,0,0,0,0,0,0,0,0,0,0,5,12,19,20,35,25,33,19,4,179,50,130,272,273,324,293,219,94,10,1663
POA4359,0,0,0,0,3,11,23,16,0,52,0,0,0,0,0,0,0,0,0,3,4,5,5,4,6,24,17,12,0,90,48,74,141,135,165,198,139,60,8,967
POA4360,0,0,0,0,0,5,10,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,5,5,0,37,9,34,65,77,73,77,73,33,0,451
POA4361,0,0,3,3,10,16,76,74,34,219,0,0,0,0,0,3,0,0,0,9,14,14,13,31,36,45,32,21,8,208,62,109,191,279,352,430,407,200,72,2103
POA4362,0,0,3,3,17,20,70,49,43,208,0,0,0,0,3,4,0,0,0,6,5,4,13,32,18,24,43,14,21,180,60,94,173,269,309,382,372,171,100,1930
POA4363,0,0,0,3,3,9,11,3,0,28,0,0,0,0,0,0,0,0,0,3,3,3,10,8,15,11,4,3,0,63,31,28,60,75,101,101,50,24,0,465
POA4364,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,14,11,21,19,48,18,18,3,0,154
POA4365,0,0,0,0,3,9,24,10,4,51,0,0,0,0,0,0,0,0,0,0,3,3,3,3,13,16,13,4,0,56,16,19,33,47,89,99,97,21,7,427
POA4370,5,5,22,45,79,154,371,317,120,1127,0,3,5,7,6,7,16,5,3,47,71,70,108,148,181,186,243,209,136,1353,567,1036,1754,1964,2423,2492,2198,1229,440,14102
POA4371,0,0,0,0,3,4,16,9,3,38,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,14,14,3,0,57,17,18,48,73,106,146,97,41,14,556
POA4372,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,16,4,4,13,18,33,28,13,9,5,125
POA4373,0,0,3,0,8,16,31,30,29,110,0,0,0,0,0,0,3,0,0,8,0,0,6,10,8,14,17,17,7,80,40,35,88,95,122,161,156,101,48,837
POA4374,0,0,0,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,11,9,0,36,6,11,16,38,57,65,82,28,5,302
POA4375,0,0,0,4,9,3,11,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,11,3,10,17,20,27,39,44,10,3,170
POA4376,0,0,0,0,3,0,10,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,4,0,29,6,14,22,39,49,44,60,23,6,262
POA4377,0,0,3,0,6,4,10,9,3,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,9,0,0,25,9,23,46,50,99,91,90,32,6,442
POA4378,0,0,3,0,0,4,26,8,6,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,3,3,0,26,6,22,52,59,64,69,97,28,4,397
POA4380,0,0,18,6,26,70,192,172,96,585,0,3,0,3,5,6,8,14,4,48,23,21,59,38,74,104,121,133,54,630,171,317,736,810,956,1236,1155,657,249,6284
POA4381,0,0,0,0,3,5,24,9,0,38,0,0,0,0,0,0,0,0,0,0,3,4,8,4,5,10,7,3,0,41,18,21,54,63,73,94,102,36,6,466
POA4382,0,0,0,0,0,4,8,3,6,21,0,0,0,0,0,0,0,0,0,0,3,0,6,5,5,8,3,3,0,41,18,22,39,50,73,89,88,21,3,412
POA4383,0,0,0,3,8,15,14,14,8,60,0,0,0,0,0,0,0,0,0,0,3,4,5,3,16,16,11,5,3,55,16,19,54,56,83,122,88,40,8,491
POA4384,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,3,7,6,6,11,4,0,46
POA4385,0,0,0,9,3,16,44,36,17,131,0,0,0,0,0,0,3,0,0,4,5,7,14,9,4,19,31,20,7,111,24,47,116,105,144,198,199,119,40,998
POA4387,0,0,0,3,5,22,44,27,9,112,0,0,0,0,0,0,0,0,0,4,7,6,16,15,21,31,20,19,14,138,37,56,125,109,207,228,151,84,28,1037
POA4388,0,0,0,0,3,10,16,7,0,44,0,0,0,0,0,0,3,0,0,3,0,0,0,7,8,10,14,9,0,39,18,13,28,50,43,53,75,28,3,308
POA4390,3,5,10,9,21,35,107,92,50,328,0,0,0,0,0,3,8,0,0,15,46,34,116,91,101,108,85,69,34,687,219,390,911,864,874,822,582,334,135,5122
POA4400,0,0,0,5,9,16,45,30,4,113,0,0,0,0,3,0,3,0,0,6,9,8,16,14,21,21,15,6,0,121,66,113,254,207,287,230,178,73,14,1413
POA4401,7,6,13,32,23,52,158,136,47,475,0,0,3,5,5,5,5,0,0,21,21,16,50,54,68,65,68,56,15,412,222,367,619,676,767,705,516,324,115,4310
POA4402,0,0,0,0,0,5,16,4,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,5,0,16,7,11,16,33,30,78,56,15,3,243
POA4403,0,0,0,0,7,8,18,16,9,57,0,0,0,0,0,0,0,0,0,0,3,5,14,8,4,10,5,11,0,66,18,31,113,79,95,153,81,33,11,603
POA4404,0,0,0,0,0,0,12,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,9,4,4,0,34,13,38,70,58,93,61,39,22,4,397
POA4405,4,18,19,36,68,101,254,207,103,804,0,0,0,3,3,6,14,3,0,34,65,73,149,192,188,161,165,123,74,1206,519,908,1767,1890,1865,1574,1183,616,266,10595
POA4406,0,0,0,3,6,10,32,14,6,79,0,0,0,0,0,0,0,0,0,0,14,3,16,28,32,21,24,17,0,157,50,48,137,200,213,221,150,64,16,1096
POA4407,0,0,0,0,3,10,29,13,0,53,0,0,0,0,0,0,0,0,0,0,3,4,5,9,10,9,5,3,0,42,18,30,43,59,85,91,59,32,0,421
POA4408,0,0,3,5,3,4,24,10,10,51,0,0,0,0,0,0,0,0,0,0,9,0,3,4,8,4,3,8,3,47,27,20,64,67,94,89,76,39,13,487
POA4410,0,0,0,0,0,17,60,30,20,134,0,0,0,0,0,0,3,0,0,9,0,5,4,10,27,22,23,17,6,122,17,50,67,116,157,176,199,97,41,926
POA4411,0,0,0,0,0,3,10,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,6,0,27,10,5,40,39,31,30,25,13,3,200
POA4412,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,12,8,21,25,29,26,18,3,0,142
POA4413,3,0,14,17,36,49,148,136,73,479,0,0,0,0,3,4,0,5,3,17,46,74,156,148,162,124,93,58,36,897,225,478,1134,1040,1046,813,604,363,155,5852
POA4415,0,0,0,4,13,12,49,43,17,144,0,0,0,0,0,3,3,0,0,5,11,12,43,34,36,41,26,24,11,240,48,106,249,248,259,239,178,109,53,1488
POA4416,0,0,3,0,0,0,7,10,3,23,0,0,0,0,0,0,0,0,0,0,6,3,12,12,11,15,9,0,0,51,19,19,76,82,63,56,42,17,4,383
POA4417,0,0,0,3,11,11,32,10,10,68,0,0,0,0,0,0,3,3,0,5,0,0,3,3,6,9,15,3,4,45,10,34,66,78,85,104,85,33,18,516
POA4418,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,8,16,11,23,7,3,10,0,88
POA4419,0,0,3,3,3,3,17,12,3,49,0,0,0,0,0,0,0,0,0,0,3,14,39,24,28,16,14,4,3,144,26,63,178,129,161,111,92,41,11,799
POA4420,0,0,4,0,6,8,29,28,14,99,0,0,0,0,0,0,3,3,0,8,3,4,9,11,17,18,14,4,10,93,34,62,126,135,190,163,117,77,33,937
POA4421,0,0,3,7,21,41,66,42,11,189,0,0,0,0,0,0,7,0,0,11,28,35,42,65,102,115,126,53,10,567,90,145,201,262,393,424,336,146,30,2023
POA4422,0,0,0,0,3,0,17,11,0,26,0,0,0,0,0,0,0,0,0,3,3,0,7,7,9,3,5,0,0,32,10,12,53,50,81,62,60,26,3,359
POA4423,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,16,4,12,24,30,33,26,19,7,0,153
POA4424,0,0,0,0,0,3,14,5,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,14,5,9,37,26,20,28,33,11,0,168
POA4425,0,0,0,0,0,4,9,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,0,3,39,20,26,26,31,12,4,161
POA4426,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,11,11,23,24,12,10,0,97
POA4427,0,0,0,6,0,6,15,13,5,36,0,0,0,0,0,0,0,0,0,0,7,3,21,23,7,8,3,4,0,78,18,16,45,53,56,40,42,15,5,291
POA4428,0,0,0,3,0,8,22,17,9,59,0,0,0,0,0,0,0,0,0,0,3,0,11,8,8,15,10,3,0,54,20,24,72,90,89,89,73,38,8,504
POA4454,0,0,0,0,10,11,18,16,0,58,0,0,0,0,0,0,0,3,0,4,8,7,18,21,16,7,12,10,4,96,21,40,96,96,107,94,66,42,11,576
POA4455,4,3,14,19,31,67,100,102,44,379,0,0,0,0,11,4,5,8,8,38,43,50,180,142,138,127,86,63,43,868,262,532,1397,1120,1085,897,528,359,151,6331
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,8,7,10,15,6,3,0,44
POA4462,0,0,0,0,0,0,3,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,17,18,11,15,11,4,83
POA4465,0,0,5,4,5,23,42,24,6,110,0,0,0,0,0,3,6,4,0,9,0,0,12,9,14,16,13,9,0,77,25,68,147,124,149,198,157,58,22,958
POA4467,0,0,0,0,0,3,8,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,13,0,7,29,17,35,23,23,15,3,153
POA4468,0,0,0,0,0,3,13,6,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,11,4,4,33,24,48,39,30,17,5,209
POA4470,4,8,7,6,31,50,73,62,24,264,0,0,0,3,3,0,7,4,3,19,14,23,37,30,42,51,32,37,24,292,108,242,454,412,478,489,278,169,78,2711
POA4472,0,0,3,3,15,24,54,39,16,158,0,0,0,0,0,6,4,0,0,9,4,0,11,8,16,17,24,16,4,106,34,52,153,149,187,247,192,105,35,1154
POA4474,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,6,9,21,10,13,4,3,75
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,0,0,0,0,3,11,18,15,8,61,0,0,0,0,0,0,5,0,0,8,0,0,3,8,9,12,6,10,3,49,11,23,49,56,66,69,54,33,12,364
POA4478,0,0,0,0,3,5,27,7,0,47,0,0,0,0,0,0,3,0,0,3,0,3,0,5,4,6,0,3,0,22,10,13,51,72,67,77,67,18,5,377
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11
POA4480,0,0,3,0,7,15,13,5,0,44,0,0,0,0,0,0,0,0,0,0,3,5,4,3,8,15,7,3,0,53,22,46,124,74,127,109,62,16,9,595
POA4481,0,0,0,0,0,3,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,8,3,9,9,12,23,19,13,5,0,101
POA4482,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,11,9,24,29,18,22,20,6,0,0,127
POA4486,0,0,0,0,3,8,13,11,0,38,0,0,0,0,0,0,3,3,0,5,7,0,10,13,21,13,12,5,0,85,25,30,100,59,127,119,71,35,12,571
POA4487,0,0,3,7,18,38,79,58,20,218,0,0,0,3,0,0,9,6,0,18,22,14,27,35,45,28,32,18,8,225,121,161,363,403,438,374,280,141,42,2323
POA4488,0,0,0,0,3,9,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,0,0,31,7,13,21,35,41,38,42,3,6,201
POA4489,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,16,4,4,10,6,19,21,22,4,0,85
POA4490,0,0,3,3,20,25,37,30,8,121,0,0,0,0,0,4,11,3,0,21,4,13,10,18,12,33,22,9,10,123,30,74,157,148,190,249,153,85,26,1107
POA4491,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,8,19,21,21,3,0,81
POA4492,0,0,0,0,3,8,10,3,3,25,0,0,0,0,0,0,0,3,0,4,3,0,3,4,0,5,7,0,0,28,12,15,44,42,41,57,25,7,7,243
POA4493,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,3,3,0,23
POA4494,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,5,0,29,23,18,15,14,3,0,105
POA4496,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,21,4,12,33,38,44,31,23,4,0,198
POA4497,0,0,0,0,0,5,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,3,0,26,13,9,26,48,52,43,32,17,6,242
POA4498,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,17,6,13,27,34,35,27,11,0,0,159
POA4500,8,10,55,53,77,117,454,276,117,1168,0,9,23,12,28,17,26,9,3,112,92,131,271,242,232,246,177,152,118,1672,1429,2861,6177,6191,5559,4662,3066,1118,393,31459
POA4501,0,5,8,15,16,22,82,69,21,238,0,0,0,0,5,4,7,0,0,21,17,15,60,47,61,43,40,49,50,385,218,388,836,779,753,582,513,258,118,4442
POA4502,5,3,5,7,15,33,81,42,20,221,0,0,0,6,0,8,3,3,0,17,18,22,59,57,65,56,47,21,9,359,288,497,1114,1336,1228,1091,657,208,62,6476
POA4503,12,21,45,65,89,172,471,318,150,1344,0,0,20,13,15,17,15,15,3,91,98,204,464,316,315,265,272,171,168,2268,1342,3320,7304,6018,5159,4269,3122,1315,605,32451
POA4504,8,6,9,17,37,35,120,74,30,337,0,0,0,3,3,0,5,3,0,24,49,48,110,133,113,88,56,14,6,614,703,1061,2245,3094,2673,1605,965,296,79,12709
POA4505,7,5,19,31,49,113,397,243,100,969,0,11,18,9,9,4,8,5,3,69,61,66,106,141,157,130,190,147,75,1069,728,1389,2141,2601,2944,2521,2082,1024,344,15773
POA4506,6,22,35,35,71,109,259,173,56,769,0,6,13,11,6,5,8,3,3,54,64,127,220,155,165,186,150,96,65,1233,859,1720,3185,2555,2843,2445,1632,642,202,16079
POA4507,6,3,19,30,52,125,500,439,197,1364,0,0,3,6,0,15,13,9,3,46,25,23,63,90,145,238,385,335,260,1567,366,543,959,1398,2098,3114,4144,2329,876,15826
POA4508,5,22,39,41,84,163,317,222,67,954,0,0,6,4,15,11,10,4,5,59,83,106,192,243,237,211,186,220,189,1662,677,1263,2270,2540,2670,2289,1793,977,386,14864
POA4509,3,10,24,23,26,49,139,107,65,436,3,0,0,7,10,11,8,6,0,40,74,80,307,273,209,108,89,62,25,1224,946,1777,4628,5288,3758,1923,1461,663,328,20766
POA4510,26,32,88,141,199,331,789,532,227,2363,4,12,35,25,25,28,31,23,4,191,188,230,498,448,438,528,560,467,441,3788,1681,3193,6571,5722,5759,5594,4841,2293,1034,36687
POA4511,0,6,6,16,24,44,206,135,32,470,0,0,7,3,5,0,10,6,0,33,42,27,73,65,91,100,152,90,39,669,279,367,789,962,1129,1291,1533,702,153,7211
POA4512,0,0,3,8,6,23,46,27,8,113,0,0,0,0,0,0,0,0,0,3,24,16,26,39,59,70,42,10,14,308,134,186,327,471,566,460,368,99,38,2651
POA4514,0,3,7,10,20,38,150,86,39,356,0,0,0,3,0,3,3,0,0,15,77,228,425,352,176,132,107,57,37,1577,243,508,1018,1078,1049,960,748,299,115,6010
POA4515,0,7,13,6,18,15,101,77,43,293,0,0,0,3,0,0,0,0,0,15,14,5,37,61,51,58,63,35,8,337,123,177,477,482,530,560,525,214,73,3171
POA4516,0,0,3,6,9,26,64,42,7,158,0,0,0,0,0,3,0,0,3,11,18,12,28,26,45,40,36,18,3,223,186,219,382,578,668,464,344,118,30,2993
POA4517,0,0,0,3,3,3,18,6,0,35,0,0,0,0,0,0,0,0,0,0,6,7,12,8,7,3,13,13,4,73,25,42,84,71,106,92,103,51,12,605
POA4518,0,0,4,8,12,28,81,53,17,215,0,0,0,0,3,0,3,0,0,9,6,20,23,34,46,47,44,22,7,254,175,246,473,664,755,693,610,255,62,3932
POA4519,3,4,3,6,26,43,131,79,36,331,0,0,0,0,0,3,3,0,0,7,32,24,66,78,93,71,80,59,72,574,267,436,969,1038,1193,1053,902,425,180,6477
POA4520,0,3,0,3,9,20,78,64,23,203,0,0,0,3,0,3,0,0,0,13,37,32,59,103,154,114,92,35,11,645,435,610,788,1893,2456,1871,1259,379,91,9793
POA4521,0,3,0,3,4,13,77,46,15,170,0,0,0,0,3,0,0,4,0,4,24,18,36,81,62,57,47,26,7,361,126,182,365,739,801,666,503,166,45,3589
POA4550,0,0,3,6,7,27,53,32,17,150,0,0,0,0,3,0,0,0,0,3,17,21,37,44,53,62,48,21,4,306,135,249,460,554,626,654,442,170,45,3339
POA4551,5,14,43,60,107,198,774,794,518,2510,0,9,12,8,22,16,18,20,14,111,145,132,325,342,455,425,573,522,377,3281,1625,2498,5476,6900,7466,7039,7360,4380,1948,44695
POA4552,0,3,8,6,14,17,102,83,44,277,0,0,0,0,3,3,3,3,0,11,15,16,31,46,69,112,122,67,42,529,158,266,440,810,1182,1571,1687,707,221,7054
POA4553,0,0,7,9,8,21,57,34,14,151,0,0,3,0,0,3,4,0,3,12,22,15,44,58,58,53,32,13,11,298,189,290,527,887,961,787,509,200,54,4406
POA4554,0,0,0,3,4,11,15,11,9,50,0,0,0,0,3,0,0,0,0,3,9,13,7,18,17,31,13,3,0,118,53,83,160,281,312,323,178,52,22,1466
POA4555,0,3,9,5,12,14,78,70,38,223,0,0,3,0,0,0,0,3,0,13,18,15,28,37,72,63,49,45,34,362,185,282,599,910,1079,902,746,373,171,5238
POA4556,9,3,11,26,45,66,321,385,229,1093,4,5,10,3,12,5,3,8,9,52,148,180,264,296,302,279,330,396,382,2574,1643,2570,4244,5192,5942,5055,4595,3065,1428,33744
POA4557,0,3,15,16,21,40,96,85,40,318,0,0,4,3,11,3,5,0,3,24,70,126,232,181,209,176,143,101,37,1274,609,1453,2747,2632,2602,2253,1602,671,220,14793
POA4558,3,3,10,20,45,78,216,240,153,769,0,0,10,7,8,17,3,3,4,47,42,111,224,160,198,249,287,253,203,1744,446,1365,2863,2128,2344,2748,2395,1529,684,16492
POA4559,0,4,3,3,10,28,66,62,27,209,0,0,0,3,3,0,3,0,0,18,20,23,29,51,60,72,70,51,30,404,175,280,544,837,986,871,677,300,117,4791
POA4560,9,9,28,43,76,146,374,346,189,1229,0,0,7,5,13,22,10,5,3,69,84,115,215,248,303,272,319,292,235,2081,877,1525,3462,3823,4268,4296,3818,2086,891,25054
POA4561,0,6,7,7,23,25,68,58,22,218,0,0,0,0,3,0,8,3,0,13,20,21,55,60,69,86,74,17,10,417,215,371,700,939,1134,1137,753,277,68,5594
POA4562,3,0,7,4,8,29,60,33,22,161,0,0,0,0,0,0,3,0,0,9,19,12,40,74,94,82,80,33,4,440,199,287,504,1048,1480,1264,998,292,74,6134
POA4563,0,0,3,10,18,34,103,104,48,320,0,0,0,0,8,0,8,0,0,17,19,20,37,64,77,95,88,46,36,486,213,279,606,1004,1314,1422,1178,510,164,6695
POA4564,0,0,9,5,24,26,81,54,19,217,0,0,4,0,3,0,0,0,0,4,33,42,66,73,104,94,92,58,18,577,307,562,1085,1295,1688,1566,1294,558,134,8489
POA4565,0,6,9,16,26,54,175,121,79,484,3,0,0,0,5,9,5,4,3,34,33,38,60,109,143,163,203,192,221,1161,362,539,1088,1619,2054,2178,2201,1130,593,11767
POA4566,0,0,6,10,4,14,55,51,48,196,0,0,0,3,0,4,0,0,0,13,16,27,36,57,83,113,132,84,53,603,180,265,528,841,1096,1345,1505,779,291,6823
POA4567,0,0,3,13,16,11,37,47,30,160,0,0,4,0,0,3,0,3,0,12,39,34,64,106,123,143,137,67,44,758,272,406,944,1337,1779,1796,1582,618,213,8937
POA4568,0,0,0,4,14,28,39,37,18,140,0,0,0,0,3,0,0,3,0,3,7,7,17,48,37,29,47,26,12,210,95,129,258,466,582,613,467,177,38,2823
POA4569,0,0,0,3,0,12,18,11,6,49,0,0,0,0,3,0,4,0,0,9,3,3,7,25,24,25,15,10,3,123,34,40,122,236,285,275,162,81,25,1253
POA4570,13,12,66,80,160,328,958,711,303,2649,0,3,6,16,19,21,36,19,9,119,163,119,332,388,565,601,640,450,258,3520,1239,1921,3999,4623,6109,6418,5435,2486,885,33115
POA4571,0,0,0,3,3,0,8,10,0,25,0,0,0,0,0,0,0,0,0,3,3,0,5,14,23,21,18,7,0,96,8,20,37,98,137,171,118,47,0,637
POA4572,0,0,4,0,3,4,19,16,35,95,0,0,0,0,0,3,4,0,0,11,14,27,55,43,41,47,47,77,82,440,121,252,669,417,586,565,383,238,214,3433
POA4573,0,4,12,13,20,49,117,175,93,488,4,8,6,0,4,4,5,7,4,41,88,72,206,281,225,202,203,151,96,1532,658,1051,2722,4039,3766,3258,2516,1316,538,19855
