POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA4128,11,88,314,343,304,265,81,10,3,1418,0,44,261,244,248,194,38,0,0,1036,3,17,147,248,217,146,30,3,4,806,0,11,91,167,134,97,16,3,0,520,0,5,104,206,204,127,21,0,0,668,0,4,23,82,94,65,18,0,0,285,80,68,163,136,148,139,97,36,9,864,1171,1067,2211,2426,2351,2206,1330,413,101,13274
POA4129,4,38,144,135,105,69,22,3,0,521,0,13,82,108,91,55,5,3,0,363,0,9,60,93,66,39,11,0,0,267,0,4,44,43,26,21,3,0,0,141,0,3,30,48,33,23,9,0,0,140,0,0,9,10,10,8,0,0,0,41,29,17,51,62,29,38,41,18,8,293,429,407,970,975,743,662,475,136,26,4831
POA4130,3,42,158,153,164,121,33,4,0,681,0,21,99,111,134,96,16,0,0,481,0,6,69,120,126,85,10,3,0,426,0,5,42,84,97,61,9,0,0,301,0,3,52,121,132,72,14,0,0,402,0,0,21,56,77,45,17,3,0,219,45,26,61,68,77,54,56,17,12,409,598,558,897,1136,1310,1223,813,232,104,6880
POA4131,0,50,172,170,142,102,30,3,0,670,0,7,114,113,92,60,4,0,0,400,0,10,72,80,58,42,3,0,0,271,0,0,35,37,38,17,3,0,0,131,0,3,29,34,35,24,5,0,0,134,0,3,15,12,11,4,7,0,0,52,97,103,163,132,150,117,108,39,8,918,802,927,1650,1348,1256,1051,726,261,52,8082
POA4132,10,111,512,455,353,204,43,3,0,1693,0,42,241,258,189,119,23,0,0,881,3,19,138,147,118,76,10,0,0,513,0,5,59,78,75,43,7,0,0,264,0,5,50,61,55,26,8,0,0,200,3,0,29,12,16,19,3,0,3,73,246,244,447,388,327,215,155,81,22,2128,2050,2100,4191,3461,2911,2168,1239,458,111,18696
POA4133,3,101,427,308,268,165,53,16,10,1352,3,54,223,210,174,109,24,6,0,798,0,20,139,135,119,75,21,3,0,519,0,4,74,85,72,48,12,0,0,294,0,0,60,80,87,48,8,5,4,299,0,3,23,21,37,30,3,7,0,127,141,110,220,202,182,178,136,74,34,1270,1228,1326,2804,2240,2039,1753,1435,735,279,13839
POA4151,0,147,538,276,188,160,68,36,11,1420,0,61,415,218,176,92,37,17,5,1006,0,26,327,240,184,128,25,9,11,950,0,6,201,211,144,95,22,3,3,691,0,4,265,330,262,160,32,27,4,1074,0,3,103,278,278,122,31,9,5,827,49,102,273,163,137,101,74,69,72,1033,768,1428,3606,2492,2045,1526,933,607,340,13743
POA4152,12,293,914,655,624,543,214,49,29,3333,5,117,725,520,533,398,106,24,17,2442,10,51,640,632,594,384,73,21,15,2415,0,23,411,474,469,246,54,14,8,1702,0,20,539,984,811,458,82,20,8,2918,0,4,180,670,654,313,83,18,7,1931,182,171,405,334,328,260,193,247,257,2381,2870,3184,6357,6502,6206,5064,3255,1918,1056,36419
POA4153,4,29,73,66,80,62,19,9,3,343,0,11,58,53,66,34,15,3,0,238,0,3,39,68,80,36,10,0,0,247,0,0,40,44,53,25,9,0,0,166,0,0,29,85,75,52,7,0,0,252,0,3,7,39,62,30,3,3,0,153,6,13,19,26,23,43,16,11,3,156,303,291,508,622,669,585,308,160,40,3482
POA4154,0,52,172,193,160,111,41,15,0,741,0,26,130,181,155,67,20,8,0,583,0,3,123,221,164,91,12,7,0,626,0,5,72,174,112,53,12,3,0,431,0,4,111,305,227,97,7,4,0,765,0,0,47,253,211,78,13,0,0,608,34,26,68,100,68,51,18,18,3,386,699,504,1197,2070,1629,974,519,213,47,7852
POA4155,0,3,8,16,18,22,13,0,0,79,0,3,6,10,14,10,4,0,0,55,0,0,9,15,19,11,4,0,0,52,0,0,0,7,13,9,3,0,0,38,0,0,5,10,25,7,14,0,0,60,0,0,0,34,46,35,9,3,0,125,4,8,8,13,16,20,9,5,3,83,128,91,97,167,241,211,144,66,25,1167
POA4156,0,18,36,36,50,37,16,7,0,199,0,6,25,43,47,31,9,0,0,158,0,0,24,62,58,27,4,0,0,172,0,0,10,34,27,25,6,3,0,112,0,0,23,53,86,34,10,0,0,217,0,0,4,39,70,40,9,3,0,164,12,8,11,12,28,19,19,3,0,111,294,188,252,444,553,386,257,70,16,2465
POA4157,3,125,383,331,345,274,100,16,4,1576,0,54,264,235,269,174,42,7,0,1047,0,15,185,189,227,187,28,5,0,842,0,11,87,117,145,86,16,0,0,468,0,0,96,198,185,133,22,0,0,633,0,0,32,82,73,71,11,4,3,281,85,44,111,119,128,121,116,77,45,842,1237,1283,2551,2424,2642,2515,1816,737,288,15490
POA4158,0,13,75,84,61,46,24,0,0,303,0,4,52,47,42,42,14,0,0,197,0,9,27,49,40,30,11,0,0,159,0,0,12,38,33,20,0,0,0,101,0,0,29,41,33,26,5,0,0,133,0,0,6,20,21,11,3,0,0,59,17,16,32,31,28,48,27,18,11,222,200,203,506,522,483,561,384,171,49,3077
POA4159,7,84,229,230,249,213,89,12,12,1112,4,24,183,174,176,123,38,15,0,743,6,11,131,168,184,140,30,3,5,675,0,5,59,125,129,88,12,0,0,413,0,0,85,165,201,114,20,0,0,584,0,0,34,102,103,62,15,3,4,327,40,51,80,102,102,101,78,146,216,926,938,874,1571,1883,2054,1859,1443,735,413,11775
POA4160,3,72,222,245,333,257,116,26,7,1279,0,48,163,190,254,180,71,19,3,933,0,15,130,228,270,179,43,6,0,872,0,7,72,146,187,112,19,7,3,559,0,6,72,303,414,187,42,9,3,1041,0,8,27,143,270,144,37,10,9,642,53,46,77,90,118,130,98,58,46,707,1394,1035,1534,2237,2998,2556,1750,833,384,14729
POA4161,8,91,348,344,325,261,63,12,5,1446,0,36,229,222,186,179,29,0,0,879,0,22,158,187,198,139,10,3,0,714,0,8,86,121,110,80,7,0,0,415,0,4,59,134,140,99,15,3,0,457,0,0,14,40,43,27,6,0,0,133,47,60,119,116,105,95,66,55,38,705,1038,1041,2217,2234,2192,2173,1257,563,275,12995
POA4163,6,52,181,180,234,209,110,42,10,1017,3,35,113,151,169,163,55,23,0,715,0,13,80,114,180,148,49,16,0,607,0,3,51,87,138,107,32,3,3,417,0,0,63,142,189,133,46,9,6,589,0,0,21,81,163,161,61,18,6,510,37,37,80,76,110,158,189,192,145,1028,909,754,1272,1517,2076,2344,2052,1226,544,12699
POA4164,3,89,226,238,259,203,51,27,7,1106,0,27,158,189,219,141,33,6,0,772,0,18,146,194,210,136,14,4,0,724,0,3,53,128,134,88,10,3,0,423,0,0,97,206,252,122,23,3,3,700,0,0,29,105,190,74,17,4,0,414,46,44,78,82,116,93,73,56,63,652,1175,895,1530,1906,2277,1766,1183,604,288,11627
POA4165,3,138,609,623,643,472,146,44,16,2697,0,67,443,504,484,310,75,24,14,1916,0,37,361,452,509,261,80,22,11,1727,0,22,190,356,322,166,26,11,4,1094,3,13,183,473,522,215,55,11,6,1489,5,5,53,179,235,120,34,17,3,658,151,101,203,309,299,230,267,226,198,1988,2470,1853,4040,4963,5230,4223,3443,1987,908,29115
POA4169,4,149,520,173,125,117,78,30,0,1201,3,80,464,154,119,98,65,9,0,993,0,22,367,176,117,92,46,12,0,840,0,14,202,132,92,69,33,10,3,550,0,5,290,258,217,142,45,14,4,977,0,3,124,219,230,184,75,30,3,861,49,141,347,192,167,134,104,45,16,1197,658,1627,3965,1960,1562,1409,988,422,238,12834
POA4170,4,229,771,385,282,194,72,11,5,1956,3,114,581,334,278,156,34,12,0,1522,0,48,502,431,280,159,30,5,0,1449,0,17,338,332,219,120,13,3,3,1048,0,15,517,657,451,180,22,4,0,1855,0,5,178,527,394,111,32,8,3,1260,101,153,470,296,219,143,120,60,35,1597,1179,2013,5287,4222,3077,2066,1192,604,322,19961
POA4171,3,106,338,196,180,140,61,15,3,1051,3,54,274,179,177,118,40,9,0,861,0,21,252,222,200,119,33,8,3,853,0,10,193,188,174,88,24,0,0,672,3,5,310,446,307,193,37,3,5,1309,0,10,145,547,609,206,52,11,3,1575,55,69,238,189,195,136,74,48,25,1023,853,963,2602,2689,2526,1617,828,381,190,12640
POA4172,0,32,119,81,68,41,17,7,0,355,0,20,94,74,53,37,4,0,0,280,0,6,73,61,39,34,0,3,0,210,0,4,53,37,56,35,0,0,0,184,0,5,59,111,53,25,3,0,0,247,0,0,19,80,41,16,3,0,0,154,12,17,58,43,41,52,28,8,4,269,250,283,805,749,553,459,226,85,34,3439
POA4173,0,52,221,175,154,131,45,6,0,781,0,15,151,131,108,71,13,0,0,487,0,10,116,127,106,48,8,0,0,412,0,0,70,93,62,26,12,0,0,265,0,8,76,122,91,38,13,0,0,347,0,0,15,36,30,19,4,0,0,100,40,30,65,87,73,52,34,36,13,429,493,495,1251,1277,1145,921,748,328,79,6732
POA4174,0,9,70,60,51,36,5,0,0,235,0,0,26,35,39,16,3,0,0,125,0,0,33,50,39,16,0,0,0,139,0,0,19,21,10,13,0,0,0,64,0,0,16,25,25,9,0,0,0,73,0,0,4,5,3,4,0,0,0,18,6,6,21,23,20,16,13,4,7,120,142,121,396,388,324,274,155,44,22,1863
POA4178,3,117,439,431,463,284,109,32,16,1889,3,56,319,361,319,197,49,10,4,1309,3,10,235,321,301,188,39,7,0,1106,0,7,154,235,241,122,24,8,0,791,0,7,161,371,346,186,36,4,3,1113,0,3,44,180,190,77,16,10,3,520,121,82,184,207,215,200,195,161,198,1577,1544,1381,2977,3719,3672,2933,2260,1300,726,20519
POA4179,4,82,238,312,333,236,98,31,12,1345,0,43,205,236,275,153,43,7,6,964,0,18,184,244,290,173,33,8,0,948,0,3,114,215,188,111,27,11,5,681,0,4,143,371,384,165,27,13,3,1110,0,0,37,212,223,106,26,12,3,622,104,61,133,140,184,127,101,116,73,1035,1278,995,1929,2796,3032,2316,1672,959,452,15430
POA4183,0,7,17,27,22,34,13,7,4,128,0,0,11,21,16,26,7,0,0,86,0,0,10,11,23,20,3,0,0,67,0,0,14,11,7,10,7,0,0,46,0,0,7,9,13,9,10,3,0,59,0,0,0,3,9,10,11,3,0,35,12,13,32,24,36,37,46,34,7,228,95,85,192,209,287,390,329,139,39,1759
POA4184,0,0,14,22,81,61,59,8,3,249,0,0,13,19,35,48,23,0,0,130,0,0,4,17,36,42,9,3,0,115,0,0,3,8,16,21,3,0,0,56,0,0,0,14,14,25,10,0,0,57,0,0,0,5,5,20,11,0,0,49,35,21,26,54,76,124,162,61,19,575,279,166,355,558,955,1482,1696,569,90,6153
POA4205,3,18,81,90,77,55,20,7,3,363,0,9,42,40,42,28,7,4,0,174,0,7,34,32,30,31,3,0,0,140,3,0,13,14,16,9,0,0,0,61,0,0,10,23,23,12,3,0,0,69,0,0,3,3,0,4,0,4,0,17,19,23,61,46,58,68,67,142,147,634,261,276,624,525,560,651,638,605,402,4542
POA4207,20,324,1060,911,935,577,176,50,15,4075,8,122,569,595,580,356,93,16,4,2346,0,53,413,475,428,302,52,13,3,1737,6,23,191,283,272,184,39,5,0,1002,0,16,199,326,320,202,27,4,0,1088,3,7,55,106,126,79,18,11,4,416,356,331,628,575,588,484,432,243,89,3728,3531,3983,7654,7044,7072,6088,4929,2207,658,43171
POA4208,8,76,432,415,321,207,66,3,4,1531,0,49,325,338,229,124,27,9,3,1101,0,15,228,293,235,125,25,6,0,919,0,9,150,198,156,61,10,0,0,582,0,7,139,244,182,83,19,0,0,671,0,3,43,86,93,33,11,3,0,271,115,88,224,209,223,106,103,48,9,1139,1399,1004,2906,3167,2577,1727,1307,499,119,14707
POA4209,28,304,1265,1005,688,330,97,12,3,3732,6,137,799,705,461,216,44,9,0,2371,0,59,506,623,435,187,34,8,0,1846,7,30,264,392,275,99,16,0,0,1074,0,19,299,564,423,173,24,0,0,1501,0,12,82,230,203,67,12,8,3,611,340,280,807,609,443,287,242,122,120,3247,3482,3658,8820,7945,5675,3340,2145,656,236,35948
POA4210,6,98,378,374,372,226,68,7,5,1529,6,34,237,285,239,137,29,3,0,964,0,15,167,277,239,107,27,0,0,834,0,7,88,178,141,70,5,0,0,488,0,6,104,249,218,88,13,0,0,678,0,0,36,108,107,61,16,3,3,335,126,92,203,221,220,211,122,53,14,1264,1385,1082,2524,3096,2906,2049,1305,505,114,14970
POA4211,12,212,1048,1131,1113,708,246,47,20,4543,4,91,649,761,717,453,123,26,7,2834,0,54,487,685,591,330,86,12,0,2243,3,14,266,400,358,238,48,8,3,1343,0,11,252,513,494,260,50,11,7,1589,0,7,79,215,241,125,49,15,6,738,302,296,644,626,607,544,470,295,223,4006,3886,3601,7944,8764,8541,6912,5236,2520,945,48354
POA4212,8,100,353,438,475,357,193,50,14,1989,0,36,249,304,339,270,122,27,11,1356,0,18,180,299,356,231,94,29,11,1217,0,10,114,209,216,158,71,16,7,795,0,10,152,337,379,243,103,13,4,1232,3,0,54,235,315,222,120,35,9,1005,166,119,218,325,399,343,306,206,179,2265,1903,1431,2585,3699,4332,3825,3373,1528,615,23299
POA4213,6,75,371,435,522,388,133,31,8,1978,0,41,279,386,374,196,61,16,3,1357,0,12,162,374,340,207,47,8,0,1152,0,9,106,222,220,139,27,6,3,728,0,3,117,309,306,177,36,12,0,959,0,7,45,189,187,112,42,11,3,586,163,86,226,295,311,295,231,173,170,1952,2028,1430,2843,4212,4458,3627,2571,1152,436,22762
POA4214,12,154,540,545,653,409,173,34,19,2543,5,56,321,410,436,295,80,17,9,1622,0,31,271,352,414,269,48,6,8,1398,0,8,129,221,255,128,25,9,6,781,0,9,181,333,371,188,54,14,4,1152,3,6,43,142,162,115,35,15,4,518,208,238,328,339,393,333,275,263,340,2722,2778,2936,4353,4822,5391,4461,3410,1744,854,30744
POA4215,17,230,919,708,619,462,201,79,37,3282,3,105,563,450,389,287,98,18,12,1928,3,42,395,345,288,226,78,25,4,1399,0,20,231,224,210,141,56,19,3,901,0,18,229,316,245,167,62,23,10,1074,3,7,68,137,135,103,57,38,10,563,499,532,841,639,679,556,638,484,365,5229,2893,4997,8279,6406,6083,5495,5068,2970,1510,43708
POA4216,10,121,515,546,547,506,286,104,42,2672,0,46,321,393,405,292,175,33,7,1683,0,23,220,296,359,278,114,27,12,1323,0,17,126,223,217,161,70,26,8,840,0,0,156,307,333,261,126,35,12,1243,0,3,54,190,281,203,126,54,16,947,172,178,343,376,427,442,517,414,278,3153,1735,1973,3954,4511,4953,5246,5527,3097,1233,32226
POA4217,7,189,750,459,568,453,299,87,25,2844,9,63,406,326,346,321,157,39,14,1679,3,24,289,298,339,312,151,43,6,1475,0,18,176,217,223,181,107,32,10,954,0,25,213,315,395,289,159,58,19,1476,3,12,122,334,409,309,189,84,13,1478,278,569,1098,735,764,687,650,338,170,5291,2007,3619,7248,5020,5534,5047,4675,2191,785,36129
POA4218,3,207,707,493,474,367,206,76,32,2568,0,60,492,340,319,231,94,34,6,1586,3,43,335,334,313,182,96,27,14,1338,0,13,211,267,207,154,62,25,3,932,0,15,268,324,292,190,74,15,9,1188,7,21,134,263,305,183,97,45,3,1056,164,233,566,408,433,420,346,258,116,2947,1502,2282,5370,4312,4260,3844,3342,1814,719,27460
POA4220,4,139,645,490,445,362,172,51,34,2344,0,62,500,441,289,221,80,15,15,1620,0,20,362,402,306,208,66,14,0,1384,0,15,223,272,182,127,40,5,8,878,0,10,232,378,296,158,52,15,4,1138,0,3,96,204,190,123,41,12,5,683,140,157,398,360,333,320,292,254,142,2392,1504,1686,4770,4508,3955,3669,3256,1905,911,26158
POA4221,3,108,441,459,419,320,126,45,20,1943,3,39,315,321,297,194,50,17,8,1242,0,12,222,315,297,214,38,11,3,1111,0,8,132,219,207,110,31,6,3,719,0,11,163,265,223,139,33,15,3,853,0,3,61,114,125,75,21,12,5,423,132,111,264,296,236,243,264,155,97,1805,1618,1359,3280,3789,3640,3350,2747,1500,720,22006
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,4,48,176,205,248,210,80,23,9,1002,0,18,129,149,171,133,41,5,3,645,0,8,86,143,165,115,24,6,3,548,0,0,57,91,108,48,17,4,3,334,0,0,45,130,107,67,34,5,0,402,0,8,14,86,84,58,20,6,3,283,47,51,87,111,121,127,134,111,113,910,844,674,1300,1816,2010,1959,1502,796,365,11278
POA4224,0,23,125,95,91,90,32,7,4,461,0,10,89,64,76,57,15,3,3,315,0,0,63,77,68,46,9,3,3,273,0,0,27,42,41,27,10,0,3,152,0,0,37,65,47,25,9,3,0,186,0,0,11,26,18,25,9,3,3,101,39,52,84,78,101,99,73,64,45,631,336,382,909,892,882,924,602,354,225,5511
POA4225,0,37,157,96,81,110,53,18,8,557,0,27,96,58,52,63,28,3,3,330,0,8,57,49,49,53,21,8,3,257,0,6,32,36,34,34,11,0,0,149,0,3,38,39,50,51,12,12,0,200,0,3,17,44,38,51,15,9,5,176,24,67,195,100,139,217,165,131,105,1137,229,545,1214,828,968,1312,1063,612,323,7082
POA4226,8,136,535,473,523,395,179,65,24,2326,5,38,362,379,337,248,113,21,12,1510,0,12,249,315,324,207,78,24,3,1209,0,8,124,212,227,146,53,15,3,779,0,10,162,309,325,176,63,17,0,1057,3,4,48,159,181,153,55,17,10,632,142,143,310,269,260,270,249,336,479,2449,2204,2093,4052,4096,4341,3853,3225,1807,982,26652
POA4227,5,108,392,369,332,205,71,10,0,1495,5,41,274,258,222,110,42,8,0,956,0,19,218,298,238,110,29,3,0,908,0,8,137,178,139,65,21,0,0,552,4,9,126,291,216,90,8,0,0,743,0,5,54,119,109,46,8,5,0,342,114,143,213,235,145,134,140,120,187,1431,1574,1755,3007,3421,2869,1990,1502,706,311,17133
POA4228,0,19,59,69,75,83,23,7,3,343,0,4,40,58,76,58,15,8,0,263,0,4,16,58,79,40,9,3,0,207,0,0,14,29,49,28,7,0,0,126,0,0,29,56,68,44,15,0,0,212,0,0,8,38,43,31,3,3,0,127,40,20,39,43,75,60,41,60,59,433,365,270,440,638,873,799,514,213,140,4250
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,3,0,0,0,0,0,0,60,207,150,15,4,0,0,3,0,0,379
POA4230,0,9,49,26,25,16,10,4,4,145,0,6,24,22,14,12,0,0,0,74,0,3,18,14,21,23,8,0,0,80,0,3,8,9,6,6,3,0,0,42,0,0,11,15,11,9,0,0,0,47,0,0,4,3,4,3,4,0,0,20,3,8,24,15,11,13,15,21,9,126,65,116,297,211,187,203,209,153,49,1487
POA4270,0,10,48,62,84,54,9,0,0,263,0,6,41,50,73,30,5,0,0,204,0,5,27,64,65,40,4,0,0,204,0,0,14,34,40,16,0,0,0,110,0,0,19,45,39,20,3,0,0,133,0,0,6,17,16,9,4,4,0,64,36,20,42,67,80,63,36,8,5,369,303,179,362,614,728,541,330,100,23,3174
POA4271,0,7,19,41,47,43,11,10,0,174,0,0,11,27,26,28,12,0,0,109,0,0,17,38,25,25,9,3,0,122,0,0,6,19,23,14,7,3,0,77,0,0,0,22,26,20,3,0,3,88,0,0,0,8,12,14,13,0,0,40,26,14,26,29,39,42,38,20,6,238,149,88,195,382,432,478,418,184,54,2366
POA4272,0,4,17,43,71,74,44,17,0,275,0,3,21,35,43,45,10,4,0,161,0,0,20,33,50,36,17,5,0,167,0,0,4,29,55,24,8,0,4,129,0,0,9,43,55,38,15,3,0,169,0,0,9,12,31,22,14,3,0,91,38,14,27,44,53,102,85,47,23,438,240,127,232,467,737,788,760,372,123,3843
POA4275,0,14,27,58,67,39,17,3,0,229,0,12,29,47,32,41,11,5,0,170,0,4,28,54,49,42,3,3,0,188,0,0,10,23,27,15,3,0,0,81,0,0,19,39,41,14,4,0,0,112,0,0,9,9,15,9,0,0,0,39,43,26,49,37,58,44,34,17,3,307,234,183,350,480,570,487,347,117,26,2782
POA4280,7,90,264,331,359,186,54,5,0,1300,0,34,180,230,247,133,30,0,0,861,0,10,144,231,199,91,13,0,0,686,0,3,66,128,111,47,8,0,0,376,0,3,67,164,150,78,6,3,0,471,0,5,23,63,42,27,11,3,4,175,125,72,141,192,208,139,97,35,8,1029,1395,952,1931,2559,2584,1801,1205,375,91,12889
POA4285,7,74,279,327,355,226,75,17,4,1372,3,31,150,234,235,126,28,8,0,823,0,8,99,191,196,122,25,10,0,653,0,3,63,120,114,59,11,0,3,375,0,3,62,132,148,77,13,3,0,441,0,3,18,44,48,30,16,4,3,177,156,98,196,212,289,268,235,112,31,1590,1393,1032,2034,2674,2999,2519,2006,879,355,15895
POA4287,0,0,5,5,14,10,3,0,0,39,0,0,3,3,8,4,3,3,0,24,0,0,0,0,4,3,3,0,0,15,0,0,0,0,0,6,0,0,0,12,0,0,3,0,3,0,0,0,0,6,0,0,0,4,4,3,0,0,0,11,3,4,58,48,28,31,11,0,0,189,26,30,99,104,132,152,92,50,10,697
POA4300,12,329,1445,1175,859,476,109,16,0,4423,6,141,1020,892,646,286,54,5,0,3050,3,55,718,805,550,239,41,4,0,2422,0,35,381,492,399,151,24,3,0,1488,0,20,368,658,461,180,18,3,0,1717,3,9,88,217,185,53,13,0,3,575,359,324,681,611,505,379,267,119,42,3294,3895,3989,9672,8664,6837,4464,2581,935,240,41274
POA4301,11,157,680,531,425,244,40,3,0,2099,7,58,354,323,230,132,19,0,0,1117,0,21,243,214,193,115,7,0,0,801,0,7,100,96,82,51,7,0,0,347,0,3,75,95,85,73,3,0,0,339,0,9,31,23,17,25,0,0,0,102,235,211,388,247,263,208,108,63,26,1755,2133,2349,4946,3654,3059,2349,1165,469,143,20267
POA4303,0,9,32,54,49,28,11,0,3,182,0,0,21,27,26,16,3,0,0,90,0,0,9,16,14,3,0,0,0,53,0,0,3,3,15,12,0,0,0,31,0,0,6,9,7,10,3,0,0,37,0,0,4,0,3,6,0,0,0,12,33,34,61,52,61,57,64,42,30,432,251,257,469,454,487,426,350,247,141,3082
POA4304,0,97,352,303,246,166,38,20,3,1232,0,32,214,174,158,122,26,0,0,726,0,16,121,138,131,95,16,0,3,517,0,0,62,58,73,47,10,0,0,256,0,8,55,74,73,49,5,5,0,267,0,6,10,26,15,16,14,3,0,95,112,141,271,179,181,169,125,104,49,1345,1053,1334,2672,2148,2189,1990,1382,841,291,13902
POA4305,20,363,1238,996,966,642,210,70,25,4527,6,140,897,696,639,393,85,20,8,2891,0,47,525,567,563,330,53,3,5,2102,0,23,254,371,383,209,32,9,0,1288,0,14,246,395,386,247,40,8,0,1334,17,5,46,94,124,93,19,7,9,420,379,375,712,622,584,527,456,406,242,4318,4181,4383,9104,7817,7752,6554,4810,2933,1176,48712
POA4306,22,222,564,614,604,411,120,28,7,2593,5,109,426,469,498,333,73,11,3,1924,0,33,303,475,503,284,39,4,0,1648,0,17,181,329,343,181,28,0,0,1082,0,9,174,437,494,229,33,4,0,1379,3,5,47,165,208,122,27,3,3,587,233,169,380,406,398,382,270,118,37,2390,2504,2018,3950,5032,5551,4654,3070,1081,244,28109
POA4307,0,8,20,27,30,18,6,0,0,111,0,7,12,15,18,17,5,0,0,80,0,0,10,15,14,12,3,0,0,51,0,0,3,4,11,3,0,0,0,20,0,0,4,20,10,13,9,0,0,55,0,0,0,3,0,3,0,0,0,14,10,10,10,16,12,14,23,10,6,108,106,85,161,204,228,228,164,73,10,1259
POA4309,0,6,34,35,47,31,19,5,0,179,0,0,20,25,30,20,9,0,0,96,0,3,21,18,28,25,6,3,0,95,0,0,9,7,9,9,3,0,0,41,0,0,10,20,19,7,3,0,0,70,0,0,4,11,8,10,3,3,0,30,20,5,38,34,38,36,47,33,4,258,169,106,277,359,438,419,367,211,33,2381
POA4310,0,17,72,61,60,103,24,7,4,344,0,12,33,58,52,48,5,0,0,211,0,0,19,36,63,36,12,3,0,177,0,0,9,21,25,20,11,0,0,88,0,0,4,33,29,27,10,3,0,101,0,0,0,14,14,19,10,0,0,62,36,24,43,43,51,52,80,48,25,408,315,267,480,622,736,900,788,466,202,4782
POA4311,0,39,132,118,149,133,30,6,0,599,0,5,71,95,103,75,23,0,3,366,0,3,32,75,79,53,8,0,0,256,0,4,21,36,46,27,3,0,0,142,0,3,24,28,43,41,5,0,0,149,0,0,4,17,16,7,0,4,0,53,125,75,90,131,176,183,157,61,10,1006,685,582,1084,1214,1518,1521,1184,440,110,8335
POA4312,0,4,13,24,39,29,19,8,0,134,0,4,8,14,16,32,8,0,0,82,0,0,7,6,11,21,0,0,0,41,0,0,3,7,8,11,0,0,0,27,0,0,3,8,17,8,6,0,0,38,0,0,3,0,7,10,4,0,0,26,11,11,20,28,38,68,31,10,8,223,119,86,184,233,379,536,511,175,36,2261
POA4313,0,9,8,14,31,31,15,4,3,111,0,3,10,14,10,21,3,0,0,62,0,0,12,13,3,11,4,0,0,46,0,0,3,10,8,6,0,0,0,32,0,0,3,6,9,3,0,0,0,26,0,0,3,3,4,6,0,3,0,23,12,7,20,22,21,33,32,21,12,168,105,86,186,225,292,391,359,212,73,1921
POA4340,0,24,65,73,81,57,23,3,0,329,0,8,33,42,57,46,6,0,0,206,0,3,25,37,71,50,11,0,0,200,0,0,12,29,32,25,4,0,0,105,0,0,8,28,32,29,0,0,0,104,0,3,12,6,14,7,3,3,0,51,68,34,52,60,91,81,63,31,13,496,395,276,563,628,777,761,604,251,131,4381
