POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4220,..,197,383,98,59,74,51,33,7,903,..,49,137,143,201,366,415,362,229,1903,50,80,76,37,38,37,38,22,13,385,2395,1510,2279,2106,1915,1769,1578,920,439,14902,..,32,1204,2236,1910,1823,1754,907,233,10099,..,226,1144,642,393,233,140,39,6,2827,..,20,120,355,407,220,107,76,76,1378,4691,..,..,..,..,..,..,..,..,4691,..,1063,..,..,..,..,..,..,..,1063,..,771,334,149,128,85,25,0,0,1490,..,133,117,26,42,77,89,59,51,599,..,123,154,49,50,28,11,3,3,418,..,340,776,216,134,154,109,62,16,1804,..,88,286,352,446,623,629,518,308,3251,90,144,177,82,79,68,60,35,10,745,4775,2953,4312,4111,3594,3294,2916,1706,692,28357
POA4221,..,74,140,35,72,72,44,16,6,458,..,34,89,107,166,350,349,301,216,1618,24,60,54,32,37,40,36,16,9,305,2146,1377,1569,1798,1807,1653,1307,759,383,12799,..,40,957,1925,1816,1688,1422,729,191,8767,..,208,769,543,394,225,113,15,4,2274,..,19,123,344,430,180,109,85,57,1348,4461,..,..,..,..,..,..,..,..,4461,..,1136,..,..,..,..,..,..,..,1136,..,903,379,155,125,66,22,0,0,1649,..,108,83,30,35,79,80,65,45,514,..,94,105,48,36,27,10,0,3,320,..,132,262,102,130,157,88,42,8,935,..,63,216,271,348,605,559,427,300,2787,55,108,115,74,75,66,59,27,21,593,4518,2814,3006,3483,3391,3090,2462,1388,630,24783
POA4222,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,..,29,39,25,23,39,28,5,3,193,..,6,19,47,71,152,172,163,75,707,23,18,23,8,18,22,27,13,3,153,1182,684,648,958,1002,966,707,413,156,6708,..,7,418,967,1136,1111,840,375,103,4955,..,84,308,264,222,126,69,18,3,1101,..,11,58,175,199,110,43,34,26,662,2461,..,..,..,..,..,..,..,..,2461,..,654,..,..,..,..,..,..,..,654,..,445,198,65,46,37,8,0,0,798,..,68,32,15,24,45,37,35,23,281,..,67,33,31,17,27,13,3,0,184,..,53,94,44,62,77,58,17,4,404,..,19,46,98,137,243,261,223,106,1137,26,36,45,31,36,42,44,15,5,294,2491,1445,1223,1692,1884,1821,1375,720,276,12934
POA4224,..,40,47,12,17,31,7,5,0,155,..,11,31,38,48,97,78,44,39,381,14,14,15,13,11,20,17,8,3,106,474,330,444,418,447,416,272,141,79,3018,..,8,286,391,355,395,274,125,49,1889,..,65,175,143,82,64,30,3,0,563,..,0,48,94,118,48,20,20,14,368,978,..,..,..,..,..,..,..,..,978,..,230,..,..,..,..,..,..,..,230,..,189,78,22,17,30,0,0,0,339,..,23,27,10,15,10,22,25,5,135,..,36,20,12,9,11,3,0,3,91,..,61,81,35,41,59,15,7,0,301,..,20,71,79,117,172,137,68,53,724,29,31,30,22,29,26,18,6,3,198,1009,651,818,813,784,813,524,266,130,5813
POA4225,..,82,86,26,30,21,6,9,3,265,..,24,51,76,91,182,124,98,56,692,3,20,23,13,7,17,11,12,0,114,288,352,489,339,391,557,400,239,104,3162,..,10,208,229,302,445,449,225,70,1939,..,117,255,112,91,87,38,10,0,705,..,3,35,61,77,52,29,22,14,283,572,..,..,..,..,..,..,..,..,572,..,132,..,..,..,..,..,..,..,132,..,109,67,34,17,30,4,0,0,259,..,34,25,6,12,22,16,14,5,120,..,22,26,10,7,3,0,0,0,70,..,148,210,67,68,65,34,13,5,615,..,50,111,161,223,325,257,170,91,1395,13,47,50,33,25,36,31,21,3,256,585,669,986,703,830,1057,860,471,184,6345
POA4226,..,175,166,40,38,60,52,23,0,550,..,42,72,58,131,255,343,314,165,1374,31,55,53,22,27,31,31,17,6,277,2598,1936,1913,2039,2223,1953,1580,830,315,15387,..,52,1257,2359,2567,2382,2055,901,192,11762,..,225,798,436,353,217,112,25,6,2170,..,35,160,400,527,237,99,66,41,1559,5256,..,..,..,..,..,..,..,..,5256,..,1674,..,..,..,..,..,..,..,1674,..,1046,519,192,115,50,6,0,0,1929,..,182,90,40,56,97,93,72,54,679,..,173,147,55,35,36,29,7,0,484,..,342,397,112,87,112,96,49,10,1205,..,66,173,176,268,365,466,412,219,2145,61,106,102,53,56,53,60,25,12,529,5319,3909,3632,3818,4066,3542,3007,1564,535,29394
POA4227,..,237,139,47,32,38,33,8,3,536,..,87,105,68,95,188,198,90,34,866,32,67,39,19,17,27,15,6,4,228,2135,1632,1490,1744,1464,1070,741,305,86,10671,..,51,983,1929,1673,1061,831,336,49,6900,..,260,653,387,262,141,54,21,0,1781,..,16,117,386,386,164,55,42,18,1182,4249,..,..,..,..,..,..,..,..,4249,..,1138,..,..,..,..,..,..,..,1138,..,691,257,118,44,31,4,0,0,1148,..,132,72,30,36,64,69,43,18,460,..,130,94,34,28,18,10,3,0,320,..,419,296,90,76,64,63,17,3,1033,..,167,228,169,188,271,263,133,39,1455,58,131,79,45,27,45,26,9,4,423,4308,3132,2784,3187,2716,1853,1375,603,132,20096
POA4228,..,3,18,5,3,11,3,3,0,50,..,5,3,0,11,25,17,15,14,76,6,0,3,3,3,10,7,0,5,40,480,281,210,320,424,360,218,72,40,2392,..,12,143,400,604,507,331,93,13,2119,..,25,77,92,80,72,18,5,0,368,..,0,17,34,44,27,7,5,3,137,981,..,..,..,..,..,..,..,..,981,..,292,..,..,..,..,..,..,..,292,..,211,99,22,10,9,5,0,0,358,..,14,7,3,6,22,31,9,19,115,..,18,16,15,13,15,4,0,3,91,..,6,31,16,9,27,17,6,0,108,..,8,4,11,21,44,29,21,11,162,15,9,14,10,9,17,17,3,5,102,992,599,408,603,809,735,471,154,61,4827
POA4229,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,20
POA4230,..,14,13,3,5,3,0,0,0,38,..,0,9,10,10,29,31,31,10,127,0,3,4,0,3,0,0,3,0,14,82,85,138,103,103,108,109,79,27,829,..,6,86,94,78,101,141,89,21,611,..,19,74,29,24,12,11,0,0,164,..,0,14,28,25,17,4,4,9,104,174,..,..,..,..,..,..,..,..,174,..,44,..,..,..,..,..,..,..,44,..,40,25,12,6,3,0,0,0,89,..,13,5,0,0,11,3,0,0,31,..,4,3,3,0,0,0,0,0,13,..,36,30,7,5,3,6,4,0,93,..,0,29,15,23,38,36,39,14,195,0,8,5,0,7,3,3,3,0,30,174,171,280,189,172,191,202,141,44,1549
POA4270,..,0,8,4,11,4,4,0,0,28,..,4,3,12,21,12,21,6,0,69,3,9,3,3,8,0,6,3,0,33,339,226,174,287,339,236,142,42,5,1786,..,3,118,338,420,330,190,62,7,1475,..,20,96,104,87,44,21,3,0,385,..,9,13,31,37,20,6,8,3,118,701,..,..,..,..,..,..,..,..,701,..,203,..,..,..,..,..,..,..,203,..,145,50,23,15,4,0,0,0,238,..,10,3,3,6,16,14,16,4,73,..,13,7,12,10,4,5,0,0,59,..,0,15,13,15,10,7,5,0,66,..,5,3,27,35,36,36,6,3,158,13,15,10,3,15,7,16,3,0,82,708,429,323,552,646,479,299,98,15,3546
POA4271,..,3,3,0,5,8,7,5,0,32,..,0,3,7,25,44,60,26,15,187,0,7,3,0,6,3,3,0,0,33,231,94,93,186,219,232,209,79,28,1366,..,3,65,202,225,251,233,99,15,1085,..,14,31,49,52,49,24,5,0,219,..,3,9,42,43,22,3,10,3,124,489,..,..,..,..,..,..,..,..,489,..,107,..,..,..,..,..,..,..,107,..,62,27,16,11,8,0,0,0,122,..,3,3,5,3,11,9,0,9,44,..,7,4,5,4,0,0,0,0,22,..,5,3,4,14,14,10,7,0,68,..,0,4,17,37,67,88,38,20,271,8,10,9,7,8,9,8,4,0,60,495,218,163,332,389,426,379,165,50,2615
POA4272,..,4,3,3,3,13,9,0,0,42,..,3,3,4,17,49,92,60,18,246,10,4,3,0,0,14,7,4,3,52,361,152,117,227,353,369,357,177,48,2153,..,3,77,270,460,454,453,195,49,1963,..,13,45,61,85,59,25,10,0,285,..,3,13,36,43,21,18,15,5,144,707,..,..,..,..,..,..,..,..,707,..,183,..,..,..,..,..,..,..,183,..,89,49,22,20,5,0,0,0,190,..,6,4,0,3,13,19,13,3,65,..,10,5,3,6,13,3,0,0,41,..,3,7,9,17,30,24,0,0,87,..,3,9,21,38,75,122,78,30,385,14,15,5,5,7,15,14,15,3,95,724,323,208,420,679,680,672,328,95,4132
POA4275,..,6,0,0,7,3,6,0,0,26,..,3,9,5,12,9,19,10,0,71,3,4,3,3,5,3,3,3,0,25,317,171,145,230,257,221,135,47,6,1538,..,0,111,255,292,301,207,56,8,1227,..,17,59,68,98,53,20,7,0,313,..,4,15,38,37,14,13,3,0,134,608,..,..,..,..,..,..,..,..,608,..,156,..,..,..,..,..,..,..,156,..,126,39,19,13,3,0,0,0,201,..,4,0,3,4,5,7,9,3,43,..,17,9,8,0,4,10,0,0,51,..,6,4,11,14,15,7,4,0,64,..,3,11,19,41,32,44,22,7,182,5,8,4,11,4,6,6,4,0,49,613,344,253,431,506,434,316,102,23,3019
POA4280,..,18,13,13,25,20,10,0,0,100,..,8,14,27,39,51,53,26,9,237,33,42,21,24,16,24,13,5,0,182,1826,1072,947,1232,1213,844,504,169,50,7855,..,41,760,1505,1647,1172,758,202,35,6116,..,205,456,376,290,135,39,7,0,1510,..,34,114,184,148,68,45,15,8,616,3728,..,..,..,..,..,..,..,..,3728,..,837,..,..,..,..,..,..,..,837,..,768,249,85,53,16,0,0,0,1172,..,71,47,20,42,65,79,67,24,417,..,108,46,40,33,16,14,4,0,266,..,32,39,28,51,49,29,5,0,237,..,17,42,99,115,99,112,46,22,542,59,86,60,55,41,41,18,3,0,364,3790,2201,1809,2391,2408,1677,1097,347,87,15805
POA4285,..,17,16,16,23,27,19,6,0,137,..,19,30,54,84,132,182,107,53,661,34,37,22,18,24,24,14,9,0,199,2075,1096,979,1313,1397,1114,890,395,110,9365,..,39,730,1449,1678,1484,1134,424,81,7020,..,230,410,384,324,156,62,6,0,1571,..,49,153,247,258,86,54,51,13,902,4040,..,..,..,..,..,..,..,..,4040,..,875,..,..,..,..,..,..,..,875,..,746,251,109,70,33,8,0,0,1226,..,60,41,30,45,63,83,61,34,420,..,106,46,34,34,17,14,5,0,258,..,40,56,48,61,59,56,9,4,327,..,35,87,127,210,301,331,188,79,1350,61,82,70,61,45,51,34,13,9,425,4103,2253,1850,2483,2721,2239,1777,764,212,18410
POA4287,..,0,0,0,0,0,3,3,0,10,..,0,0,0,3,7,3,14,3,32,0,0,0,0,0,0,0,0,0,9,58,27,27,28,57,50,43,28,9,318,..,0,19,28,54,72,53,27,0,258,..,3,10,6,12,11,0,3,0,41,..,0,3,7,5,3,5,3,4,36,122,..,..,..,..,..,..,..,..,122,..,15,..,..,..,..,..,..,..,15,..,16,4,7,3,3,0,0,0,36,..,3,0,0,0,7,0,0,0,13,..,3,3,0,0,3,0,0,0,14,..,0,0,4,0,0,0,3,0,18,..,0,3,3,9,13,16,14,3,70,0,5,0,3,3,7,0,0,0,15,120,54,44,61,93,117,82,50,12,634
POA4300,..,154,147,61,72,52,37,11,0,528,..,52,158,134,194,263,220,131,37,1184,113,114,106,36,46,40,25,16,6,496,6633,3636,4821,4150,3212,2038,1164,457,116,26233,..,233,4093,5115,3901,2596,1490,437,77,17939,..,881,1985,1049,652,249,69,15,3,4895,..,142,568,759,711,262,129,65,27,2660,13490,..,..,..,..,..,..,..,..,13490,..,2662,..,..,..,..,..,..,..,2662,..,2023,799,263,99,39,12,0,0,3237,..,466,286,120,138,191,147,95,39,1481,..,267,217,104,70,49,11,3,3,721,..,315,411,170,179,121,77,23,4,1296,..,120,376,401,490,512,371,186,59,2511,219,247,251,125,91,72,46,22,6,1073,13710,7343,8989,8108,6323,4080,2346,849,212,51960
POA4301,..,89,68,34,43,39,12,4,0,286,..,27,87,74,90,159,107,81,23,649,80,72,57,22,19,35,11,4,3,313,3686,2118,2404,1770,1447,1110,539,218,71,13379,..,174,1838,1784,1596,1264,648,191,29,7520,..,586,1044,538,258,125,25,4,5,2582,..,147,451,457,377,177,67,36,16,1725,7429,..,..,..,..,..,..,..,..,7429,..,1324,..,..,..,..,..,..,..,1324,..,1074,433,142,63,22,4,0,0,1737,..,308,158,69,100,120,75,37,20,893,..,187,141,76,58,16,11,3,0,493,..,161,171,94,101,84,27,10,0,648,..,60,242,207,245,290,183,114,35,1382,147,138,145,77,43,50,26,6,3,639,7573,4165,4625,3434,2837,2160,1065,406,110,26370
POA4303,..,8,8,10,16,13,4,9,0,62,..,0,15,10,24,34,39,33,13,177,5,9,8,4,4,3,7,7,0,44,373,219,215,216,219,180,154,88,31,1697,..,12,95,127,175,171,149,67,11,811,..,42,81,62,42,21,11,6,0,262,..,23,60,86,72,25,26,19,6,315,776,..,..,..,..,..,..,..,..,776,..,133,..,..,..,..,..,..,..,133,..,145,65,38,30,4,0,0,0,291,..,39,18,15,17,17,15,8,9,144,..,24,15,9,12,4,0,0,0,63,..,21,20,20,21,31,16,9,0,138,..,5,29,31,52,76,59,48,15,315,18,22,23,17,15,9,4,3,0,115,788,474,419,409,440,363,278,151,41,3357
POA4304,..,66,54,26,50,31,24,11,0,253,..,26,83,82,118,178,217,168,96,975,37,46,33,22,17,22,15,5,4,198,1540,1069,1218,983,999,890,669,437,165,7959,..,62,763,864,904,933,681,379,97,4683,..,310,561,293,217,113,34,13,0,1542,..,84,232,240,247,130,57,61,31,1091,3117,..,..,..,..,..,..,..,..,3117,..,608,..,..,..,..,..,..,..,608,..,548,281,130,95,45,8,0,0,1099,..,132,73,28,63,70,54,41,8,465,..,109,73,43,27,24,7,0,0,287,..,169,153,90,103,87,59,24,0,682,..,55,199,229,313,362,329,253,126,1862,57,109,82,50,42,41,18,7,7,410,3167,2186,2414,1972,2013,1805,1249,782,272,15850
POA4305,..,203,125,66,113,107,45,29,8,698,..,79,223,199,420,597,584,592,291,2987,132,181,115,59,67,56,50,38,15,718,6381,3883,4398,3762,3737,3151,2286,1425,493,29502,..,232,3212,3547,3721,3485,2676,1247,232,18353,..,1028,1991,1086,704,349,135,37,3,5331,..,225,741,1028,899,373,199,160,88,3718,12768,..,..,..,..,..,..,..,..,12768,..,2430,..,..,..,..,..,..,..,2430,..,2272,829,392,267,120,11,0,0,3890,..,382,206,103,190,231,183,109,59,1468,..,324,206,112,76,52,16,12,4,796,..,398,347,196,250,233,105,48,10,1584,..,191,572,594,933,1052,928,849,396,5514,271,342,266,159,138,107,80,50,20,1425,13041,7820,8368,7227,7163,6002,4336,2513,816,57282
POA4306,..,37,28,30,39,50,40,11,0,230,..,26,63,60,112,204,202,108,39,814,58,89,48,33,31,45,47,12,3,368,3561,2026,1880,2360,2615,2113,1338,457,126,16461,..,95,1512,3006,3490,2978,1894,615,68,13655,..,331,768,685,573,275,108,20,0,2756,..,59,199,344,325,155,86,50,32,1245,7193,..,..,..,..,..,..,..,..,7193,..,1805,..,..,..,..,..,..,..,1805,..,1270,490,193,116,39,5,0,0,2110,..,127,60,36,54,99,115,73,50,615,..,123,93,37,36,36,16,11,0,355,..,85,68,65,104,109,75,26,3,535,..,49,161,199,312,434,401,190,59,1807,108,167,123,77,68,82,98,19,3,759,7302,4114,3470,4638,5087,4201,2792,1005,217,32835
POA4307,..,3,0,0,0,5,0,0,0,11,..,0,9,3,5,13,4,9,0,37,0,6,3,3,3,0,4,0,0,14,137,89,77,96,115,100,66,32,3,714,..,3,61,122,143,143,110,45,4,627,..,9,30,26,20,17,0,0,0,107,..,0,10,18,14,4,5,3,0,55,282,..,..,..,..,..,..,..,..,282,..,70,..,..,..,..,..,..,..,70,..,68,27,6,3,4,0,0,0,108,..,0,3,0,3,11,3,9,0,31,..,7,3,0,4,3,0,0,0,18,..,7,0,4,3,7,3,0,0,27,..,0,12,12,10,15,10,13,0,78,0,7,5,3,9,0,7,0,0,28,282,177,148,189,215,212,137,66,13,1442
POA4309,..,0,0,0,8,4,3,0,0,22,..,3,3,6,18,27,30,26,6,121,5,3,5,7,8,8,4,0,0,38,280,120,130,182,205,199,168,91,14,1390,..,9,120,210,266,270,240,112,12,1238,..,12,54,33,37,17,15,7,0,172,..,0,15,25,18,16,8,8,3,95,556,..,..,..,..,..,..,..,..,556,..,113,..,..,..,..,..,..,..,113,..,91,37,16,20,7,0,0,0,165,..,3,4,0,3,7,4,5,4,29,..,7,3,0,8,4,0,0,0,19,..,0,4,5,9,11,11,5,0,46,..,10,3,17,32,55,55,55,13,239,20,10,12,10,7,10,7,0,0,76,582,253,238,328,409,387,330,194,33,2752
POA4310,..,12,3,8,13,11,8,0,0,50,..,3,3,12,27,68,61,87,39,304,8,11,9,0,4,16,4,7,3,58,439,273,204,323,364,421,347,220,77,2659,..,22,161,384,443,580,497,252,53,2386,..,65,85,70,76,41,20,4,0,366,..,8,23,48,45,28,16,6,12,189,919,..,..,..,..,..,..,..,..,919,..,198,..,..,..,..,..,..,..,198,..,185,70,34,30,8,6,0,0,336,..,8,6,0,6,9,8,16,12,66,..,21,16,8,0,0,4,0,0,45,..,17,17,14,14,23,16,4,0,104,..,10,22,26,51,136,124,128,54,549,13,22,17,5,12,22,9,5,4,117,932,547,421,584,684,851,704,412,133,5270
POA4311,..,16,10,5,29,34,19,8,0,114,..,13,10,26,46,82,97,48,22,344,17,34,16,10,12,21,11,0,0,115,994,561,530,569,691,645,483,175,42,4697,..,40,380,569,757,798,630,206,27,3414,..,137,219,162,154,102,52,9,0,833,..,36,98,136,111,46,44,27,8,502,2040,..,..,..,..,..,..,..,..,2040,..,351,..,..,..,..,..,..,..,351,..,366,131,67,50,13,4,0,0,629,..,57,29,12,27,54,50,30,11,266,..,43,35,27,23,20,12,4,0,165,..,30,21,15,49,73,43,10,0,248,..,23,38,67,136,190,196,90,30,770,38,48,42,30,31,35,20,5,3,252,2074,1133,987,1091,1339,1335,1051,385,81,9464
POA4312,..,0,0,0,15,14,8,3,0,39,..,3,0,3,18,38,49,32,8,152,11,6,3,4,3,11,7,0,0,34,198,90,75,116,180,241,236,75,17,1221,..,4,65,119,176,277,304,77,12,1042,..,21,29,35,45,47,26,0,0,203,..,3,18,18,25,13,13,7,3,91,369,..,..,..,..,..,..,..,..,369,..,73,..,..,..,..,..,..,..,73,..,46,20,21,13,3,0,0,0,100,..,9,8,0,7,7,12,12,3,51,..,12,3,0,5,7,0,0,0,25,..,3,3,3,19,26,19,7,0,76,..,3,11,8,45,73,87,64,15,303,8,8,3,6,3,21,13,0,0,68,376,180,161,209,338,465,465,166,31,2406
POA4313,..,3,6,3,5,4,5,0,0,22,..,0,4,4,9,31,33,26,10,123,6,7,0,0,4,7,7,0,0,32,198,85,87,117,127,184,161,90,19,1056,..,0,56,118,142,220,205,132,19,887,..,18,25,31,36,20,13,3,0,143,..,4,19,21,25,17,10,7,0,98,377,..,..,..,..,..,..,..,..,377,..,68,..,..,..,..,..,..,..,68,..,40,31,8,14,4,0,0,0,97,..,11,0,3,3,3,10,4,8,47,..,3,0,4,3,0,3,0,0,19,..,8,12,3,3,11,12,3,5,47,..,8,10,11,33,69,64,45,19,256,8,12,7,0,12,12,9,3,0,61,378,176,161,207,264,361,325,195,43,2100
POA4340,..,5,4,4,11,8,12,4,0,51,..,3,10,13,25,38,47,34,37,206,11,7,5,8,7,11,7,0,0,61,496,290,265,307,363,360,271,104,60,2509,..,25,168,275,398,438,344,119,16,1788,..,54,126,104,100,46,22,0,0,452,..,14,49,77,59,33,17,11,9,267,938,..,..,..,..,..,..,..,..,938,..,215,..,..,..,..,..,..,..,215,..,215,78,32,19,11,3,0,0,361,..,21,5,11,14,23,17,18,9,118,..,27,12,6,5,3,3,3,0,56,..,12,14,15,20,26,30,6,0,118,..,5,27,33,61,87,90,57,45,403,27,16,18,15,18,15,18,3,0,131,970,597,499,568,696,681,548,221,80,4860
POA4341,..,68,36,17,33,29,24,3,0,208,..,23,29,27,76,113,115,93,38,521,26,34,22,18,21,14,26,4,0,157,1335,800,758,882,1026,839,684,288,76,6688,..,54,571,942,1065,1057,933,333,30,4977,..,148,275,270,254,132,47,14,4,1148,..,44,124,189,195,63,40,32,19,699,2854,..,..,..,..,..,..,..,..,2854,..,556,..,..,..,..,..,..,..,556,..,494,154,75,78,26,5,0,0,831,..,51,36,12,25,76,55,48,14,324,..,69,34,13,33,17,15,3,0,183,..,89,68,36,77,55,48,11,0,397,..,40,64,88,168,223,224,155,64,1037,50,65,51,38,39,34,46,9,0,334,2905,1615,1384,1668,1927,1690,1416,600,138,13344
POA4342,..,40,10,0,3,3,3,0,0,64,..,5,15,0,12,22,18,14,3,90,0,9,0,0,0,0,4,0,0,18,228,191,131,123,174,155,128,48,12,1173,..,3,71,138,204,197,179,68,5,859,..,32,32,43,56,29,18,0,0,212,..,5,29,25,24,5,8,3,3,105,429,..,..,..,..,..,..,..,..,429,..,102,..,..,..,..,..,..,..,102,..,103,31,5,10,0,0,0,0,158,..,11,8,3,8,10,11,3,5,46,..,24,4,3,10,0,0,0,0,39,..,75,27,3,16,7,9,3,0,136,..,19,33,12,26,47,38,19,4,204,5,16,11,9,3,5,7,0,0,51,440,383,252,245,351,307,262,99,21,2350
POA4343,..,203,150,16,15,17,10,8,0,428,..,22,30,29,44,60,108,111,66,465,16,54,23,10,7,14,12,8,3,156,879,803,782,593,608,535,494,264,99,5071,..,50,516,659,694,710,619,269,36,3546,..,109,222,134,132,70,32,16,3,717,..,18,71,106,120,44,31,19,21,431,1825,..,..,..,..,..,..,..,..,1825,..,362,..,..,..,..,..,..,..,362,..,357,113,46,43,25,5,0,0,587,..,65,45,11,18,31,33,30,13,253,..,95,123,21,13,8,0,3,0,265,..,328,349,51,40,45,29,13,0,849,..,44,80,82,109,126,178,150,81,851,40,86,45,30,24,29,26,13,3,293,1862,1517,1562,1135,1183,1090,961,502,154,9974
POA4344,..,4,4,0,3,3,6,0,3,19,..,3,3,6,19,20,19,10,11,88,11,6,4,0,3,11,0,0,0,33,245,135,141,132,202,154,109,45,24,1178,..,14,106,156,252,192,148,62,8,946,..,36,66,31,35,30,9,0,0,204,..,7,29,23,31,3,9,3,6,109,495,..,..,..,..,..,..,..,..,495,..,93,..,..,..,..,..,..,..,93,..,93,26,15,9,9,0,0,0,154,..,14,5,3,4,7,7,6,9,53,..,10,3,0,3,4,4,0,0,25,..,12,0,4,10,4,8,5,3,42,..,4,11,14,44,45,32,23,17,192,15,8,13,9,11,14,0,3,0,72,514,287,251,260,393,315,213,102,41,2383
