POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4412,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,18,14,13,10,13,8,5,0,0,79,..,0,14,12,21,16,6,3,0,74,..,0,0,3,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,3,32,..,..,..,..,..,..,..,..,32,..,7,..,..,..,..,..,..,..,7,..,12,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,3,0,5,6,0,0,25,0,0,0,3,0,0,0,0,0,8,32,21,18,27,31,20,15,3,0,173
POA4413,..,23,17,9,3,8,0,0,0,74,..,20,33,20,51,41,56,62,25,312,17,27,13,10,11,11,10,4,3,101,827,410,502,465,433,334,231,159,58,3416,..,34,454,564,533,431,331,171,34,2550,..,154,203,93,75,43,22,8,3,607,..,23,59,90,53,28,3,14,13,291,1694,..,..,..,..,..,..,..,..,1694,..,250,..,..,..,..,..,..,..,250,..,168,49,18,19,18,0,0,0,277,..,23,8,3,7,12,14,6,4,78,..,27,20,10,10,0,4,0,0,67,..,53,41,16,13,20,4,0,0,161,..,53,76,48,123,99,118,91,39,644,32,49,37,20,27,20,14,9,5,214,1722,835,952,861,872,671,507,295,102,6826
POA4415,..,5,3,0,3,4,0,0,0,18,..,16,7,4,14,17,25,13,20,114,0,5,0,0,0,6,6,3,0,22,184,100,109,99,110,90,76,41,22,837,..,9,77,119,143,100,91,54,5,599,..,33,54,32,24,12,4,3,0,161,..,9,21,19,7,10,8,5,0,70,377,..,..,..,..,..,..,..,..,377,..,59,..,..,..,..,..,..,..,59,..,17,13,7,9,0,0,0,0,35,..,9,9,3,0,3,3,3,3,25,..,5,0,0,0,0,0,0,0,7,..,16,9,0,8,13,3,0,0,49,..,18,17,16,29,45,42,24,24,215,0,14,3,3,0,11,6,3,0,43,374,179,199,207,223,198,149,90,32,1639
POA4416,..,3,0,0,0,0,0,0,0,3,..,0,0,0,4,3,4,0,0,15,0,5,0,0,3,0,0,0,0,9,33,23,20,34,24,17,12,11,0,180,..,0,25,48,29,25,22,16,3,169,..,4,11,14,11,0,0,0,0,43,..,0,0,0,0,3,0,0,0,9,78,..,..,..,..,..,..,..,..,78,..,11,..,..,..,..,..,..,..,11,..,8,3,4,0,0,0,0,0,13,..,0,0,0,0,3,0,0,0,0,..,3,0,0,0,0,0,0,0,0,..,3,7,7,0,0,0,0,0,13,..,0,10,0,12,4,7,0,0,29,3,4,0,0,3,0,3,3,0,19,83,39,58,71,54,37,27,17,3,390
POA4417,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,4,14,8,5,38,0,0,3,0,4,0,0,0,0,6,57,27,29,42,40,46,31,13,5,290,..,8,34,33,33,69,37,14,0,233,..,6,12,13,16,10,8,3,0,68,..,5,3,6,3,0,3,3,0,24,132,..,..,..,..,..,..,..,..,132,..,12,..,..,..,..,..,..,..,12,..,20,9,10,3,0,0,0,0,34,..,0,0,0,0,0,0,0,0,7,..,0,0,3,0,0,0,0,0,3,..,0,3,0,0,0,6,0,0,7,..,8,3,3,10,7,21,10,8,76,0,0,4,0,5,6,3,0,0,16,132,48,64,71,77,99,76,27,9,606
POA4418,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,5,11,7,0,3,5,0,45,..,0,8,7,14,5,3,7,0,46,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,19,7,14,11,20,7,3,10,0,95
POA4419,..,0,0,0,0,0,0,0,0,3,..,0,8,0,3,5,6,7,3,36,4,0,3,0,4,0,0,0,0,7,60,26,52,37,46,39,36,18,3,320,..,3,34,51,76,66,50,20,0,295,..,8,34,9,4,4,0,0,0,63,..,6,0,5,0,0,4,0,0,19,119,..,..,..,..,..,..,..,..,119,..,5,..,..,..,..,..,..,..,5,..,13,3,0,0,0,0,0,0,19,..,0,0,0,0,3,0,0,0,9,..,3,0,0,0,0,0,0,0,3,..,9,3,3,0,0,0,0,0,12,..,3,18,4,11,11,17,11,5,83,6,3,3,0,6,3,0,0,0,25,126,55,99,76,105,92,72,32,5,662
POA4420,..,0,0,0,0,0,0,0,0,7,..,3,5,0,12,3,5,14,7,49,0,7,3,0,0,5,0,0,0,16,111,38,61,62,97,67,37,34,11,517,..,9,55,77,114,94,52,42,3,444,..,18,34,14,20,15,5,0,0,108,..,0,0,4,9,3,0,3,3,23,205,..,..,..,..,..,..,..,..,205,..,10,..,..,..,..,..,..,..,10,..,29,8,13,3,0,0,0,0,47,..,7,0,0,3,3,3,0,0,20,..,0,3,0,0,0,0,0,0,10,..,0,0,3,0,0,4,0,0,10,..,6,7,3,18,20,28,17,7,110,6,9,3,6,3,5,3,3,3,42,211,90,115,122,167,140,99,64,16,1032
POA4421,..,10,6,3,9,4,3,0,0,37,..,9,3,4,16,27,26,14,8,109,6,3,3,0,5,6,4,5,0,32,181,89,74,106,136,142,105,38,9,887,..,8,51,82,130,154,120,48,5,607,..,32,31,32,38,27,10,7,0,173,..,5,13,33,29,20,4,3,3,108,318,..,..,..,..,..,..,..,..,318,..,48,..,..,..,..,..,..,..,48,..,60,16,8,11,4,0,0,0,97,..,10,0,3,14,3,6,3,0,36,..,10,3,7,7,4,0,3,0,34,..,28,11,9,17,10,8,4,0,85,..,13,15,22,58,81,60,28,9,280,9,14,10,5,13,12,14,8,0,76,328,215,159,193,300,307,232,99,19,1861
POA4422,..,0,0,0,3,0,0,0,0,6,..,3,3,0,4,4,3,0,3,23,3,0,0,0,5,0,0,0,0,12,45,7,24,23,38,24,18,12,3,196,..,0,19,34,43,40,37,18,0,191,..,0,18,7,11,0,0,0,0,39,..,0,0,3,0,0,0,0,0,4,96,..,..,..,..,..,..,..,..,96,..,4,..,..,..,..,..,..,..,4,..,10,0,3,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,4,..,3,8,0,6,10,5,9,3,49,3,0,3,0,4,3,5,0,0,14,102,17,50,50,74,58,50,26,3,414
POA4423,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,23,7,9,10,12,9,3,3,0,81,..,0,15,18,17,16,5,3,0,73,..,0,3,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,3,46,..,..,..,..,..,..,..,..,46,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,4,0,0,0,17,0,0,0,0,3,3,0,0,0,10,46,14,22,22,21,18,14,4,0,168
POA4424,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,23,3,17,10,10,9,12,3,0,92,..,0,26,23,9,17,21,7,0,98,..,3,3,0,0,3,0,0,0,9,..,0,0,0,0,0,5,0,0,4,59,..,..,..,..,..,..,..,..,59,..,3,..,..,..,..,..,..,..,3,..,3,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,5,3,0,22,0,0,0,0,0,0,0,0,0,8,58,14,28,27,19,19,34,11,0,212
POA4425,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,5,19,8,14,15,12,7,3,93,..,0,19,10,16,16,15,11,3,92,..,0,3,5,0,3,0,0,0,12,..,0,0,3,3,0,0,0,0,9,49,..,..,..,..,..,..,..,..,49,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,6,49,9,29,17,23,26,25,11,4,200
POA4426,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,3,0,3,16,10,7,6,0,59,..,0,0,4,19,11,9,6,0,53,..,0,0,0,5,3,0,0,0,8,..,0,0,0,3,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,8,..,..,..,..,..,..,..,8,..,6,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,3,0,3,3,4,0,20,0,0,0,0,0,0,0,0,0,0,20,6,9,11,23,24,12,10,0,119
POA4427,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,9,5,0,15,0,4,0,0,0,0,0,0,0,3,22,13,15,14,15,16,24,11,0,130,..,0,8,16,24,20,25,8,0,100,..,3,3,8,5,3,0,0,0,21,..,0,0,3,4,0,0,0,0,8,57,..,..,..,..,..,..,..,..,57,..,6,..,..,..,..,..,..,..,6,..,8,4,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,8,..,4,0,3,6,3,12,4,0,36,0,3,0,0,4,3,0,0,0,17,57,27,24,27,40,34,44,16,4,270
POA4428,..,0,0,0,0,0,3,0,0,3,..,0,0,3,6,0,3,7,0,21,0,0,3,0,0,0,0,0,0,6,48,22,33,42,36,33,31,15,4,274,..,6,31,56,58,52,43,16,4,266,..,14,15,6,3,5,10,0,0,60,..,4,3,8,4,3,0,0,4,19,131,..,..,..,..,..,..,..,..,131,..,16,..,..,..,..,..,..,..,16,..,9,3,3,0,4,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,4,0,0,8,..,7,4,4,12,11,8,11,0,53,4,3,8,4,0,0,0,0,0,16,134,52,63,79,79,78,65,34,8,589
POA4454,..,6,3,0,0,0,0,0,0,11,..,0,3,0,6,3,8,4,0,30,0,0,0,0,0,0,8,0,0,7,49,17,37,29,43,34,25,17,0,253,..,0,30,41,55,52,26,22,3,229,..,16,14,16,4,6,0,0,0,54,..,0,3,3,3,0,0,0,0,12,107,..,..,..,..,..,..,..,..,107,..,0,..,..,..,..,..,..,..,0,..,8,8,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,8,6,0,0,0,0,0,0,11,..,5,12,9,17,12,22,9,3,82,0,0,3,3,3,4,8,5,0,24,107,40,65,67,85,84,58,33,4,549
POA4455,..,46,29,3,10,10,3,0,0,106,..,38,55,33,40,81,62,70,33,407,23,30,19,3,6,9,9,11,7,115,824,435,600,518,468,375,208,168,55,3653,..,27,502,631,554,446,276,143,25,2596,..,176,279,119,119,62,14,10,3,776,..,12,55,77,62,38,10,14,3,271,1674,..,..,..,..,..,..,..,..,1674,..,210,..,..,..,..,..,..,..,210,..,181,57,22,29,8,0,0,0,293,..,36,16,5,13,11,9,12,3,102,..,28,24,5,7,5,3,0,0,77,..,76,68,19,23,20,7,0,3,213,..,71,125,67,102,154,117,104,45,791,41,59,52,18,27,20,15,14,7,247,1720,877,1179,961,933,755,450,295,94,7263
POA4461,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,8,0,0,0,19,..,0,4,3,10,15,5,3,0,31,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,8,8,10,15,6,3,0,50
POA4462,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,3,11,9,0,8,8,5,10,3,0,57,..,0,4,13,11,6,9,3,0,46,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,3,0,3,5,4,0,19,0,0,0,0,0,3,0,0,0,7,20,10,4,16,18,11,15,11,3,103
POA4465,..,0,0,0,3,4,0,0,0,10,..,3,4,0,0,11,18,17,5,65,0,5,0,0,0,3,3,3,0,15,106,53,68,56,62,81,74,32,9,541,..,12,62,63,73,109,87,21,3,424,..,11,27,18,21,17,0,0,0,94,..,3,13,9,12,0,3,0,3,41,230,..,..,..,..,..,..,..,..,230,..,28,..,..,..,..,..,..,..,28,..,35,12,7,7,6,0,0,0,65,..,4,0,0,0,3,3,0,0,10,..,3,3,3,0,0,0,0,0,9,..,0,0,0,7,4,8,0,0,23,..,5,10,6,10,28,37,23,10,133,3,7,3,3,4,3,3,6,0,35,236,112,125,111,125,173,148,54,11,1094
POA4467,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,20,3,12,12,12,11,4,5,3,82,..,0,13,17,20,15,12,3,0,86,..,4,0,0,5,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,0,..,..,..,..,..,..,..,0,..,4,3,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,3,..,0,3,3,0,6,7,5,0,27,3,0,0,0,0,0,0,0,0,4,30,14,27,17,33,20,23,13,4,176
POA4468,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,5,4,6,3,21,0,0,0,0,0,0,0,0,0,3,18,8,16,12,26,16,9,3,5,118,..,0,15,24,37,20,18,5,0,113,..,0,9,0,3,3,0,0,0,11,..,0,5,0,0,0,0,0,0,4,37,..,..,..,..,..,..,..,..,37,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,3,3,9,5,10,3,35,0,0,0,0,3,0,3,3,0,10,37,14,34,26,48,36,29,17,5,237
POA4470,..,12,4,0,10,3,0,0,0,27,..,10,23,9,27,28,47,46,17,210,17,18,11,4,6,10,3,3,0,80,348,186,213,199,234,208,129,84,31,1630,..,23,161,216,219,275,126,72,16,1103,..,63,107,58,63,23,11,0,0,330,..,18,24,37,45,16,15,3,0,153,688,..,..,..,..,..,..,..,..,688,..,83,..,..,..,..,..,..,..,83,..,97,23,20,8,4,0,0,0,151,..,19,8,0,12,10,5,0,3,61,..,6,8,3,0,0,0,0,0,24,..,25,17,3,10,11,3,0,0,62,..,22,38,32,57,74,79,60,28,390,35,37,17,17,14,15,12,3,0,156,726,393,391,384,427,434,250,146,53,3200
POA4472,..,0,0,0,0,0,0,0,0,0,..,3,17,4,6,19,24,30,11,107,11,4,0,0,5,0,7,3,0,29,114,52,61,82,89,108,81,46,16,645,..,0,42,86,108,161,104,33,7,540,..,15,36,22,19,9,3,0,0,103,..,3,3,12,9,3,0,5,3,39,204,..,..,..,..,..,..,..,..,204,..,36,..,..,..,..,..,..,..,36,..,22,23,4,8,3,0,0,0,57,..,4,0,0,0,0,4,3,3,11,..,5,3,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,0,11,..,7,20,7,19,42,54,42,9,203,12,12,5,4,5,7,14,4,0,60,214,101,133,131,164,225,179,87,18,1268
POA4474,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,9,3,0,0,0,29,..,3,5,6,9,7,3,3,0,37,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,4,3,3,0,0,10,0,0,0,0,0,3,0,0,0,4,12,10,6,11,17,10,6,4,3,76
POA4475,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,..,0,0,0,0,0,0,0,0,0,..,0,3,0,5,6,10,14,7,41,0,0,0,3,0,0,0,0,0,10,35,11,25,26,28,25,26,18,5,209,..,3,17,31,38,38,22,6,3,156,..,5,19,8,10,3,0,0,0,42,..,0,3,0,0,0,0,0,0,3,81,..,..,..,..,..,..,..,..,81,..,3,..,..,..,..,..,..,..,3,..,4,4,3,3,0,0,0,0,15,..,4,0,0,3,0,0,0,0,8,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,8,0,5,13,18,17,4,71,3,5,3,4,4,3,3,0,0,25,81,32,43,52,60,56,52,33,10,416
POA4478,..,3,0,0,0,0,0,0,0,4,..,0,3,3,0,3,4,5,0,25,0,0,3,0,0,0,3,0,0,9,36,15,27,34,31,37,26,10,3,207,..,3,17,46,38,60,39,5,0,208,..,0,11,13,3,0,0,0,0,30,..,0,3,3,4,0,0,0,0,13,83,..,..,..,..,..,..,..,..,83,..,4,..,..,..,..,..,..,..,4,..,6,5,0,0,0,0,0,0,15,..,4,0,0,3,0,0,3,0,9,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,3,0,4,..,0,8,4,4,12,15,5,3,53,0,0,6,0,3,0,8,0,0,21,83,24,46,71,54,71,61,18,5,435
POA4479,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,6,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,16
POA4480,..,0,0,0,0,0,0,0,0,3,..,3,4,3,6,9,6,8,4,45,0,0,3,3,0,4,0,0,0,19,59,20,59,33,64,37,17,17,8,305,..,0,32,29,66,30,25,5,3,191,..,14,36,11,14,14,3,0,0,93,..,0,15,6,8,3,0,0,0,24,139,..,..,..,..,..,..,..,..,139,..,8,..,..,..,..,..,..,..,8,..,15,3,0,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,9,..,4,3,0,0,0,0,0,0,7,..,3,3,0,0,0,0,0,0,8,..,8,6,12,17,27,23,8,4,104,4,0,4,3,3,7,5,0,0,29,147,58,100,62,112,82,54,16,9,640
POA4481,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,3,7,12,9,6,0,0,41,..,0,0,5,17,4,6,0,0,34,..,0,3,4,4,0,0,0,0,8,..,0,0,0,3,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,8,5,0,17,0,0,0,0,0,0,0,0,0,3,17,4,3,12,20,8,13,5,0,89
POA4482,..,6,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,8,10,9,11,7,0,0,0,51,..,0,6,3,8,3,3,0,0,26,..,7,3,8,0,5,0,0,0,16,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,7,3,0,0,0,0,0,0,12,..,0,3,0,0,3,0,0,0,9,0,4,3,3,0,3,0,0,0,13,15,20,23,14,15,16,6,0,0,103
POA4486,..,0,0,0,0,0,0,0,0,3,..,3,5,0,3,3,9,4,3,27,0,0,0,0,0,3,0,0,0,6,50,21,41,29,48,43,21,10,6,264,..,3,24,39,62,65,31,16,0,246,..,6,25,0,10,10,0,0,0,49,..,4,7,0,5,4,3,3,0,21,98,..,..,..,..,..,..,..,..,98,..,10,..,..,..,..,..,..,..,10,..,13,4,0,3,0,0,0,0,31,..,3,4,0,0,3,0,0,0,6,..,3,3,0,4,0,0,0,0,8,..,0,3,0,0,0,0,0,0,4,..,3,12,5,21,14,20,5,3,86,0,6,0,0,4,3,5,0,0,21,98,54,78,52,106,98,59,30,10,584
POA4487,..,8,9,0,0,4,0,0,0,27,..,12,14,6,17,31,25,22,9,125,10,12,10,4,4,4,4,0,3,45,309,151,182,184,184,170,103,57,18,1356,..,8,129,233,239,193,143,65,10,1027,..,37,66,42,48,32,14,0,0,242,..,10,28,30,30,15,4,6,3,122,629,..,..,..,..,..,..,..,..,629,..,75,..,..,..,..,..,..,..,75,..,93,29,14,4,3,0,0,0,147,..,12,13,3,6,3,8,4,3,46,..,11,3,3,0,5,0,0,0,21,..,21,23,3,3,10,9,3,0,61,..,19,31,24,43,62,49,38,10,278,19,23,16,4,7,10,12,3,3,96,645,300,333,363,383,339,237,119,31,2745
POA4488,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,17,3,11,13,13,14,13,0,0,102,..,3,9,17,23,20,20,3,0,102,..,0,0,3,0,0,0,0,0,11,..,0,3,0,0,3,0,0,0,11,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,7,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,3,6,5,5,4,8,0,3,33,9,0,0,0,3,3,0,0,0,13,40,12,24,27,35,33,31,3,3,219
