POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA4563,1155,2281,17,99,99,458,38,156,464,1820,613,2532,33,133,65,206,186,567,285,908,900,3441,3,6,26,74,14,55,135,374,180,517,14,34,30,66,131,281,173,383,351,896,21,43,2418,6659
POA4564,1412,2778,13,61,88,411,26,115,582,2219,708,2803,54,218,100,323,209,648,367,1192,1072,3986,4,21,30,107,20,64,241,623,295,815,17,47,56,114,138,291,211,452,506,1262,47,98,3037,8127
POA4565,1940,3824,25,126,142,622,42,196,690,2687,900,3623,45,172,108,351,307,947,462,1472,1357,5095,8,39,46,173,23,91,281,765,364,1061,31,87,58,115,262,545,344,750,705,1814,33,61,4034,10799
POA4566,1351,2655,6,51,71,309,16,66,368,1395,464,1817,18,82,64,208,129,390,213,673,678,2492,0,5,20,70,16,53,111,290,147,423,6,27,40,86,105,207,156,325,304,749,22,51,2356,5947
POA4567,1502,2926,8,46,114,482,27,112,591,2252,739,2892,55,207,97,303,147,450,299,958,1038,3848,7,25,29,100,17,72,173,406,233,597,15,51,59,120,178,358,250,533,477,1130,29,58,3046,7956
POA4568,477,946,12,48,41,168,14,46,206,770,266,1038,10,42,37,104,76,237,123,377,386,1415,0,3,9,32,3,18,60,166,79,227,4,23,14,26,46,104,67,156,146,386,12,20,1020,2768
POA4569,201,386,0,5,14,56,4,17,103,424,124,500,0,3,13,43,35,106,47,155,170,654,0,0,7,11,0,4,36,96,40,115,0,6,3,8,39,74,47,94,85,207,3,6,457,1246
POA4570,5084,10061,97,574,410,1924,167,755,2144,8593,2817,11851,135,552,251,794,847,2622,1235,3961,4048,15811,27,136,131,485,82,292,943,2591,1192,3498,51,158,179,395,683,1433,910,1987,2100,5482,116,252,11352,31605
POA4571,108,215,0,0,12,52,0,4,39,154,47,207,0,10,4,22,14,32,18,62,68,270,0,0,3,11,3,8,11,31,18,55,0,0,0,5,11,19,10,24,29,81,0,0,209,566
POA4572,474,931,8,31,26,115,7,33,145,528,188,703,11,58,46,146,39,127,99,329,286,1037,0,6,8,24,9,19,51,123,70,174,3,13,15,38,53,102,76,160,142,327,20,44,933,2341
POA4573,2836,5580,28,159,283,1252,73,339,1981,7566,2373,9318,101,408,219,671,402,1232,722,2311,3096,11629,16,76,94,327,34,106,484,1253,633,1763,29,92,133,282,298,613,457,986,1090,2746,65,133,7088,20092
POA4574,185,368,3,8,4,40,3,25,57,234,68,306,0,3,8,31,29,89,38,131,112,432,0,7,7,18,0,8,29,61,33,94,0,0,3,8,18,39,19,46,59,138,3,7,349,939
POA4575,2943,5809,20,121,249,1136,78,335,1416,5440,1761,7033,108,437,216,683,462,1423,785,2539,2545,9574,11,39,68,215,41,139,404,1089,527,1483,29,93,101,228,391,828,524,1154,1054,2634,72,150,6610,18163
POA4580,931,1845,3,37,28,133,7,42,136,537,176,749,3,19,14,43,55,168,73,234,253,979,0,9,13,56,7,28,87,253,116,344,4,11,13,28,70,142,84,183,203,527,10,17,1395,3377
POA4581,198,392,0,6,13,52,4,17,55,199,66,271,4,9,4,18,9,34,21,68,86,342,0,0,3,7,0,0,27,64,27,75,0,3,4,13,10,16,17,30,44,101,8,10,336,845
POA4600,131,264,0,8,6,26,8,27,41,177,56,236,0,9,9,23,10,39,26,69,79,306,0,0,3,11,0,0,15,46,18,60,0,3,0,6,10,22,11,29,35,91,4,7,247,665
POA4601,160,320,4,26,11,46,4,26,53,220,70,317,3,6,6,22,23,70,34,96,104,413,0,11,0,9,0,5,13,49,24,73,0,0,3,3,9,17,11,19,31,91,0,9,300,827
POA4605,467,936,11,80,37,194,29,132,217,928,287,1332,15,58,21,64,75,238,110,362,399,1696,6,46,15,75,25,132,158,541,207,792,6,18,8,11,55,144,70,175,279,971,32,77,1176,3673
POA4606,310,614,7,24,22,121,14,62,112,434,154,634,12,42,8,26,46,136,62,207,216,845,0,6,7,23,8,21,56,164,67,217,3,9,7,13,37,75,43,97,113,313,4,17,649,1780
POA4608,130,255,3,13,10,30,3,13,46,183,57,241,0,6,4,11,12,47,18,67,76,308,0,0,0,3,3,6,6,27,11,38,0,0,3,8,12,29,16,36,31,70,0,3,238,641
POA4610,1748,3470,19,123,151,736,60,280,846,3405,1077,4550,38,160,78,238,253,771,368,1171,1444,5715,10,28,55,196,27,121,358,1015,444,1360,16,38,41,92,203,428,260,555,699,1915,59,129,3963,11227
POA4611,10,25,0,0,3,14,6,14,7,21,8,51,0,0,0,0,0,3,0,3,10,48,0,0,0,0,0,0,4,12,4,12,0,0,0,5,0,0,0,5,3,16,0,0,24,87
POA4612,37,73,0,0,3,25,0,7,10,34,14,66,0,3,0,5,0,5,3,16,17,76,0,3,0,4,0,0,0,3,3,12,0,0,0,0,7,17,10,12,13,27,0,0,65,175
POA4613,131,257,0,4,13,53,4,17,33,149,53,222,3,7,3,11,13,39,18,58,70,277,0,0,0,0,3,10,10,27,11,36,0,0,0,3,13,21,12,31,27,62,0,3,232,605
POA4614,165,328,0,0,7,53,0,11,44,171,54,226,3,10,7,19,20,61,26,93,78,320,0,5,7,19,0,0,25,69,26,87,3,6,3,11,8,10,17,34,42,123,6,12,294,784
POA4615,956,1900,6,45,57,289,29,125,307,1245,402,1703,11,45,45,138,125,386,180,568,576,2273,0,3,32,112,18,57,121,360,171,534,5,27,17,36,113,234,139,299,306,834,24,53,1869,5053
POA4620,62,118,0,8,3,10,0,12,13,43,19,72,0,3,3,7,12,38,15,54,34,126,0,0,0,0,0,0,4,19,4,19,0,0,0,0,4,4,4,4,7,28,0,3,103,276
POA4621,249,493,7,21,16,84,4,10,76,294,103,408,0,3,4,20,40,114,45,136,148,547,3,7,6,30,6,11,28,85,43,132,0,3,0,5,25,43,26,51,66,183,7,18,475,1245
POA4625,334,669,9,49,31,128,21,78,123,488,178,743,9,49,18,50,46,136,70,233,255,980,0,0,11,39,3,16,47,125,61,183,3,5,5,9,28,61,37,80,98,261,5,12,686,1921
POA4626,259,513,0,0,20,89,13,63,129,511,160,658,6,26,11,25,32,92,51,148,206,804,0,5,3,12,0,0,35,91,40,104,0,3,6,15,15,39,24,55,64,156,4,15,533,1491
POA4627,95,184,3,9,9,28,0,0,40,188,53,222,3,8,4,7,12,31,17,46,70,272,0,7,3,4,3,6,16,50,18,64,0,0,0,0,7,21,7,21,24,87,10,28,203,564
POA4630,325,636,3,25,16,74,3,16,128,524,155,643,3,14,20,68,31,101,60,182,214,825,0,0,5,12,0,3,37,95,39,108,4,6,6,10,15,39,24,60,68,166,6,13,610,1643
POA4650,4262,8455,59,298,281,1355,127,589,1532,6095,1988,8334,126,549,195,621,587,1838,909,3004,2904,11334,26,107,113,412,70,235,726,2063,935,2820,46,158,118,246,542,1167,706,1572,1648,4389,130,273,8937,24450
POA4655,8330,16508,99,537,509,2336,190,864,2750,10811,3549,14549,153,614,378,1178,1024,3192,1555,4981,5104,19532,43,203,223,845,134,516,1300,3602,1698,5164,82,262,233,509,878,1857,1194,2632,2900,7792,178,371,16514,44202
POA4659,892,1759,7,38,25,104,10,43,146,566,185,752,7,27,20,60,84,268,113,358,298,1107,0,8,11,36,3,8,83,244,92,295,3,14,10,24,56,121,74,156,168,454,15,28,1370,3346
POA4660,1205,2369,10,61,61,306,27,131,256,1014,359,1513,28,103,41,118,138,412,202,639,561,2148,3,11,19,71,11,35,106,280,135,399,12,33,22,37,89,196,120,267,257,666,21,42,2041,5227
POA4662,80,167,0,0,9,52,3,17,34,143,52,220,0,3,3,7,19,51,18,58,69,281,0,0,3,13,0,0,18,62,23,75,0,3,3,10,19,31,20,48,45,121,3,9,200,569
POA4670,9951,19705,163,931,747,3463,295,1329,3944,15613,5153,21331,301,1192,550,1756,1415,4366,2262,7311,7410,28645,46,223,268,956,187,687,1724,4893,2229,6756,107,346,262,587,1250,2667,1621,3600,3849,10357,300,624,21509,59337
POA4671,822,1628,10,40,73,330,26,113,233,912,335,1392,15,67,42,121,108,317,162,508,497,1901,9,40,15,54,4,31,116,337,150,459,3,16,21,39,80,178,107,233,250,692,19,46,1595,4274
POA4673,98,190,6,15,4,25,6,15,37,149,48,204,0,3,3,13,12,39,21,55,67,254,0,0,0,7,0,11,4,14,11,31,0,0,0,0,15,28,17,32,25,59,0,0,185,507
POA4674,229,447,0,0,13,52,3,16,46,185,60,252,3,12,15,32,23,68,37,114,96,363,0,4,4,12,0,3,30,82,33,99,0,3,5,13,21,39,30,59,59,157,8,20,389,990
POA4676,23,47,0,0,0,4,0,0,9,31,8,36,0,0,0,0,0,4,0,4,10,38,0,0,0,4,0,0,3,4,3,9,0,0,0,3,0,4,3,7,8,16,0,3,45,104
POA4677,475,932,3,7,35,146,6,39,212,806,254,1002,10,40,26,78,44,138,87,255,337,1258,0,7,12,38,8,27,43,117,65,185,0,3,9,29,32,72,44,101,114,285,0,3,929,2478
POA4678,154,292,0,0,6,38,0,5,41,153,51,196,3,10,8,25,19,55,32,86,81,276,0,0,0,8,0,0,17,41,16,42,0,0,0,0,8,19,13,22,24,65,3,6,262,647
POA4680,5286,10315,105,565,678,3058,227,1019,4146,16122,5157,20776,223,872,384,1146,913,2739,1518,4758,6673,25536,20,78,141,521,72,251,1029,2772,1262,3617,45,134,145,305,551,1168,744,1605,2002,5215,161,329,14115,41395
POA4694,23,43,0,0,0,13,0,13,8,22,13,48,0,0,3,7,3,12,6,23,15,66,0,0,0,0,0,3,4,22,7,25,0,0,0,0,0,0,3,3,11,27,3,4,49,139
POA4695,147,291,3,11,14,58,7,25,61,247,87,348,0,3,4,18,18,63,25,83,113,432,0,6,3,5,0,3,17,53,19,63,0,0,5,5,9,19,15,23,35,91,5,3,298,821
POA4697,23,40,0,0,0,13,0,0,14,43,13,51,0,0,0,0,0,6,0,6,12,56,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,3,0,3,3,11,0,3,42,113
POA4699,60,117,0,9,8,38,0,0,28,128,43,175,3,4,0,9,3,14,10,24,51,197,0,0,0,0,0,3,9,25,6,32,0,0,3,4,3,5,5,7,13,42,0,0,121,355
POA4700,1505,2944,23,131,157,696,55,231,825,3201,1059,4262,66,254,127,396,272,848,460,1491,1519,5756,10,57,48,191,26,72,374,1031,464,1347,21,65,76,164,319,662,418,891,878,2239,107,227,4016,11165
POA4701,4163,8186,87,520,437,2026,160,717,2615,10176,3299,13438,208,837,288,941,854,2672,1348,4443,4648,17885,38,171,154,593,92,321,945,2677,1226,3757,73,225,143,304,687,1467,901,1996,2130,5751,192,412,11136,32233
POA4702,2999,5838,67,370,279,1311,115,545,1870,7391,2336,9625,102,404,171,529,583,1777,855,2716,3189,12335,13,54,67,279,49,195,569,1671,707,2196,31,102,67,146,322,687,424,930,1126,3130,68,142,7387,21448
POA4703,2692,5223,48,256,244,1082,93,435,1252,4831,1636,6596,78,305,204,622,444,1313,724,2245,2361,8845,11,35,74,252,40,132,381,1036,498,1451,26,79,75,165,254,511,356,753,848,2205,60,125,5967,16401
POA4704,20,36,0,0,0,5,0,0,4,21,8,23,0,0,3,4,0,4,4,10,10,37,0,0,0,3,0,4,0,5,3,11,0,0,0,0,5,4,5,4,10,21,0,0,40,93
POA4705,48,90,0,0,3,9,0,0,30,101,31,110,0,3,0,3,7,13,9,21,36,134,0,0,0,0,0,4,3,11,6,11,0,0,0,0,3,3,3,6,9,19,0,0,89,241
POA4706,7,16,0,0,0,0,0,0,8,20,8,20,0,0,0,0,0,4,0,4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42
POA4707,39,73,0,0,4,13,0,0,8,32,13,43,0,0,0,3,6,18,9,14,20,55,0,0,0,0,0,3,3,7,5,9,0,0,0,0,7,6,7,6,11,18,0,0,63,153
POA4709,67,137,4,35,13,47,3,14,126,530,147,627,0,6,6,14,12,39,22,67,165,689,0,0,0,0,0,3,5,11,8,13,0,0,0,3,0,0,4,5,7,21,0,0,245,847
POA4710,572,1107,11,64,43,203,19,83,254,1001,327,1348,3,22,27,78,80,235,113,338,442,1684,0,6,19,79,9,35,124,365,155,484,4,16,21,35,56,116,75,171,236,658,14,28,1256,3479
POA4711,192,377,7,23,27,144,10,59,111,436,153,663,20,68,26,95,64,208,111,374,261,1036,3,8,8,18,0,4,18,43,26,75,5,22,4,4,11,24,19,50,44,122,3,4,508,1536
POA4712,31,54,0,0,0,0,3,6,17,71,14,79,0,3,0,0,7,24,9,24,23,106,0,0,0,3,0,0,5,9,6,13,0,0,0,0,6,10,6,10,13,24,0,0,67,189
POA4713,21,38,0,17,5,36,10,71,31,159,49,283,0,5,0,9,6,18,6,34,57,313,3,6,5,30,15,80,66,212,88,331,0,0,0,9,23,59,20,68,110,397,17,47,206,795
POA4714,329,646,7,36,22,103,4,26,80,320,117,482,3,15,8,28,58,186,70,234,188,715,3,15,21,80,8,31,70,202,104,331,10,32,12,23,65,134,81,193,182,522,18,44,716,1928
POA4715,693,1357,10,64,94,402,31,135,533,2188,664,2793,27,113,50,164,123,384,201,665,870,3457,0,3,11,37,3,14,107,324,128,376,8,16,13,20,76,166,92,207,219,579,21,41,1800,5435
POA4716,108,212,0,5,11,51,5,15,71,278,81,346,3,6,7,22,24,61,28,89,114,443,0,0,0,0,0,5,5,25,5,23,0,0,3,3,6,11,4,13,12,41,0,0,238,694
POA4717,331,645,9,44,46,203,21,91,410,1649,481,1984,14,68,19,68,71,206,105,339,588,2329,4,11,10,46,3,10,61,178,81,241,5,8,8,18,31,69,47,95,128,335,15,22,1053,3333
POA4718,235,473,4,20,20,93,3,15,184,761,215,893,3,13,12,39,35,98,46,146,261,1039,3,10,3,13,4,16,26,74,42,117,0,0,0,3,26,48,28,56,63,166,10,14,571,1693
POA4719,118,230,0,4,6,31,3,6,76,288,86,329,3,8,3,5,17,54,25,66,110,401,0,0,0,3,0,0,3,16,7,17,0,0,3,3,12,18,9,21,20,41,6,8,244,675
POA4720,1156,2239,28,157,194,849,41,192,1237,4898,1507,6090,57,230,81,234,204,611,340,1071,1845,7159,3,20,34,142,19,73,219,584,281,814,10,33,32,71,96,194,139,299,423,1113,40,88,3460,10598
POA4721,370,714,11,39,28,121,4,18,303,1221,340,1397,20,62,16,48,59,169,90,283,428,1678,0,4,3,12,4,9,39,118,51,145,6,16,5,10,22,55,35,83,83,222,6,14,892,2633
POA4722,179,353,5,15,11,68,3,12,148,587,170,682,8,32,9,22,33,95,50,151,216,835,0,0,3,8,3,5,15,25,19,39,0,0,0,0,18,33,15,35,34,75,10,18,438,1271
POA4723,158,303,4,32,16,72,3,5,103,440,134,552,5,27,8,24,20,51,34,94,166,648,0,0,0,13,0,0,22,62,21,76,0,0,0,0,13,26,13,26,32,100,8,16,363,1063
POA4724,63,119,3,6,0,6,0,12,49,175,49,198,3,7,3,4,18,54,24,62,73,259,0,0,0,0,0,0,3,4,3,4,0,0,0,4,6,13,10,14,11,20,3,4,150,400
POA4725,196,374,0,5,10,44,8,21,77,332,94,408,4,28,6,23,22,69,44,123,136,533,0,0,3,18,3,4,25,73,27,96,0,0,0,3,11,23,16,28,48,126,3,9,381,1045
POA4726,40,85,0,3,3,27,0,0,35,132,47,159,0,0,0,4,6,17,11,21,57,186,0,0,0,4,0,0,13,26,12,27,0,0,0,0,9,20,9,20,21,47,0,0,114,316
POA4727,35,66,0,4,3,9,0,3,20,66,22,86,0,0,0,0,3,9,3,9,23,95,0,0,0,0,0,4,6,10,9,15,0,0,0,0,0,3,0,3,8,21,0,0,66,185
POA4728,26,49,0,0,7,10,0,0,12,60,17,74,0,0,0,3,3,9,5,7,21,84,0,0,0,0,0,5,3,8,6,16,0,0,0,0,0,0,0,0,5,16,0,0,55,143
POA4730,346,665,3,37,23,111,16,62,183,719,222,927,14,67,13,40,57,168,88,272,310,1195,0,4,15,43,4,16,57,153,73,214,0,4,3,10,36,67,37,79,115,292,17,35,785,2188
POA4731,30,54,0,0,0,0,0,0,15,48,15,48,0,0,0,3,3,8,5,11,17,57,0,0,0,0,0,0,3,8,3,8,0,0,0,0,3,6,3,6,7,13,0,6,56,131
POA4732,17,29,0,0,0,0,0,0,9,25,9,25,0,3,0,0,6,10,4,18,9,42,0,0,0,0,0,0,5,7,5,7,0,0,0,0,0,3,0,3,3,17,0,3,29,86
POA4733,28,47,0,0,0,3,3,11,10,38,16,50,0,10,0,4,8,12,7,26,23,79,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,48,129
POA4735,112,224,0,5,4,11,4,10,49,196,59,223,0,0,7,14,11,41,18,57,79,282,0,3,0,0,0,0,18,49,19,54,0,0,5,6,7,15,17,24,37,76,3,12,231,597
POA4736,14,18,0,0,0,0,0,0,3,16,4,19,0,0,0,0,3,17,3,17,12,35,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,4,3,10,0,0,24,61
POA4737,963,1886,18,97,80,376,48,205,454,1800,596,2479,18,56,48,141,178,545,243,741,843,3223,3,15,29,92,8,26,148,434,191,566,6,23,28,64,104,220,139,303,328,869,27,62,2161,6041
POA4738,142,281,0,4,10,60,4,24,63,261,86,355,4,17,10,27,33,103,43,139,127,493,0,0,4,23,0,0,10,32,17,53,4,4,0,3,6,19,13,30,29,79,0,4,304,857
POA4739,43,78,0,4,3,23,4,10,21,75,30,110,0,0,3,8,6,26,16,34,38,139,0,0,0,0,0,0,3,5,3,5,0,4,0,0,3,4,6,8,9,14,0,0,87,238
POA4740,8347,16133,169,928,822,3693,317,1389,5107,19519,6411,25538,358,1408,651,2001,1532,4651,2532,8063,8944,33600,36,182,243,831,159,573,1623,4413,2061,5990,97,299,234,494,965,2033,1294,2824,3353,8817,300,624,20958,59166
POA4741,822,1591,16,80,87,405,36,147,396,1536,530,2173,32,132,58,189,174,536,268,853,801,3028,0,10,10,34,12,37,74,215,96,297,4,15,12,25,79,162,94,199,189,497,18,32,1823,5147
POA4742,97,193,0,0,3,5,0,4,66,254,73,268,0,3,6,10,16,38,16,52,90,320,0,0,3,7,3,9,8,25,12,42,0,0,0,0,3,10,9,15,15,57,4,9,206,577
POA4743,41,72,0,0,9,48,0,4,65,242,73,294,3,18,6,13,3,12,10,43,84,340,0,0,3,9,0,3,3,7,6,22,0,0,0,0,0,6,4,7,13,26,0,0,132,444
POA4744,594,1157,10,74,110,498,35,141,859,3414,1010,4129,23,89,40,112,79,235,137,439,1146,4568,3,13,16,59,7,40,121,339,152,453,7,12,12,24,54,108,70,144,225,594,12,25,1982,6349
POA4745,200,400,3,8,27,132,11,39,236,958,269,1138,3,9,16,54,24,66,40,131,311,1269,0,0,5,20,0,0,42,123,49,139,4,10,9,16,12,33,27,51,71,192,0,4,589,1864
POA4746,119,227,0,0,25,118,13,50,194,773,229,939,3,8,12,40,21,63,35,115,264,1056,0,0,5,16,0,0,25,61,31,74,0,3,3,16,4,8,10,27,37,97,0,0,427,1383
POA4750,516,981,6,54,88,385,27,105,468,1762,586,2304,34,122,46,132,99,298,172,547,761,2859,6,23,21,69,13,42,140,401,173,528,10,32,17,33,61,117,81,178,254,708,10,22,1538,4566
POA4751,547,1073,12,54,48,206,25,125,325,1259,416,1640,19,77,35,119,112,334,161,523,580,2167,4,21,10,25,11,30,76,199,97,272,0,10,11,22,40,87,53,110,147,387,12,16,1280,3643
POA4753,381,713,9,40,51,238,30,112,409,1587,496,1977,19,81,35,119,94,272,147,473,648,2447,0,0,13,35,5,14,64,191,80,247,3,19,9,20,23,57,40,92,116,333,13,21,1154,3519
