POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA4420,6,4,9,49,50,100,0,0,0,0,0,0,49,54,103,18,24,43,0,0,0,4,0,12,28,20,52,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,3,5,13,0,3,3,0,0,3,0,0,3,0,7,7,0,0,0,3,6,13,0,0,0,0,4,4,0,0,0,0,6,6,53,45,101,141,149,295
POA4421,4,14,21,73,73,141,4,13,14,3,0,3,80,84,166,43,35,85,0,0,0,0,0,3,42,38,87,0,0,0,0,5,5,0,0,0,9,8,11,0,0,0,9,15,17,0,0,3,5,0,7,0,3,3,3,3,3,0,0,0,5,8,11,0,0,0,5,7,9,0,0,0,5,7,11,319,303,623,464,469,929
POA4422,4,5,11,36,24,60,0,0,0,0,0,3,38,28,66,0,0,0,3,0,3,11,4,20,15,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,4,0,0,0,0,4,3,14,16,28,72,62,135
POA4423,3,5,5,11,9,22,0,0,0,0,0,0,11,10,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,24,33,54
POA4424,3,0,0,11,8,13,0,0,0,0,0,0,11,8,13,7,8,14,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,38,32,65
POA4425,3,0,3,14,15,30,0,0,0,0,0,0,14,15,30,8,7,14,0,0,0,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,3,14,4,15,39,33,68
POA4426,0,0,0,9,0,11,0,0,0,0,3,3,9,0,14,5,6,10,3,0,3,3,0,3,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,21,13,40
POA4427,0,0,0,10,12,23,0,0,0,0,0,0,10,12,23,8,7,13,0,0,0,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,53,25,82,74,51,127
POA4428,3,5,5,33,22,62,9,0,8,0,0,0,45,23,64,12,12,24,6,3,11,0,0,0,17,19,33,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,3,3,0,0,0,0,3,3,40,17,64,108,79,187
POA4454,3,5,7,26,19,50,0,0,0,0,0,0,26,19,50,13,5,15,4,0,6,0,0,0,17,9,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,3,3,10,0,3,6,0,3,3,0,0,0,4,6,7,61,28,95,118,78,191
POA4455,57,45,104,214,193,408,167,171,337,3,3,8,388,364,752,147,122,277,105,101,210,15,7,24,268,240,505,7,5,12,6,10,13,21,13,38,24,59,89,0,0,4,59,89,152,14,20,34,11,9,18,0,22,21,21,71,95,0,0,0,45,122,167,3,3,10,11,21,30,0,0,0,11,32,40,536,507,1037,1370,1391,2757
POA4461,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,6,5,14
POA4462,0,0,0,0,3,4,3,0,3,0,0,0,0,4,6,4,0,7,0,5,3,0,0,0,8,4,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,24
POA4465,16,9,23,49,41,86,11,7,17,0,0,0,61,48,106,24,17,43,9,9,15,3,3,5,36,25,60,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,3,3,8,0,0,3,0,0,0,0,3,3,3,10,12,0,0,0,4,14,15,0,0,0,0,0,0,0,0,0,0,0,0,44,37,78,159,140,299
POA4467,0,5,5,3,5,9,0,0,3,0,0,0,9,8,12,6,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,16,24,24,32,54
POA4468,0,0,0,11,11,17,0,0,0,0,0,0,11,11,17,3,4,8,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,17,31,46
POA4470,23,11,32,95,99,195,58,47,102,3,3,4,149,148,299,109,96,201,3,0,3,3,8,12,112,98,211,0,0,0,0,0,0,3,12,14,9,18,22,0,0,0,15,28,39,3,3,5,8,3,9,3,0,6,4,34,39,0,0,0,17,38,56,0,4,4,3,6,12,0,0,0,3,12,12,162,179,339,487,511,995
POA4472,8,12,17,39,37,79,21,13,31,0,0,0,56,57,112,27,19,43,5,4,6,3,4,5,34,23,55,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,4,6,13,0,5,5,0,3,3,0,0,0,5,3,10,0,0,0,5,12,18,0,0,0,0,7,8,0,0,0,0,7,11,51,56,107,159,170,329
POA4474,0,0,0,8,3,7,0,0,0,0,0,0,7,3,9,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,12,29
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,0,0,0,23,19,38,3,0,5,3,3,5,31,21,49,6,4,7,0,0,0,5,4,9,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,17,18,31,59,52,109
POA4478,0,0,0,33,16,46,0,0,0,0,0,0,33,16,46,4,5,11,0,0,0,3,0,3,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,50,45,95
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4480,3,3,5,28,30,55,18,3,23,0,0,0,48,38,84,5,6,13,6,0,6,0,0,0,6,6,16,0,3,3,0,0,0,3,0,3,3,3,9,0,0,0,4,9,11,0,3,5,0,0,0,0,0,0,8,3,8,0,0,0,4,12,17,0,0,0,0,0,3,0,0,0,0,3,0,36,17,57,101,85,192
POA4481,0,0,0,4,7,16,0,0,0,0,0,0,4,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,18,16,30
POA4482,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,0,3,3,0,3,3,0,0,0,15,3,17,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,27,11,38
POA4486,0,6,5,23,19,43,0,0,3,0,0,0,27,21,47,6,18,25,0,0,4,5,3,5,15,18,32,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,4,4,0,3,3,0,3,3,0,0,0,0,0,0,0,15,14,4,0,4,0,0,0,0,0,0,7,0,7,53,42,97,95,106,199
POA4487,19,25,40,97,61,158,82,78,159,4,0,3,186,139,326,72,88,156,0,4,4,12,3,20,81,97,180,3,3,3,0,0,0,8,0,11,4,12,11,0,0,0,14,17,27,4,5,7,0,3,6,0,10,10,8,13,20,0,0,0,12,32,49,0,3,8,3,3,4,0,0,0,3,11,12,127,124,251,438,439,880
POA4488,0,3,3,18,12,30,0,0,0,3,0,3,18,12,28,3,0,3,0,0,0,3,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,11,24,42,27,66
POA4489,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,17,20,8,24
POA4490,8,3,7,25,29,55,31,33,63,0,0,0,59,60,118,22,33,52,0,0,0,0,3,3,24,40,61,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,7,14,0,3,3,0,3,4,0,3,0,4,5,10,0,0,0,4,17,17,0,0,0,0,7,7,0,0,0,0,7,7,67,72,139,158,205,362
POA4491,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,7
POA4492,0,0,0,9,11,23,0,0,0,4,3,6,13,16,27,0,6,4,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19,14,28,38,41,81
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,3,5
POA4494,0,0,0,7,15,23,0,0,0,0,0,0,7,13,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,17,31,48
POA4496,3,0,3,14,17,30,0,0,0,0,0,0,14,17,30,8,0,7,0,0,0,5,3,7,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21,33,38,71
POA4497,0,0,3,10,19,26,3,7,8,0,0,0,12,19,35,4,5,8,0,0,0,8,6,14,13,12,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,39,51,58,107
POA4498,3,0,3,6,15,22,0,4,3,0,0,0,7,19,26,4,3,6,0,0,0,3,3,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,7,22,34,38,67
POA4500,359,313,679,1456,1329,2784,392,384,776,340,374,712,2187,2085,4276,964,884,1851,225,208,435,390,377,760,1574,1465,3045,72,70,146,44,100,146,126,76,206,110,206,314,3,3,3,355,459,817,319,492,811,87,151,240,51,77,125,156,296,449,3,4,3,614,1017,1628,32,63,96,68,169,245,0,0,0,108,234,341,975,910,1887,6175,6483,12658
POA4501,30,26,56,199,167,367,29,24,53,22,23,43,252,211,463,127,105,226,18,14,34,26,30,53,170,146,314,7,14,18,4,9,13,11,8,25,20,42,64,0,0,0,43,76,120,35,34,69,20,26,50,6,6,14,27,28,61,0,0,0,94,100,190,6,8,19,9,26,31,0,0,0,18,38,50,195,217,414,802,809,1607
POA4502,64,63,129,362,300,664,58,60,120,71,73,139,489,437,929,183,167,348,66,60,127,44,70,115,291,294,581,14,15,32,10,19,28,16,9,20,23,35,57,0,0,4,65,76,143,62,86,148,12,32,41,9,18,23,32,69,99,0,0,0,112,207,320,20,9,31,14,31,52,0,0,0,37,46,81,215,206,422,1267,1327,2599
POA4503,362,286,644,1653,1531,3181,228,215,435,306,318,621,2178,2058,4235,880,900,1781,131,148,277,232,243,476,1246,1296,2540,66,67,132,30,109,144,91,93,190,114,207,327,0,3,3,304,481,789,228,370,602,105,190,294,46,80,126,153,266,423,4,0,0,533,918,1454,46,62,109,60,154,218,0,4,4,106,219,325,1269,1319,2593,5998,6577,12577
POA4504,148,117,267,1022,965,1983,86,80,168,133,135,271,1249,1178,2425,678,669,1343,93,102,197,133,137,278,905,908,1815,29,43,68,5,34,39,47,39,77,44,100,146,0,0,0,126,209,337,133,196,331,18,66,87,23,29,52,70,117,184,0,0,0,242,411,651,15,14,31,26,68,98,0,3,3,42,82,124,413,397,804,3120,3314,6434
POA4505,114,113,223,673,622,1301,147,182,327,101,95,198,927,902,1825,495,466,959,155,156,309,125,95,222,772,720,1495,31,31,59,13,35,48,55,31,88,48,87,134,3,0,4,152,180,335,131,180,315,17,46,69,15,28,49,45,94,142,0,0,0,213,355,571,21,31,45,35,79,118,0,0,0,58,109,168,510,590,1106,2754,2966,5720
POA4506,162,154,323,899,828,1724,81,87,165,120,121,243,1102,1030,2132,579,587,1170,71,100,177,75,80,151,722,765,1488,34,60,96,24,58,81,46,60,104,48,90,136,0,0,0,144,269,420,101,149,252,26,98,119,27,25,52,32,87,115,0,0,0,186,350,539,31,37,69,45,91,130,4,0,3,76,128,208,696,750,1442,3096,3457,6554
POA4507,49,46,104,472,373,844,9,18,32,52,53,98,536,439,974,295,276,571,51,54,100,22,40,62,369,364,737,11,15,28,10,33,47,20,21,41,26,68,89,0,0,0,66,134,202,47,67,118,16,24,40,10,13,19,21,55,74,0,0,0,88,162,254,10,11,24,34,58,91,0,5,9,47,77,121,609,780,1389,1770,2006,3782
POA4508,134,106,242,748,659,1408,133,99,226,110,97,207,990,855,1841,551,501,1051,69,65,135,121,98,222,741,662,1408,18,30,51,20,54,75,23,30,57,33,86,118,3,3,4,107,208,307,60,106,170,22,53,76,9,19,25,39,90,130,0,3,3,130,267,398,35,26,63,43,90,135,3,0,3,81,121,201,840,983,1817,3018,3196,6216
POA4509,311,281,587,1356,1265,2620,226,239,471,307,287,590,1895,1793,3685,785,820,1602,167,139,309,238,240,482,1195,1202,2392,47,59,109,22,75,97,52,56,108,73,175,244,3,4,8,195,365,566,193,277,471,64,131,192,23,60,87,126,213,345,0,3,3,413,676,1087,38,58,90,51,127,182,3,0,3,88,185,273,771,779,1552,4859,5288,10150
POA4510,312,280,592,1691,1573,3258,270,294,563,330,314,644,2285,2183,4464,1028,1061,2090,251,240,494,180,166,344,1453,1466,2925,64,130,191,38,167,206,75,94,172,73,248,321,5,12,17,257,649,901,164,311,474,88,188,273,29,42,68,103,227,331,0,3,3,374,775,1153,67,131,195,92,211,302,3,3,7,157,338,497,1967,2182,4153,6814,7873,14686
POA4511,50,59,114,282,314,590,31,32,59,60,58,110,369,395,767,191,190,382,45,42,80,33,30,60,271,261,526,8,13,21,10,19,21,10,16,20,10,44,51,0,0,0,38,79,121,19,48,74,11,22,32,4,13,18,14,42,54,0,0,0,47,123,172,4,5,7,8,27,38,0,0,0,12,39,48,339,361,703,1126,1319,2441
POA4512,19,28,45,112,89,199,13,18,33,34,32,63,163,131,293,52,81,134,29,22,56,27,25,56,116,131,242,0,6,3,0,4,4,9,5,10,0,11,13,0,0,0,10,23,37,19,30,50,4,8,10,7,3,6,4,14,17,0,0,0,31,59,88,0,6,4,3,13,14,0,0,0,8,15,22,194,166,354,540,546,1085
POA4514,24,25,50,230,211,437,19,10,34,28,39,66,275,263,539,149,158,307,20,25,49,27,25,53,193,208,404,3,10,8,0,10,12,11,7,17,13,22,34,0,0,3,24,56,81,16,35,49,0,15,21,3,3,8,11,30,42,0,0,0,36,85,117,4,4,8,10,22,33,0,0,3,12,30,38,1283,325,1612,1855,987,2838
POA4515,24,22,43,165,151,310,3,0,0,4,3,6,170,156,323,96,113,213,14,6,17,14,10,22,124,135,261,3,4,7,3,3,7,3,3,3,6,11,17,0,0,0,16,24,33,13,20,30,3,13,9,0,0,0,0,19,21,0,0,0,17,46,62,0,3,3,3,12,15,0,0,0,3,18,22,192,175,370,545,570,1117
POA4516,25,22,42,132,106,238,20,27,48,28,32,67,184,167,345,123,87,206,44,39,89,36,28,62,200,158,354,4,6,7,0,11,9,12,5,23,11,11,19,0,0,0,30,35,65,22,36,60,8,14,17,3,7,11,7,9,15,0,0,0,40,63,104,10,10,11,4,8,13,0,0,0,12,18,28,133,116,247,616,577,1195
POA4517,5,6,11,25,16,39,0,0,0,8,6,16,36,23,56,17,9,28,6,0,10,4,11,13,27,24,51,0,0,0,0,3,3,0,3,3,3,3,8,0,0,0,5,11,16,0,9,9,0,3,3,0,0,0,3,5,6,0,0,0,5,17,23,0,0,0,0,3,9,0,0,0,0,3,9,36,43,78,112,128,240
POA4518,24,30,52,156,143,303,12,14,29,62,59,125,231,218,452,127,131,249,14,9,22,32,27,60,170,167,339,4,4,10,0,4,10,7,6,18,10,25,38,0,0,0,24,46,76,32,33,59,9,9,19,3,14,17,11,21,35,0,0,0,54,77,126,8,10,15,5,21,26,0,0,0,14,27,37,156,171,333,670,738,1415
POA4519,40,52,92,278,278,549,12,16,27,106,116,219,396,404,798,174,180,355,6,14,26,74,80,151,257,273,529,7,13,23,5,8,11,10,8,21,8,38,48,0,0,0,35,72,106,31,53,85,14,37,51,3,12,10,15,48,62,0,4,4,65,153,219,8,15,22,5,36,45,0,0,0,19,53,66,276,282,561,1090,1285,2372
POA4520,81,88,174,555,488,1040,95,75,169,88,112,197,732,672,1410,287,245,534,133,108,245,171,164,334,594,518,1114,21,11,29,7,18,20,29,19,48,20,48,70,0,0,0,83,92,170,171,199,366,24,59,74,21,14,38,50,123,172,3,0,3,263,394,658,18,15,28,15,43,51,3,0,3,33,50,86,417,387,806,2207,2205,4414
POA4521,27,18,49,175,180,361,22,13,28,28,39,70,228,230,461,79,87,171,27,19,44,41,45,87,144,151,296,3,3,6,0,3,3,7,3,5,8,21,33,0,0,0,15,35,51,18,38,52,3,15,19,0,8,9,18,39,53,0,0,0,40,98,139,0,3,3,8,16,24,0,0,0,8,19,26,217,214,433,682,778,1454
POA4550,20,17,34,116,144,259,3,10,12,33,24,54,147,174,316,109,96,211,12,10,18,22,22,46,140,133,269,9,9,14,4,4,10,10,3,20,8,21,32,0,0,0,28,37,66,26,36,55,4,16,20,9,5,12,11,27,37,0,0,0,47,85,126,6,4,8,7,7,14,0,0,0,14,15,28,173,160,334,557,619,1178
POA4551,350,297,644,1799,1630,3427,354,341,703,344,317,665,2500,2295,4791,1232,1130,2358,308,330,638,347,361,705,1883,1819,3705,45,77,123,31,87,116,89,74,172,118,237,350,3,7,11,288,482,766,295,440,733,125,257,377,52,65,122,162,345,512,3,3,12,638,1117,1751,45,66,104,80,189,273,3,5,8,131,259,387,1572,1730,3306,7361,7995,15354
POA4552,31,22,54,222,180,401,5,0,6,85,55,139,313,234,547,202,175,382,9,3,11,42,27,71,252,214,464,3,7,10,6,7,15,11,7,14,13,28,41,0,0,0,39,46,84,26,28,55,27,38,61,3,9,12,19,46,67,0,0,0,75,123,200,3,3,7,10,31,41,0,5,5,16,33,48,268,266,534,993,932,1928
POA4553,39,37,73,208,194,397,28,33,56,49,66,117,281,292,571,148,152,297,38,48,88,59,58,111,239,258,499,8,5,14,3,8,13,20,13,30,12,24,35,0,0,0,41,48,86,29,43,71,10,31,44,10,13,22,16,41,58,0,0,0,64,132,195,3,4,11,11,21,28,0,0,0,11,26,36,188,165,352,862,954,1815
POA4554,9,3,18,62,71,135,8,16,24,23,25,45,94,107,197,35,45,86,3,10,15,21,19,38,60,74,134,0,0,0,0,8,8,3,3,5,8,3,11,0,0,0,15,11,29,14,9,23,5,12,13,3,3,7,4,20,23,0,0,0,27,39,63,4,7,9,3,6,10,0,0,0,6,10,18,83,79,163,291,321,613
POA4555,30,48,81,263,234,495,9,28,39,69,65,141,347,331,681,172,114,286,42,33,77,98,115,210,306,257,567,4,7,5,3,14,19,7,10,19,9,22,33,0,0,0,30,47,74,33,52,83,19,30,54,4,8,11,9,72,84,0,0,0,68,166,232,12,6,18,4,25,32,0,3,3,14,35,55,206,181,387,1002,1070,2073
POA4556,265,253,510,1180,1213,2393,265,271,533,427,404,832,1876,1882,3753,863,920,1778,209,243,451,465,446,908,1535,1610,3142,56,61,117,34,91,131,70,72,141,77,199,273,5,0,3,245,417,667,593,924,1517,243,357,595,71,97,168,174,367,539,6,4,15,1077,1751,2831,39,52,89,70,118,191,3,3,3,112,174,281,1161,1230,2390,6272,7306,13575
POA4557,137,109,249,668,645,1313,74,76,147,108,82,190,850,799,1644,450,519,969,37,41,76,78,73,150,564,631,1198,21,27,48,25,54,81,51,35,89,53,104,158,0,0,0,157,225,375,162,251,415,87,123,213,33,40,76,69,146,215,0,3,3,347,567,917,17,27,43,31,66,94,0,0,0,51,94,140,691,681,1373,2789,3108,5903
POA4558,83,69,158,353,315,662,105,110,213,61,49,116,515,476,990,224,229,457,61,63,129,65,54,116,353,349,696,24,32,51,29,57,85,27,33,61,58,100,152,0,0,0,142,213,350,115,225,338,100,138,242,19,38,53,83,126,205,0,0,0,320,529,847,31,30,55,30,56,87,0,0,0,63,87,146,797,912,1712,2263,2636,4903
POA4559,46,35,75,210,169,380,41,24,62,89,96,186,338,291,632,115,101,215,32,43,75,93,90,186,236,242,475,0,11,11,3,5,10,8,5,15,14,23,38,0,0,0,29,48,83,35,55,86,10,31,41,3,12,11,22,54,73,0,3,3,64,152,211,4,0,4,11,14,26,0,3,3,16,20,37,210,223,437,939,1009,1955
POA4560,196,168,363,936,914,1852,199,186,387,177,181,361,1316,1282,2598,586,591,1179,153,151,299,163,196,357,904,931,1834,36,36,74,29,56,83,55,40,93,70,146,211,0,3,3,181,285,464,126,207,336,65,176,237,31,52,84,106,239,348,3,0,5,326,681,1008,17,50,70,53,94,150,3,0,4,78,151,220,1020,1009,2029,4013,4502,8517
POA4561,43,41,84,269,238,506,13,20,28,46,51,99,327,299,629,133,137,267,44,41,80,59,54,114,232,226,460,5,5,11,10,13,17,15,5,24,14,38,45,0,0,0,46,63,107,41,48,87,12,35,51,3,6,14,12,30,45,0,0,0,67,127,197,9,8,14,11,27,39,0,0,0,18,38,51,253,207,456,989,1004,1992
POA4562,50,42,92,280,263,540,26,34,61,110,110,223,419,403,817,128,120,256,56,55,109,125,109,234,310,290,598,3,9,10,5,17,18,17,18,35,11,43,57,0,0,0,36,80,118,27,40,65,13,32,37,8,5,17,31,61,89,3,0,3,74,138,213,3,7,9,11,20,25,0,0,0,12,30,42,261,245,506,1165,1221,2389
POA4563,39,41,82,311,253,561,12,27,38,71,58,129,392,335,729,194,219,411,16,24,37,69,71,139,284,310,591,5,0,10,3,11,15,21,14,38,14,41,55,0,0,0,47,68,111,25,41,59,9,21,30,0,13,12,21,36,61,0,0,0,57,114,165,4,7,20,5,28,36,0,0,0,15,40,58,249,250,502,1080,1147,2229
