POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA4215,718,502,220,147,207,71,43,1911,171,129,49,33,54,18,10,469,228,160,67,33,49,19,8,567,535,475,273,161,216,54,28,1745,5,16,3,0,0,0,0,21,1655,1276,613,383,527,169,86,4713,102,171,102,85,117,56,36,661,82,90,43,32,37,13,3,312,64,67,56,32,33,11,3,278,210,284,166,117,155,43,18,986,14,25,13,10,3,0,0,69,472,640,380,275,345,131,61,2297,2129,1919,988,653,877,297,147,7017
POA4216,364,342,167,117,147,78,38,1249,144,144,78,42,51,21,11,488,174,166,79,38,47,20,6,533,579,582,365,223,281,112,43,2173,13,10,7,3,7,0,0,33,1277,1239,686,418,533,225,91,4477,41,63,47,29,75,23,14,295,50,61,38,23,22,10,0,203,40,50,26,18,37,8,8,178,173,245,151,107,114,32,17,846,7,16,8,0,0,0,0,33,307,438,274,177,249,70,45,1553,1580,1678,964,598,778,301,134,6030
POA4217,439,345,184,129,168,75,43,1391,114,112,69,50,75,27,9,459,141,152,75,61,53,14,7,510,389,454,292,198,282,107,57,1774,9,8,0,3,0,0,0,18,1085,1072,619,439,581,233,117,4157,42,61,53,47,68,21,17,322,19,32,27,23,42,18,4,157,37,39,27,13,24,11,8,154,98,135,95,67,90,40,14,531,4,11,5,0,3,0,0,22,194,282,206,155,227,89,42,1191,1287,1356,829,590,803,320,162,5348
POA4218,225,213,117,81,129,57,17,834,131,125,70,56,59,14,8,469,197,170,78,47,80,20,3,592,618,565,332,208,264,97,45,2141,9,0,8,4,0,0,0,20,1182,1074,599,395,534,191,70,4050,22,50,46,36,42,20,11,228,33,23,31,27,25,10,7,153,18,49,26,19,21,11,4,143,88,121,100,61,87,26,14,498,5,8,8,0,7,0,0,34,169,256,201,149,178,68,43,1061,1349,1332,803,545,707,262,112,5111
POA4220,190,158,109,55,90,34,11,653,222,160,77,43,61,16,9,585,173,162,78,37,60,19,4,538,890,831,387,253,299,108,40,2800,6,6,0,0,0,0,0,19,1481,1319,658,384,506,182,65,4590,17,45,26,22,29,13,5,160,23,77,22,18,26,6,3,183,24,37,27,20,19,11,7,142,105,162,119,88,114,34,31,652,5,4,5,0,3,0,0,21,179,321,200,150,201,63,45,1161,1659,1638,855,535,705,248,110,5751
POA4221,114,127,82,53,73,25,6,473,120,109,70,41,53,20,3,424,152,147,60,40,54,14,6,477,863,844,462,295,403,106,53,3026,5,6,0,0,3,0,0,17,1258,1231,679,434,586,167,73,4426,13,13,19,11,25,7,3,96,29,53,26,21,30,11,3,166,17,34,24,17,22,4,0,121,115,188,143,107,153,42,16,765,0,8,9,5,3,0,0,31,182,293,223,162,228,59,27,1174,1441,1524,900,593,816,225,95,5602
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,54,64,36,28,50,21,11,263,88,80,43,28,29,9,5,279,63,89,60,36,42,12,3,312,423,464,249,158,209,71,24,1600,3,0,0,0,0,0,0,6,629,704,391,252,333,113,37,2463,3,7,9,8,14,5,0,48,17,32,24,13,22,5,0,102,11,19,20,11,13,0,3,71,42,119,83,62,73,18,15,417,4,0,7,0,0,0,0,10,83,177,144,94,121,26,18,657,705,879,534,346,451,141,61,3117
POA4224,37,27,8,11,7,3,0,97,28,31,11,8,3,0,0,88,54,36,4,3,12,10,0,114,181,153,83,48,71,28,13,557,3,0,0,0,0,0,0,4,298,242,112,74,91,38,14,861,0,5,4,6,7,3,0,22,4,22,5,7,5,0,0,45,7,12,4,3,8,0,0,31,40,56,40,38,54,10,3,236,4,0,5,0,0,0,0,10,60,93,60,44,76,15,3,344,358,335,169,117,172,47,16,1208
POA4225,30,21,9,7,4,4,0,73,21,9,6,8,8,0,0,45,23,12,4,7,3,3,0,49,105,71,42,32,32,16,7,312,0,0,0,0,0,0,0,3,179,114,67,48,47,24,12,484,0,3,3,5,0,0,0,13,7,10,3,3,3,3,0,24,9,7,3,7,8,0,3,36,24,44,26,23,23,7,3,142,3,0,0,4,0,0,0,10,41,58,37,36,33,14,11,222,217,170,103,83,76,35,23,703
POA4226,380,421,259,184,265,135,65,1706,202,189,92,54,97,28,17,674,167,178,113,60,68,28,16,628,681,621,311,210,310,122,50,2301,10,5,0,0,3,0,0,16,1437,1404,778,518,741,306,147,5335,38,74,75,61,88,34,24,396,38,60,40,26,40,12,6,221,26,44,26,21,28,14,10,174,118,208,148,96,159,44,10,788,5,8,3,4,3,0,0,29,230,390,293,211,316,105,52,1602,1666,1797,1070,729,1057,412,200,6931
POA4227,316,356,219,153,185,85,37,1342,133,146,69,43,55,23,5,466,126,146,69,42,46,18,12,460,513,531,332,170,226,60,26,1852,6,3,0,0,0,0,0,7,1092,1177,685,409,513,187,74,4134,26,61,59,48,66,29,9,304,37,45,31,23,30,7,3,172,22,25,30,12,24,7,3,127,72,157,115,91,128,36,13,605,10,9,4,10,8,0,0,40,157,303,244,188,252,83,35,1249,1251,1477,922,598,762,264,108,5390
POA4228,10,24,21,11,24,5,3,104,30,40,41,21,19,9,0,155,44,46,24,9,19,3,7,158,164,197,115,79,108,42,9,712,0,0,0,0,0,0,0,4,248,306,194,127,170,62,25,1135,0,0,3,0,4,0,0,8,5,10,6,5,3,0,0,30,3,5,4,0,9,0,0,22,12,15,14,14,17,4,3,83,0,0,0,0,0,0,0,0,27,33,23,19,31,4,3,142,274,336,218,147,201,62,27,1274
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,22,20,16,4,9,3,0,76,4,5,0,0,3,0,0,10,8,3,0,0,0,0,0,17,11,8,6,3,0,0,0,31,0,0,0,0,0,0,0,0,47,36,20,14,16,4,0,139,0,6,4,0,3,0,0,21,3,4,0,0,0,0,0,11,0,0,3,0,3,0,0,11,0,5,11,8,5,4,0,43,0,0,0,0,0,0,0,0,11,22,22,11,18,6,7,84,54,54,41,24,36,5,9,223
POA4270,14,18,15,9,24,4,3,83,14,17,15,11,16,10,0,83,21,32,20,13,17,0,0,94,107,137,93,64,80,21,5,494,0,0,0,0,0,0,0,0,156,200,139,92,136,34,7,759,0,6,0,0,0,0,0,4,0,3,3,0,3,0,0,11,3,4,3,0,3,0,0,20,16,31,15,14,15,3,0,95,7,0,0,0,0,0,0,5,29,41,28,19,20,3,0,138,185,244,165,108,153,36,7,902
POA4271,11,23,16,10,12,3,0,73,23,22,13,7,3,0,0,82,11,18,12,5,16,0,0,59,54,77,53,32,40,3,3,264,0,0,0,0,0,0,0,0,106,147,93,52,63,10,3,476,0,0,4,0,0,0,0,6,0,0,4,0,6,0,0,17,0,3,3,0,3,0,0,14,9,24,13,11,10,3,0,77,5,0,0,0,0,0,0,3,15,36,27,19,21,3,0,119,117,179,121,66,89,18,5,601
POA4272,20,33,35,21,17,7,5,133,20,31,26,10,12,0,0,107,22,26,32,22,19,5,4,123,72,118,64,51,53,17,4,373,0,0,0,0,0,0,0,3,127,210,155,105,100,24,14,745,3,5,3,3,3,3,0,24,7,3,7,4,9,5,0,24,0,6,3,4,7,0,0,22,10,27,11,8,8,3,0,64,0,0,0,0,0,0,0,0,22,39,28,20,23,8,3,143,149,255,183,124,127,39,20,888
POA4275,3,8,13,9,14,4,3,59,17,19,7,3,5,0,0,47,19,26,13,5,6,4,0,70,97,109,82,42,61,16,6,423,0,0,3,0,0,0,0,5,143,166,111,63,92,27,8,608,3,0,0,0,6,0,0,6,3,0,0,4,3,0,0,13,0,6,3,0,0,0,0,12,22,34,20,19,20,5,0,114,3,4,4,0,0,0,0,5,30,43,32,24,22,4,0,157,173,207,140,85,117,32,8,763
POA4280,61,108,78,57,78,23,4,411,68,97,70,53,50,10,3,359,72,99,59,46,54,12,10,342,645,767,478,316,367,72,14,2669,5,4,3,5,3,0,0,18,858,1075,692,470,546,115,31,3788,9,12,8,12,13,0,0,55,16,20,10,5,9,0,0,59,22,27,23,4,15,0,0,98,141,165,105,56,70,15,8,545,3,4,0,4,6,0,0,18,180,226,147,82,115,19,8,773,1039,1302,838,550,660,136,42,4564
POA4285,44,77,71,41,45,10,3,296,54,97,62,38,62,17,0,320,61,96,47,31,39,11,3,282,711,912,461,305,378,80,23,2873,3,13,3,3,4,0,0,23,865,1188,651,421,529,120,29,3800,5,15,21,9,14,3,0,60,17,20,26,15,17,0,0,101,8,25,7,6,18,3,0,73,196,266,160,94,115,13,3,853,11,16,4,3,3,0,0,36,234,339,217,128,160,24,6,1115,1098,1522,868,550,692,141,37,4917
POA4287,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,36,13,9,12,0,3,98,0,0,0,0,0,0,0,0,29,36,17,9,12,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,4,3,0,0,32,0,0,0,0,0,0,0,0,13,13,5,4,3,0,0,33,39,51,18,16,11,0,3,132
POA4300,1339,1386,786,485,552,235,98,4874,428,354,173,108,131,34,10,1241,358,282,136,77,106,16,12,983,1925,1628,754,461,583,150,44,5549,25,22,11,10,4,0,0,76,4074,3672,1855,1134,1377,439,163,12722,181,232,155,98,157,53,23,903,101,120,67,53,55,3,11,405,65,81,42,37,40,10,4,281,401,525,307,192,237,54,15,1733,28,31,18,16,9,0,0,102,780,989,589,399,500,123,57,3429,4853,4661,2444,1531,1874,560,217,16154
POA4301,799,804,406,270,304,109,36,2718,195,157,59,44,58,12,4,536,132,90,59,26,47,12,5,369,959,738,342,216,271,45,11,2591,11,16,9,0,3,0,0,35,2091,1802,870,570,680,181,60,6244,166,206,120,86,113,44,12,741,82,93,45,29,26,3,3,285,40,59,27,16,25,3,0,175,334,401,203,129,125,24,12,1226,25,30,8,6,12,0,3,76,650,785,406,259,305,73,24,2506,2747,2586,1271,827,984,252,86,8749
POA4303,41,37,25,14,24,8,3,158,6,9,0,3,3,0,0,29,14,4,4,3,3,0,0,27,86,68,37,20,24,7,3,250,0,3,0,0,0,0,0,6,150,124,70,41,54,15,8,463,15,20,17,6,13,3,0,76,8,6,5,3,0,0,0,28,4,5,3,0,0,0,0,13,84,88,63,29,28,3,3,302,6,14,3,0,0,0,0,25,118,133,90,45,45,9,3,441,274,255,157,87,100,28,13,909
POA4304,124,116,74,24,57,8,4,417,69,45,23,23,19,6,3,189,56,58,25,16,20,9,0,183,530,508,248,156,196,51,29,1716,11,3,3,0,7,0,0,19,787,737,374,218,295,74,30,2520,20,33,17,8,16,6,0,107,27,41,21,6,18,6,0,119,17,21,14,3,3,0,4,64,263,251,138,78,109,20,23,879,17,7,4,5,0,0,0,36,340,349,196,113,142,36,26,1200,1120,1089,569,334,439,110,55,3722
POA4305,270,291,163,108,127,25,14,989,247,221,123,58,105,33,12,793,239,227,126,65,72,22,13,764,2596,2306,1204,738,882,261,103,8086,16,14,10,11,4,0,0,51,3359,3055,1622,986,1190,335,134,10688,54,71,62,21,39,14,3,265,83,119,87,34,56,10,5,391,30,48,39,28,41,19,8,202,844,1138,624,390,433,106,30,3565,22,28,16,10,17,3,0,93,1040,1404,817,479,578,151,40,4513,4404,4458,2436,1467,1769,486,176,15203
POA4306,126,179,129,87,96,43,17,691,162,164,113,69,96,21,14,635,136,150,79,69,64,31,14,542,1336,1661,973,597,753,238,87,5643,12,20,13,9,8,3,0,58,1766,2170,1308,833,1023,344,130,7571,3,7,14,13,11,7,0,55,28,42,17,20,17,8,0,136,22,24,19,11,13,9,3,101,236,295,204,134,172,43,13,1103,5,13,8,4,7,0,0,44,290,381,265,184,223,67,19,1430,2057,2547,1569,1020,1245,412,147,8998
POA4307,0,0,0,0,3,0,0,4,0,12,6,7,5,0,0,33,3,3,3,3,0,0,0,8,45,80,41,29,32,9,0,235,0,3,3,0,0,0,0,5,49,95,48,37,45,14,3,296,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,9,14,9,4,7,0,0,49,0,0,0,0,0,0,0,0,11,14,12,8,7,0,0,60,62,113,61,43,55,11,4,356
POA4309,4,11,0,0,3,0,0,12,9,5,13,4,5,0,0,36,3,6,3,4,3,0,0,15,117,146,94,59,71,9,6,505,0,4,0,0,0,0,0,3,131,166,111,70,80,9,6,573,0,0,3,0,0,0,0,4,5,8,3,0,5,0,0,16,0,3,0,3,0,0,0,9,14,16,10,12,11,0,0,65,0,0,0,0,0,0,0,6,17,29,14,11,10,0,0,99,147,199,130,78,96,8,4,665
POA4310,6,13,3,5,3,0,0,27,5,3,10,3,15,0,0,45,12,16,14,7,8,0,0,55,180,217,167,99,106,21,0,784,0,0,0,0,0,0,0,0,198,248,189,115,134,25,0,911,0,0,3,0,0,0,0,6,0,8,3,0,8,0,0,23,3,0,0,3,6,0,0,8,38,48,30,19,22,4,0,161,0,0,0,0,0,0,0,3,45,56,42,22,37,7,0,206,243,303,231,140,168,27,0,1117
POA4311,19,28,18,4,16,0,0,95,25,24,24,12,15,0,0,96,24,33,18,15,24,11,0,120,385,446,220,129,157,24,7,1379,6,8,4,0,0,0,0,16,461,539,290,169,212,36,7,1709,3,3,4,0,4,0,0,13,15,16,7,5,5,0,0,56,3,10,4,5,9,0,0,27,142,166,116,67,65,9,6,568,0,8,3,0,0,0,0,16,161,204,132,84,84,10,6,685,624,742,422,253,291,44,14,2390
POA4312,0,3,5,0,5,0,0,13,7,3,5,4,8,0,0,32,5,9,6,0,0,0,0,21,68,81,53,31,40,4,0,274,0,0,0,0,0,0,0,3,84,90,70,34,51,10,3,343,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,19,25,22,13,9,3,0,85,3,0,0,0,0,0,0,6,29,30,20,16,13,3,0,101,111,117,90,49,60,12,3,442
POA4313,0,0,3,0,0,0,0,4,3,0,0,0,7,0,0,5,0,0,3,0,0,0,0,13,80,95,57,29,38,0,6,298,0,3,0,0,0,0,0,4,80,103,64,32,47,0,6,328,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,12,20,24,17,7,15,0,0,88,3,4,0,0,0,0,0,3,27,32,19,15,17,0,0,112,107,134,89,45,61,4,6,442
POA4340,6,11,4,3,6,0,0,39,4,15,3,3,6,5,0,35,5,12,8,7,6,3,0,36,179,199,130,75,102,13,6,698,0,0,3,0,3,0,0,4,194,231,150,87,118,18,7,816,0,3,0,3,0,0,0,13,6,12,8,7,3,0,0,37,0,5,3,0,3,0,0,13,52,84,53,26,48,3,0,274,0,3,3,0,4,0,0,10,68,100,59,41,62,8,0,342,269,340,209,130,181,30,10,1160
POA4341,24,31,28,15,28,4,0,127,38,38,28,15,20,3,0,145,41,45,32,17,13,6,0,146,569,621,353,213,245,47,12,2065,4,8,11,3,0,0,0,19,673,740,441,267,307,57,9,2498,0,6,3,5,3,0,0,18,13,18,8,7,8,0,0,56,11,6,9,9,10,0,0,40,167,219,149,84,134,20,3,772,5,8,0,3,4,0,0,20,191,256,174,106,157,20,3,911,872,998,614,371,466,72,15,3407
POA4342,3,0,0,3,0,0,0,12,3,8,6,3,3,0,0,23,11,11,3,3,0,0,0,23,76,94,63,43,60,6,0,335,0,0,0,0,0,0,0,3,90,110,73,52,70,11,5,400,0,0,3,0,0,0,0,6,5,5,5,3,3,0,0,18,0,0,0,3,3,0,0,3,25,34,20,9,11,0,0,96,4,0,0,0,0,0,0,0,35,36,26,12,18,0,0,133,123,148,93,66,85,12,5,528
POA4343,84,73,30,17,23,3,0,229,22,16,12,8,7,0,0,69,17,29,12,4,11,3,0,78,336,370,226,137,189,24,15,1289,0,0,0,0,0,0,0,4,454,484,288,175,231,31,15,1678,3,11,7,4,7,0,5,43,3,4,6,3,0,0,0,19,8,8,4,8,3,0,0,32,81,123,75,56,57,13,3,405,4,9,5,3,0,0,0,18,98,156,104,71,66,14,4,513,554,642,385,239,303,43,15,2190
POA4344,4,9,5,9,3,0,0,24,9,19,3,0,0,0,0,32,9,11,3,3,3,0,0,26,106,93,50,46,64,10,4,369,0,0,0,0,0,0,0,0,130,131,61,58,73,10,4,457,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,4,0,0,0,0,0,3,30,38,26,13,13,0,0,118,0,0,0,0,0,0,0,0,32,44,26,12,14,5,0,132,162,172,90,71,82,9,3,590
POA4345,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11
POA4346,0,0,3,0,0,0,0,12,0,5,3,4,0,0,0,14,3,3,5,0,0,0,0,10,35,51,22,4,20,0,0,135,0,0,0,0,0,0,0,0,45,60,29,9,23,0,4,172,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,5,10,10,3,0,3,0,0,22,0,3,0,0,0,0,0,3,6,13,5,0,7,0,0,37,50,71,38,8,27,0,4,207
POA4347,4,0,3,0,0,0,0,6,3,7,3,0,0,0,0,9,4,4,3,0,3,3,0,13,44,42,34,15,19,0,0,163,0,0,0,0,0,0,0,3,55,51,42,19,21,4,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,13,7,6,8,0,0,45,0,0,0,0,0,0,0,3,7,13,3,6,9,3,0,49,67,65,48,21,38,5,0,249
POA4350,888,730,409,245,288,94,35,2695,235,268,151,98,142,26,7,930,288,246,148,102,152,16,9,952,3574,3778,2016,1331,1678,289,116,12786,28,25,7,0,8,0,0,76,5017,5049,2734,1782,2265,429,163,17436,85,141,84,82,120,48,28,589,64,119,54,54,63,8,3,373,39,60,27,31,52,3,0,220,956,1291,777,536,716,104,45,4424,31,23,9,13,16,3,0,96,1179,1639,959,711,967,170,77,5701,6189,6695,3690,2498,3238,598,243,23138
POA4352,39,77,72,53,68,13,10,332,83,97,67,48,49,5,4,354,80,110,82,36,52,4,3,371,1449,1717,1011,627,750,126,43,5724,9,7,3,6,4,0,0,39,1659,2003,1237,772,927,152,63,6818,6,5,5,5,8,0,0,22,6,20,19,12,5,0,0,60,7,3,11,7,5,0,0,40,121,225,158,126,126,19,7,777,12,6,7,0,0,0,0,25,155,253,192,142,147,21,5,918,1813,2259,1429,912,1079,169,69,7736
POA4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,16,0,8,0,0,55,0,0,0,0,0,0,0,0,9,22,13,0,8,0,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,14,28,18,0,10,0,0,70
POA4354,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,3,3,4,0,0,0,0,7,52,57,26,15,22,3,3,185,0,0,0,0,0,0,0,0,57,62,34,20,22,6,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,18,23,16,3,12,0,0,69,0,0,0,0,0,0,0,0,19,27,19,9,15,0,0,74,72,83,49,28,36,6,3,279
POA4355,4,3,7,3,0,0,0,16,5,3,0,0,0,0,0,7,6,0,0,0,3,0,0,9,103,110,53,27,36,3,3,345,0,0,0,0,0,0,0,0,114,119,63,33,39,3,3,379,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,32,40,35,14,11,3,0,133,0,0,0,0,0,0,0,4,39,46,41,16,16,3,0,153,153,166,100,52,55,6,3,528
POA4356,10,14,5,3,6,0,0,38,4,6,7,3,3,0,0,31,11,8,6,3,0,0,0,36,235,266,142,92,117,15,9,875,3,3,3,0,0,0,0,8,267,299,165,104,128,15,9,984,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,7,0,3,0,0,17,31,61,34,29,25,6,0,184,7,4,0,0,0,0,0,9,39,69,45,28,28,8,0,212,312,362,209,129,164,14,4,1193
POA4357,12,6,14,6,4,0,0,41,0,0,7,0,3,0,0,8,0,0,4,0,0,0,0,9,99,99,69,28,37,0,0,335,0,0,0,0,0,0,0,0,116,110,83,35,44,0,0,393,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,23,15,10,14,0,0,81,0,0,0,0,0,0,0,0,24,25,21,9,14,0,0,89,138,135,102,44,61,0,0,477
POA4358,0,3,3,0,0,0,0,5,0,0,0,0,5,0,0,15,9,9,0,0,4,0,0,21,129,129,75,39,41,10,5,427,0,0,0,0,0,0,0,0,140,139,77,39,49,10,5,461,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,3,0,0,0,3,0,0,10,27,22,11,17,8,3,0,94,3,0,0,0,0,0,0,3,37,24,11,15,8,3,3,108,176,166,88,58,60,8,6,572
POA4359,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,12,69,54,32,15,35,13,3,216,0,0,0,0,0,0,0,3,74,57,37,20,37,9,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,11,5,4,3,0,0,40,0,0,0,0,0,0,0,0,13,11,6,4,0,3,0,46,91,71,45,19,46,12,4,280
POA4360,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,6,3,0,0,0,0,0,11,20,40,19,5,8,0,0,99,0,0,0,0,0,0,0,0,29,41,19,9,12,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,4,0,6,3,0,8,0,0,16,34,47,26,8,18,3,0,130
POA4361,7,11,4,3,4,0,0,27,0,6,3,3,4,0,0,15,7,3,7,0,5,0,0,24,85,115,70,45,50,3,5,374,0,0,0,3,0,0,0,6,99,126,86,56,66,9,5,444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,22,11,10,5,3,0,66,0,3,0,0,0,0,0,6,12,24,12,14,10,3,0,77,114,158,98,66,75,13,7,523
POA4362,4,9,0,0,0,0,0,15,6,3,4,3,3,0,0,21,3,4,0,0,3,0,0,7,91,102,57,45,49,3,0,355,0,0,0,0,0,0,0,0,104,117,67,51,62,5,0,408,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,3,0,0,0,0,9,20,30,11,6,14,3,0,83,0,0,0,0,0,0,0,0,24,36,14,10,12,3,0,99,134,152,79,64,75,7,0,502
POA4363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,21,26,23,6,14,0,0,94,0,0,0,0,0,0,0,0,24,30,23,6,14,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,5,4,3,3,3,0,0,13,26,32,21,11,18,3,0,119
POA4364,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,6,4,7,0,0,42,0,0,0,0,0,0,0,0,9,14,6,4,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,18,6,5,8,0,0,52
