POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA4074,60,36,32,3,9,4,140,17,11,7,3,0,0,42,17,12,10,0,4,0,52,19,7,14,0,10,0,54,20,23,17,7,13,5,79,36,40,21,8,6,0,119,45,44,30,18,14,0,148,36,60,32,15,20,0,163,55,78,31,7,13,0,187,70,107,43,18,16,3,251,55,121,17,12,11,0,221,106,209,65,17,20,6,428,56,126,26,6,4,0,227,51,92,24,4,3,0,175,55,173,56,11,10,0,312,85,190,66,15,11,3,365,26,46,14,4,0,0,96,21,32,11,0,0,0,70,24,49,28,6,3,0,112,852,1458,572,147,162,26,3221
POA4075,28,36,26,7,6,3,102,3,7,3,0,4,0,18,13,10,6,0,3,0,35,13,20,5,0,5,0,45,9,19,21,3,5,0,58,17,30,16,0,3,0,71,26,37,14,16,13,0,108,32,60,17,12,6,3,116,37,74,26,9,14,3,154,41,90,17,9,11,0,172,52,88,15,8,5,6,171,75,162,37,12,12,0,296,44,93,14,7,3,0,157,31,85,17,6,4,0,142,69,164,29,6,8,0,274,79,232,40,14,7,0,376,33,94,14,3,3,0,154,20,84,16,0,0,0,128,20,38,19,7,4,3,91,640,1428,350,122,108,25,2680
POA4076,0,3,0,0,3,3,12,0,0,3,0,0,0,3,3,0,0,0,3,0,8,0,3,0,0,0,0,3,0,3,0,0,0,0,8,6,14,6,0,7,0,31,9,15,8,3,3,0,38,11,10,9,3,5,0,30,12,27,0,8,3,0,46,11,23,3,0,3,0,39,6,20,0,0,0,0,28,11,11,5,0,3,0,39,3,5,0,0,0,3,11,4,3,0,3,0,0,8,7,7,3,0,0,0,19,3,17,5,0,0,0,23,0,4,0,0,0,0,3,0,3,0,0,0,0,4,4,9,0,0,0,0,20,98,165,50,23,29,9,363
POA4077,31,37,21,11,7,4,106,8,7,3,3,3,0,27,7,12,8,5,12,0,46,15,12,8,4,6,4,44,17,25,10,9,9,5,69,27,39,26,6,16,3,119,23,45,32,13,19,3,142,46,118,35,34,28,5,266,46,100,38,28,20,4,233,77,108,37,26,28,0,268,42,105,24,10,17,0,196,67,155,46,18,16,5,311,22,79,7,8,4,0,116,17,34,3,0,5,3,59,36,56,18,8,6,9,125,29,54,20,5,4,4,118,10,28,11,0,0,0,53,6,9,0,0,0,0,21,19,37,21,0,13,0,91,540,1048,369,185,209,49,2403
POA4078,42,24,25,3,5,0,107,15,13,6,3,3,0,32,20,16,14,0,7,0,61,16,18,7,0,3,3,50,24,17,11,12,25,0,92,34,30,26,8,12,0,125,48,64,29,21,20,0,184,56,111,53,30,21,3,274,65,131,45,20,29,4,287,80,181,58,18,31,0,373,60,145,45,9,12,0,269,103,211,75,22,30,9,449,47,112,23,4,16,0,202,22,69,20,7,0,0,125,41,118,55,12,7,0,235,55,95,53,10,8,0,218,9,32,12,3,0,0,54,10,12,9,3,0,0,38,31,46,33,3,11,0,121,778,1448,609,192,237,32,3287
POA4101,23,18,7,4,3,3,57,3,3,0,0,4,0,9,11,10,6,3,4,0,23,3,0,0,0,0,0,8,11,8,0,0,3,0,17,14,13,4,3,4,3,38,20,16,11,3,3,0,50,24,14,6,4,4,3,60,24,18,12,5,3,0,62,22,22,8,3,3,3,60,24,19,6,3,8,0,56,43,47,23,12,14,0,144,16,18,6,5,3,0,51,18,28,10,3,5,0,64,37,35,9,3,4,3,98,54,94,31,13,8,0,200,24,42,22,3,3,0,92,24,47,11,9,0,0,89,6,17,4,8,0,0,35,392,456,183,87,70,17,1213
POA4102,3,4,0,0,0,0,13,0,3,0,0,0,0,4,0,5,0,0,0,0,11,4,0,0,0,0,0,8,0,3,0,0,3,0,8,3,3,4,0,3,0,12,4,6,5,0,0,0,18,12,9,0,0,3,0,26,5,10,0,0,3,0,20,5,5,3,5,0,0,19,7,5,0,0,0,0,15,13,22,10,3,0,0,53,11,5,0,0,0,0,14,0,11,0,0,0,0,13,14,28,3,0,3,0,48,21,38,7,3,0,0,68,7,19,3,0,0,0,30,6,14,5,0,0,0,23,3,7,0,0,0,0,15,125,191,49,16,21,7,413
POA4103,16,16,6,3,7,0,45,0,4,0,0,0,0,5,3,6,3,0,0,0,12,5,3,0,0,0,0,8,3,10,3,0,4,0,23,14,14,11,0,7,0,36,14,23,10,3,3,0,54,16,14,9,8,7,0,47,23,15,9,4,0,0,56,23,35,10,7,3,0,88,30,26,9,5,0,0,68,44,55,13,9,7,3,133,22,21,6,3,0,0,52,25,33,3,0,0,0,68,42,61,7,7,3,0,124,69,86,20,4,8,3,182,17,29,7,0,0,0,48,12,20,7,0,0,0,42,3,23,0,3,3,0,34,397,488,135,50,40,17,1132
POA4104,9,9,4,0,0,0,23,0,0,0,0,0,0,0,5,4,0,0,0,0,10,3,4,7,0,0,0,13,3,0,0,0,0,0,5,3,6,3,0,0,0,10,7,12,3,0,0,0,21,8,13,5,0,7,0,27,14,19,3,0,3,0,35,19,9,8,3,0,0,45,12,9,0,0,0,0,21,17,15,5,3,0,0,48,13,10,3,0,0,0,24,10,9,4,3,3,0,25,14,22,9,0,3,0,47,23,38,11,0,0,0,79,9,19,9,3,0,0,37,8,31,6,0,0,0,48,9,13,0,0,0,0,26,172,235,88,25,28,10,543
POA4105,13,10,13,0,3,0,42,5,0,0,0,0,0,10,14,8,0,0,0,0,20,3,7,8,0,3,0,27,15,8,3,5,0,0,36,11,14,10,3,3,0,44,12,15,14,3,6,3,57,26,42,14,0,0,0,83,19,34,6,3,12,3,80,37,49,17,5,0,3,116,51,47,7,3,4,0,113,57,82,19,8,5,0,173,24,49,0,0,3,0,72,24,26,3,0,0,0,64,43,89,10,0,7,0,147,50,118,13,0,3,0,179,13,38,4,0,0,0,56,9,19,11,0,0,0,37,9,19,8,3,0,0,44,445,682,177,40,53,12,1399
POA4106,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,4,4,0,0,0,10,7,5,0,0,3,0,10,5,4,0,4,0,0,15,11,7,3,3,0,0,25,10,7,0,0,0,3,18,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,12,49,43,15,14,8,3,130
POA4107,6,4,3,0,0,0,15,0,3,0,0,0,0,3,4,3,3,0,3,0,8,4,4,4,0,3,0,14,3,9,4,0,0,0,22,8,12,0,9,4,0,30,7,18,8,3,0,0,35,10,21,9,3,3,0,44,6,21,10,7,3,0,54,11,27,9,4,3,0,57,10,35,11,3,3,0,54,46,64,9,3,3,3,133,19,35,3,0,0,0,58,10,22,3,0,0,0,42,26,39,3,3,0,0,75,16,40,3,3,0,0,70,10,8,0,0,0,0,12,0,3,0,0,0,0,8,10,11,7,3,4,0,32,209,382,89,43,35,8,769
POA4108,6,4,3,0,3,0,18,0,0,0,0,0,0,0,6,5,4,0,0,0,16,0,0,0,0,0,0,9,12,3,6,4,3,3,25,4,5,3,0,0,0,13,6,10,6,3,0,0,24,8,13,5,0,11,0,44,13,12,3,0,3,0,40,17,26,11,0,0,0,56,7,18,3,7,3,0,45,17,22,5,0,0,0,43,4,7,0,0,0,0,17,11,14,6,0,0,0,22,5,17,0,0,0,0,25,6,18,5,0,0,0,29,5,3,0,0,0,0,10,0,3,0,0,0,0,0,4,3,0,0,0,3,14,122,184,63,28,34,8,445
POA4109,68,69,53,12,12,3,209,12,7,3,3,0,0,27,23,12,22,0,6,3,64,7,13,11,7,11,0,49,21,31,20,5,11,0,82,29,42,26,13,18,0,127,37,61,43,11,11,0,164,61,67,36,17,15,0,198,68,72,25,15,16,3,199,51,99,36,14,11,0,205,39,73,21,7,12,3,160,99,179,56,16,16,7,367,23,46,16,8,0,0,109,33,62,19,7,8,0,126,46,99,26,8,15,3,202,76,131,52,20,12,3,300,31,53,12,3,6,5,106,16,24,12,6,4,0,67,31,41,19,9,12,0,107,767,1183,512,170,188,49,2870
POA4110,12,6,7,3,0,0,29,3,0,7,0,0,0,16,7,0,9,0,0,0,19,3,0,3,3,0,0,12,11,8,9,3,4,0,26,10,8,6,4,4,0,40,11,25,15,8,6,0,66,25,31,18,7,6,0,86,27,51,12,7,3,0,99,50,49,24,6,12,3,143,25,28,9,3,4,0,71,40,73,18,10,0,0,143,15,31,9,7,0,0,63,15,31,3,3,0,0,49,18,48,10,3,9,0,89,13,45,13,3,0,0,73,6,13,6,0,0,0,28,4,7,7,0,3,0,13,8,12,8,3,3,0,32,304,467,182,66,60,10,1095
POA4111,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,10,4,3,3,0,0,0,12,4,0,0,0,0,0,4,0,3,0,0,0,0,3,3,6,3,0,0,0,12,3,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,8,0,8,0,0,0,0,7,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,42,15,6,3,3,91
POA4112,17,14,13,0,5,0,52,3,4,0,0,0,0,11,4,8,5,0,0,0,21,3,5,3,0,3,0,14,6,9,5,0,0,0,24,8,17,9,0,3,0,37,13,22,9,3,0,0,50,12,24,13,3,3,0,58,17,20,12,0,0,0,53,12,41,7,5,0,0,65,7,18,14,3,6,0,54,32,65,15,8,9,0,127,11,33,3,4,0,0,51,14,21,5,5,0,0,54,14,68,12,3,0,0,97,23,57,13,4,5,3,107,7,18,4,0,0,0,38,5,4,4,0,0,0,22,10,16,5,0,0,0,30,233,466,159,47,41,6,947
POA4113,52,56,30,4,19,3,155,8,8,10,0,0,0,27,15,21,15,3,4,0,60,9,14,7,4,0,0,34,20,18,13,3,16,0,76,31,36,12,4,12,0,88,48,71,32,9,19,3,177,50,89,45,13,21,7,215,55,103,30,14,22,3,223,69,131,23,14,18,0,257,48,84,17,17,10,4,177,90,174,47,22,22,10,367,24,60,17,3,9,0,111,34,58,10,9,4,0,110,57,106,32,10,5,0,201,53,144,35,0,7,0,250,19,41,19,0,3,0,83,22,22,7,5,3,0,55,31,53,25,7,5,0,113,727,1276,430,137,202,39,2799
POA4114,17,12,8,3,3,0,42,7,8,3,0,0,5,20,13,3,4,3,9,0,41,14,9,10,4,5,0,48,26,27,21,9,13,7,95,34,35,26,10,19,3,126,49,65,36,22,12,0,185,58,88,47,23,22,9,245,71,108,27,24,19,4,246,58,105,30,24,22,0,249,26,42,17,8,6,0,103,23,37,20,8,10,3,98,0,4,4,3,3,0,20,0,4,0,0,0,0,8,7,16,8,3,8,0,42,6,11,8,3,4,0,37,0,5,0,0,0,0,7,4,3,0,0,0,0,8,21,16,14,6,11,3,79,442,598,284,160,160,35,1684
POA4115,37,33,21,5,4,3,99,9,3,4,0,0,0,25,22,13,0,3,7,0,49,9,5,11,3,0,0,33,22,20,19,10,6,3,82,26,33,20,7,6,3,102,34,46,38,6,9,3,136,35,91,28,14,9,0,178,45,81,42,6,15,0,197,56,137,48,11,11,0,269,49,98,22,14,9,3,188,91,204,69,21,15,3,403,33,106,26,8,0,4,173,26,74,17,3,3,3,125,65,159,39,8,8,3,280,46,137,42,8,3,4,233,8,21,10,0,3,0,48,5,17,7,0,0,0,33,26,32,25,3,10,0,94,660,1310,482,132,129,34,2741
POA4116,40,36,22,8,5,3,116,12,11,3,3,0,0,26,22,14,6,0,3,0,46,19,11,12,3,3,0,44,18,20,21,8,4,0,69,15,27,12,0,6,3,70,44,75,37,11,11,0,182,75,94,39,7,9,5,240,61,114,38,11,12,4,242,92,145,40,19,16,3,314,67,117,26,7,5,3,228,90,209,69,10,20,11,408,39,109,22,11,12,0,192,43,99,25,11,5,5,190,70,153,54,8,10,3,299,88,141,66,11,15,3,323,33,55,25,4,8,3,123,15,30,20,0,0,0,65,16,53,35,0,4,3,117,859,1526,567,133,153,52,3295
POA4117,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,4,3,6,3,3,0,0,10,0,11,5,0,0,0,18,9,7,3,0,0,0,23,4,13,0,0,0,0,20,7,19,3,0,0,0,33,6,6,3,0,0,0,18,3,3,0,0,0,0,7,6,8,3,0,0,0,19,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,6,46,94,25,13,6,4,187
POA4118,40,17,25,3,9,3,94,15,4,6,6,7,3,47,22,8,8,6,14,0,61,19,12,23,0,11,0,64,37,26,20,14,10,0,105,51,50,36,9,21,0,175,84,88,59,19,29,0,274,101,122,84,29,27,7,372,82,170,88,31,20,4,393,149,254,62,23,35,3,526,122,215,46,21,19,0,418,147,246,99,30,22,3,547,52,78,36,3,8,0,178,24,39,25,8,7,0,102,53,85,43,8,6,0,202,32,79,36,5,4,0,159,15,24,14,3,6,0,69,11,7,3,3,3,0,24,47,70,45,10,9,0,175,1102,1597,746,235,263,32,3980
POA4119,8,6,14,8,0,0,36,0,3,0,0,0,0,3,8,7,4,0,0,0,24,3,3,0,0,0,0,11,7,5,7,0,3,0,18,14,8,3,3,3,0,28,7,17,6,3,0,0,32,23,19,12,4,3,0,61,18,30,10,8,6,0,75,23,35,11,3,3,0,78,6,33,11,3,4,0,57,28,61,11,3,7,0,122,20,27,4,0,0,0,52,10,33,3,0,0,0,42,16,47,6,4,5,3,71,20,41,14,0,0,0,71,6,11,7,0,0,0,20,5,6,3,0,0,0,20,3,15,4,3,3,0,27,236,406,117,37,46,10,856
POA4120,5,8,4,3,0,0,24,0,3,0,0,0,0,6,7,3,0,0,0,0,14,3,0,0,0,0,0,11,5,3,0,0,0,0,5,4,3,3,0,4,0,18,13,15,4,3,0,0,34,21,14,9,5,0,0,50,21,20,3,3,6,3,49,17,18,3,3,3,0,42,16,12,6,0,5,0,39,28,44,9,5,3,0,90,11,15,0,0,0,0,29,18,18,0,3,0,0,33,22,26,9,0,0,0,60,25,66,8,3,3,0,115,8,28,0,0,0,0,44,9,13,3,0,0,0,25,10,11,0,3,0,0,21,236,320,76,33,33,13,709
POA4121,37,33,19,7,10,0,106,11,13,5,5,0,0,30,18,13,5,0,3,0,45,8,6,8,4,4,0,32,24,35,18,6,3,0,80,23,42,17,0,8,0,94,25,50,36,8,10,3,122,28,53,31,6,8,0,136,38,97,27,8,12,0,177,36,90,18,9,6,3,165,39,75,21,10,7,0,152,71,188,53,8,12,0,329,46,87,9,5,4,0,154,44,95,9,4,3,0,156,102,217,29,12,9,4,374,132,325,50,12,12,9,533,47,115,13,4,4,3,184,30,73,10,9,3,0,123,30,56,21,3,8,3,122,786,1665,399,124,117,37,3125
POA4122,55,65,35,11,10,0,179,6,15,5,0,4,0,37,24,34,21,3,3,0,88,13,30,10,0,9,0,63,25,46,37,5,9,0,125,28,53,31,6,17,0,146,50,93,52,18,12,0,225,70,115,54,17,19,3,285,62,123,33,19,16,0,256,87,149,45,25,21,3,338,80,154,43,16,14,0,302,150,277,78,31,21,4,571,95,166,24,14,7,0,306,76,134,27,4,8,0,249,149,270,60,14,15,7,507,111,292,65,15,19,3,502,38,71,29,3,0,0,141,18,34,5,0,0,0,66,48,75,28,9,7,3,167,1193,2206,675,205,218,46,4541
POA4123,37,23,13,6,3,0,86,8,3,0,0,0,0,15,14,10,8,3,0,0,39,14,8,6,3,6,0,38,34,17,16,3,7,0,75,31,27,22,3,3,0,90,37,37,31,6,11,0,120,48,79,27,8,9,0,173,45,75,35,10,13,0,184,72,133,36,17,21,0,275,48,128,20,7,18,4,226,101,201,50,7,13,0,378,61,89,16,3,3,3,169,31,63,7,7,0,4,115,58,116,24,4,4,0,203,64,125,25,3,9,0,226,23,33,17,0,0,0,79,11,24,6,0,3,0,45,22,28,14,3,3,0,68,766,1230,374,94,123,14,2606
POA4124,20,14,14,9,5,0,62,8,9,6,3,3,0,27,16,5,19,3,3,0,45,11,13,11,3,4,0,47,28,21,17,3,8,4,85,35,28,30,4,6,0,106,45,59,32,7,11,0,157,66,88,43,12,22,5,231,47,96,45,23,13,3,220,72,172,48,19,16,4,333,56,117,41,22,11,3,254,75,187,61,15,5,5,341,44,103,23,3,9,0,173,30,87,21,5,0,0,140,86,169,53,18,3,0,328,88,154,45,14,7,0,303,18,20,10,8,3,0,60,5,11,8,0,0,0,32,43,62,32,9,4,0,156,790,1408,562,174,131,25,3086
POA4125,15,11,9,0,0,0,32,3,3,3,0,0,0,10,4,0,6,0,0,0,16,9,0,4,0,0,0,15,13,11,8,3,3,0,29,9,7,12,0,0,0,30,8,10,17,0,0,0,42,16,25,17,4,3,0,63,16,29,24,0,3,0,69,9,29,18,3,6,0,70,13,27,9,0,5,0,55,38,39,29,4,3,0,115,14,24,9,0,0,0,50,8,15,14,0,0,0,39,21,47,13,3,7,0,95,18,26,12,3,5,0,62,3,3,11,0,0,0,19,5,3,0,6,0,0,11,13,20,13,3,3,0,47,228,336,232,29,37,3,878
POA4127,39,27,13,12,9,0,100,9,8,3,0,5,0,26,23,20,12,7,4,0,63,26,6,11,3,3,0,45,41,22,11,0,5,3,82,49,33,30,10,16,4,141,46,62,40,8,22,0,188,89,97,43,24,21,0,275,77,129,39,18,26,0,283,78,141,49,25,20,6,318,79,142,33,16,15,5,287,102,161,56,19,16,4,363,40,87,19,5,5,0,159,27,47,21,9,7,0,105,43,100,19,5,13,0,182,45,72,33,3,7,0,166,8,28,9,3,0,0,46,9,19,10,4,0,0,40,36,41,25,3,9,3,114,875,1229,472,167,206,29,2984
POA4128,30,12,8,8,3,0,55,16,4,5,0,0,0,24,12,14,9,0,3,0,42,19,7,5,0,0,0,34,23,15,17,0,3,4,66,20,28,29,9,9,3,94,40,25,23,11,3,0,104,59,53,35,9,18,3,182,51,82,44,12,16,0,199,82,100,53,16,14,3,257,48,105,25,22,14,3,215,107,174,67,11,12,0,368,52,68,28,12,7,0,165,38,81,27,7,0,0,147,64,121,35,3,19,0,232,50,103,37,7,9,0,206,17,31,10,0,0,0,61,4,11,10,3,0,0,24,38,33,18,6,6,0,102,758,1055,486,128,139,20,2581
POA4129,6,3,3,3,0,0,15,3,0,0,0,0,0,6,3,3,3,0,0,0,10,8,3,4,0,4,0,10,5,7,5,0,3,0,19,6,13,5,3,3,0,28,23,22,0,5,5,0,56,21,30,11,6,8,0,79,28,36,15,7,13,0,90,27,71,21,7,6,0,136,26,59,9,3,3,0,100,36,57,9,6,3,0,108,10,40,10,0,0,0,58,5,14,8,0,0,0,30,17,26,9,0,3,0,57,10,13,9,3,3,0,37,4,0,0,0,0,0,6,0,0,0,0,0,0,5,4,12,6,3,3,0,33,250,403,124,53,58,8,891
POA4130,19,16,5,0,0,0,47,0,0,8,0,0,0,9,8,3,3,3,3,0,16,8,3,5,0,3,0,21,10,7,9,0,7,0,33,17,10,15,3,3,0,47,16,19,22,3,5,0,58,19,13,23,3,8,3,67,21,28,13,6,13,3,88,28,47,23,8,6,0,114,29,26,18,3,9,5,87,39,70,40,8,3,4,156,24,36,10,0,3,0,78,23,34,6,4,0,3,70,39,66,23,4,4,0,145,50,95,40,3,7,0,188,10,28,11,3,0,0,53,12,16,4,0,3,0,38,14,25,20,0,3,0,54,380,536,302,60,86,17,1380
POA4131,11,7,0,0,3,0,17,3,0,0,0,0,0,6,7,4,7,0,3,0,23,8,7,3,3,0,0,18,12,14,3,3,0,0,33,15,10,5,0,3,3,39,13,16,11,7,3,0,51,24,42,10,9,10,0,94,18,51,9,4,7,3,101,25,56,16,7,8,0,116,20,34,14,8,8,0,79,22,49,13,7,11,4,104,10,20,7,0,3,0,39,7,9,4,0,0,0,13,9,18,4,0,3,0,34,9,15,0,0,3,0,27,11,5,3,0,0,0,13,0,3,3,0,0,0,5,0,4,3,3,3,0,17,217,352,130,55,65,12,835
POA4132,12,9,10,7,3,0,35,11,0,3,0,6,0,20,17,12,10,4,6,0,48,19,10,8,0,4,0,37,18,20,22,6,10,0,79,34,38,29,7,11,0,129,43,45,27,20,18,3,167,65,125,39,41,23,5,296,79,167,37,33,22,4,354,94,183,61,37,26,7,409,44,126,38,11,16,0,244,55,97,35,18,10,3,219,13,28,13,4,0,0,64,3,5,6,3,0,0,25,20,34,8,5,0,0,70,11,24,7,0,0,0,38,3,3,5,0,0,0,14,0,8,4,0,0,0,9,33,35,18,3,4,0,92,588,969,388,207,170,33,2349
POA4133,20,16,10,4,11,0,58,6,0,3,0,0,0,11,16,3,8,3,6,0,33,10,3,7,0,0,0,19,21,17,8,0,6,0,45,23,21,18,6,11,3,78,26,30,27,4,13,4,102,41,61,21,16,9,0,150,50,68,19,18,13,0,175,53,82,22,18,9,4,186,45,82,20,10,6,0,159,74,120,36,12,3,0,239,35,66,13,4,3,0,120,18,35,7,0,3,0,56,26,45,21,6,0,0,102,28,47,23,4,3,0,96,12,10,3,0,0,0,31,6,3,4,3,0,0,17,24,28,6,10,6,0,78,509,732,281,113,100,19,1757
POA4151,15,10,8,3,0,0,41,0,10,0,0,0,0,12,7,8,8,4,0,0,30,0,9,5,4,0,0,23,6,15,8,0,6,0,27,11,16,5,3,5,0,40,15,23,13,0,3,0,52,22,26,12,6,3,0,72,23,26,5,6,4,0,70,42,40,10,4,7,0,99,32,19,11,0,4,0,63,52,88,20,6,6,3,170,12,20,4,9,0,0,48,20,37,3,4,0,0,66,39,60,10,10,0,0,121,69,143,27,4,4,0,252,30,75,11,0,3,0,117,17,64,19,0,0,0,99,14,33,8,3,3,0,64,436,708,186,63,56,16,1471
POA4152,64,79,42,12,11,3,205,10,15,16,0,3,0,50,21,27,17,0,4,0,75,14,25,15,4,8,0,67,16,29,26,5,7,0,86,45,51,29,12,14,3,150,50,80,55,7,14,0,217,63,92,38,25,20,3,241,64,101,47,19,26,3,259,74,126,66,17,15,9,309,74,121,45,12,14,4,272,155,270,77,28,27,7,554,81,135,45,3,4,0,266,88,127,35,9,6,4,270,150,265,75,12,16,6,526,177,517,114,23,12,7,849,51,173,36,12,4,0,282,46,106,31,10,6,0,201,36,72,42,6,10,7,183,1274,2413,855,227,234,57,5051
POA4153,6,4,4,0,0,0,15,0,3,0,0,0,0,7,3,3,7,0,0,0,8,3,3,6,0,0,0,6,3,4,5,0,0,0,14,4,5,4,0,0,0,14,10,7,9,0,0,0,26,0,14,9,3,8,0,33,5,17,9,0,3,0,37,6,22,9,0,3,0,40,13,18,4,0,0,0,33,16,27,19,3,8,0,74,3,25,4,0,0,0,38,3,12,0,0,5,0,22,19,37,6,0,0,0,66,10,49,8,6,0,0,72,3,17,6,0,0,0,25,5,21,6,3,0,0,31,6,10,9,0,0,0,22,127,297,116,25,29,5,599
POA4154,15,23,5,3,0,0,52,5,6,3,0,0,0,11,3,3,3,0,0,0,9,0,4,0,0,0,0,4,7,23,3,0,0,0,39,7,17,7,3,3,0,39,9,22,6,4,3,0,55,16,30,14,4,9,3,68,11,41,9,3,6,0,68,21,47,10,6,3,0,90,18,44,5,6,0,0,75,26,103,26,4,3,5,171,10,61,13,3,3,0,91,23,56,7,5,3,0,98,38,132,25,4,3,0,201,51,257,46,0,5,0,368,20,67,18,3,3,0,113,13,49,12,3,0,0,73,14,42,13,3,3,3,70,303,1030,224,58,53,11,1684
POA4155,9,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,3,0,0,0,8,0,3,3,0,0,0,8,0,0,0,0,0,0,0,4,6,4,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,3,0,0,0,12,0,14,9,3,0,0,25,3,16,3,0,0,0,20,7,24,5,0,0,0,39,0,6,0,0,0,0,8,33,82,44,6,4,0,167
