POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA4230,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,7,3,0,0,0,0,5,5,0,0,0,3,0,12,4,0,0,0,0,0,8,0,0,0,0,0,0,5,3,7,3,0,0,0,12,0,0,4,0,0,0,3,0,3,0,0,0,0,4,0,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,35,19,12,8,4,0,75
POA4270,8,7,8,0,0,0,22,3,0,0,0,0,0,3,9,0,4,0,0,0,16,3,3,0,0,0,0,6,4,3,3,0,0,0,13,11,4,3,0,0,0,22,13,10,5,4,0,0,31,13,11,12,4,5,0,49,14,15,8,3,3,0,42,23,16,6,3,3,0,52,21,23,4,0,3,0,49,25,32,15,6,8,0,76,14,21,3,0,0,0,38,8,13,8,3,0,0,28,28,37,13,3,0,0,81,31,47,16,3,0,0,100,11,10,8,0,0,0,30,9,0,0,0,0,0,8,16,11,5,3,0,0,27,257,266,121,35,19,0,704
POA4271,8,0,0,0,0,0,7,0,0,0,0,0,0,3,6,0,0,0,3,0,5,3,0,0,0,0,0,8,5,3,0,3,6,0,14,11,4,3,0,0,0,15,12,12,3,0,0,0,31,18,9,4,3,4,0,42,6,16,0,3,0,0,29,9,17,0,3,5,0,36,12,16,9,0,0,0,41,18,23,5,3,3,0,55,5,9,0,0,0,0,17,3,4,0,0,0,0,12,13,12,4,0,0,0,27,14,9,3,0,0,0,24,0,3,0,0,0,0,5,4,0,3,0,0,0,10,6,7,4,0,0,0,16,148,147,44,20,19,0,386
POA4272,10,4,3,0,0,0,19,3,0,3,0,0,0,13,4,0,4,0,0,0,7,5,6,0,0,0,0,8,9,5,3,0,0,0,15,13,4,0,4,3,0,19,12,5,4,0,3,0,33,21,11,8,3,3,0,41,20,12,6,0,0,0,41,14,23,3,4,3,0,39,12,21,7,0,0,0,41,13,25,11,4,3,0,56,8,14,0,0,0,0,26,9,14,0,0,0,0,28,20,27,6,0,0,0,56,25,18,7,3,0,0,54,11,3,3,0,0,0,16,3,0,3,0,0,0,10,12,8,3,0,0,0,16,226,205,80,21,16,0,549
POA4275,4,0,0,4,0,0,16,3,0,0,0,0,0,3,9,3,3,0,0,0,11,3,0,0,0,0,0,8,7,0,3,0,0,0,14,6,8,0,0,3,0,12,11,10,8,3,0,0,26,9,15,8,3,0,0,32,8,14,5,0,5,0,33,12,16,10,3,0,0,38,5,18,3,4,0,0,34,14,36,6,0,3,0,57,8,19,4,0,0,0,32,8,6,3,0,0,0,17,17,18,3,0,0,0,48,17,16,6,3,0,0,40,3,5,3,0,0,0,11,5,0,4,3,0,0,5,8,10,5,0,7,0,31,153,193,75,25,23,0,472
POA4280,22,7,15,10,3,0,59,5,3,0,0,0,0,8,20,5,6,0,0,0,38,6,9,3,0,0,0,24,16,16,17,6,3,0,50,32,21,24,4,7,0,97,37,37,24,14,11,0,128,52,64,43,15,15,0,184,63,78,32,10,6,0,190,65,116,48,24,8,3,268,70,152,32,19,4,0,283,110,182,71,21,13,3,401,57,127,22,10,11,0,223,43,71,25,6,6,0,156,72,154,43,13,14,0,294,55,90,38,15,9,3,212,11,28,4,3,0,0,45,3,6,3,0,0,0,19,36,53,36,14,7,0,146,792,1225,501,173,120,16,2833
POA4285,21,7,10,3,3,0,51,4,3,6,0,3,0,13,14,4,8,4,3,3,37,16,7,4,0,0,0,28,34,22,15,3,9,0,87,31,33,15,3,8,0,93,52,41,45,9,9,0,166,64,78,29,9,12,0,197,73,87,26,16,16,0,219,63,106,50,22,11,3,262,56,97,33,12,11,0,213,87,140,44,22,11,0,296,53,91,18,3,3,0,177,31,43,22,3,0,0,101,68,121,29,6,0,3,220,33,70,26,5,0,0,130,14,22,5,3,3,0,47,14,12,3,3,0,0,26,46,40,19,12,6,0,124,777,1031,420,148,104,9,2489
POA4287,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,0,0,0,0,4,3,0,0,0,0,0,8,0,6,0,0,0,0,5,0,7,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,4,29,26,5,3,4,0,62
POA4300,43,38,30,9,6,0,132,17,5,8,3,3,0,41,24,21,17,6,12,0,83,35,17,14,9,10,0,87,48,45,26,16,14,3,155,66,82,48,18,21,6,234,91,138,64,14,29,8,346,122,201,79,49,34,10,482,138,291,72,47,32,9,591,217,353,98,54,34,5,758,154,343,64,37,18,0,617,245,482,118,34,22,0,905,107,240,48,21,6,4,429,51,136,28,5,3,3,235,100,304,76,13,7,3,506,93,244,83,11,15,4,453,33,74,28,3,4,0,130,20,46,10,4,0,0,79,59,91,54,13,16,3,240,1659,3150,957,370,306,62,6504
POA4301,17,16,5,8,10,0,54,7,3,5,3,3,0,22,14,7,8,0,3,3,40,16,11,9,0,8,0,45,26,17,14,4,9,0,71,38,34,33,9,23,0,139,61,65,36,19,11,4,182,74,151,37,29,26,0,317,86,160,33,37,15,0,327,116,227,55,27,16,4,446,50,128,29,24,11,3,242,57,101,39,13,4,3,210,10,38,12,3,3,0,76,4,13,7,0,0,0,29,31,27,10,7,5,0,75,22,21,11,3,6,0,63,3,4,5,0,5,0,13,3,9,0,0,0,0,13,27,35,19,11,0,0,92,659,1054,363,200,150,24,2444
POA4303,5,0,0,0,3,0,10,0,0,0,0,0,0,3,3,0,0,3,5,0,9,3,0,0,0,0,0,8,5,3,3,0,0,0,14,10,7,0,3,0,3,19,7,8,10,5,0,0,35,18,13,5,8,12,3,53,10,10,3,3,4,0,27,3,7,6,0,0,0,18,3,7,0,3,4,0,13,0,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,8,77,73,38,25,33,5,247
POA4304,17,0,8,3,0,0,29,7,0,8,0,3,0,21,17,5,9,0,0,0,35,6,12,10,0,5,0,28,16,14,11,3,5,0,57,35,30,15,7,5,0,99,50,67,23,21,13,3,188,69,108,30,21,23,3,245,64,109,36,13,15,4,239,58,89,19,17,11,0,196,34,46,15,9,6,0,111,22,48,13,7,0,3,96,5,12,3,0,0,0,21,3,3,0,0,0,0,5,17,5,6,0,0,0,29,10,4,9,3,3,0,35,3,0,0,0,0,0,7,0,0,0,0,0,0,4,14,16,9,0,3,5,53,453,572,233,110,103,17,1490
POA4305,62,27,42,6,18,3,152,31,12,10,3,5,0,66,55,18,25,11,24,0,127,40,26,22,4,20,3,115,58,68,49,10,22,3,213,109,121,73,21,29,3,365,149,204,90,51,50,3,542,240,313,123,70,51,7,808,219,372,102,52,49,6,803,221,393,108,56,34,10,815,126,226,70,22,17,3,462,139,262,74,24,13,9,515,43,95,33,9,4,0,181,21,44,23,3,3,0,94,51,106,27,10,3,0,199,47,78,26,12,7,0,166,14,15,5,0,4,0,39,3,9,3,0,0,0,22,48,82,48,11,12,4,209,1677,2463,948,385,365,49,5892
POA4306,53,39,27,11,6,3,131,27,5,7,0,4,0,46,41,23,23,3,6,4,98,30,21,20,8,4,0,85,57,40,39,8,12,0,150,71,71,47,16,12,0,220,88,98,57,24,15,0,292,100,162,84,16,18,4,385,100,146,58,21,24,4,355,117,240,78,31,29,4,501,97,181,49,14,8,0,360,183,328,83,17,13,5,634,84,151,51,11,4,0,305,55,111,29,7,3,0,204,103,239,64,8,6,3,431,134,216,71,18,6,0,447,34,52,19,0,3,0,107,20,29,10,0,8,0,65,61,105,50,18,16,0,250,1452,2257,879,241,198,31,5056
POA4307,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,8,3,0,0,0,0,0,4,4,5,7,0,0,0,16,10,3,0,0,0,0,12,4,5,0,0,0,0,11,3,8,0,0,3,0,20,6,9,3,0,0,0,17,4,7,3,0,0,0,11,0,4,0,0,0,0,7,0,11,7,0,0,0,16,3,6,0,0,0,0,13,3,6,0,0,0,0,11,0,6,3,0,0,0,11,6,8,0,0,0,0,11,3,3,0,0,0,0,4,0,0,0,0,0,0,7,0,5,3,0,0,0,10,61,77,27,13,9,0,185
POA4309,14,0,0,0,3,0,19,5,0,0,0,0,0,7,0,0,0,0,0,0,7,3,4,0,0,0,0,6,10,4,0,0,0,0,21,5,9,6,0,0,0,20,9,15,3,3,0,0,26,4,17,3,3,4,0,38,8,18,3,0,0,0,29,5,22,4,4,0,0,29,5,7,5,0,0,0,14,12,14,7,4,0,0,31,0,11,0,0,0,0,14,3,0,0,0,0,0,3,3,8,3,0,0,0,17,5,15,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,4,13,3,0,0,3,0,22,104,157,39,17,15,0,322
POA4310,12,3,3,0,0,0,15,8,0,0,0,0,0,7,12,3,4,0,0,0,25,11,5,3,3,0,0,22,16,4,9,3,3,0,34,7,16,10,0,0,0,37,16,32,10,0,9,0,69,18,28,7,0,3,0,63,13,23,3,6,0,0,51,15,34,7,4,3,0,60,11,19,3,0,0,0,35,18,23,9,0,0,0,49,8,10,3,3,0,0,23,0,3,0,0,0,0,3,12,20,3,0,0,0,40,11,18,5,0,0,0,32,4,3,0,0,0,0,11,0,5,0,0,0,0,4,3,5,3,0,3,0,21,205,261,82,26,31,4,602
POA4311,25,0,4,9,3,0,36,6,0,0,0,0,0,7,18,3,6,0,3,0,30,15,6,12,5,3,0,42,22,19,6,8,3,0,61,35,23,13,11,3,4,87,42,31,15,9,9,0,106,33,50,20,13,8,3,125,47,54,13,10,3,0,127,52,53,15,10,0,0,122,23,45,17,3,6,0,90,33,34,6,3,0,0,89,12,22,8,0,0,0,43,7,7,0,0,0,0,17,19,30,13,5,0,0,66,17,14,7,0,3,0,48,7,7,0,0,0,0,12,3,3,0,0,0,0,11,27,20,12,0,3,0,60,433,421,178,82,49,6,1171
POA4312,5,0,0,0,0,0,13,5,0,0,0,0,0,5,4,0,3,0,0,0,10,4,3,0,0,0,0,11,7,6,3,0,0,0,19,13,9,0,3,0,0,24,10,5,4,3,3,0,34,9,15,0,0,0,0,33,14,11,0,0,0,0,22,13,11,6,0,0,0,25,12,3,3,0,0,0,17,9,4,0,0,0,0,16,0,0,0,0,0,0,6,0,3,0,0,0,0,8,3,0,0,0,0,0,8,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,0,0,10,131,77,23,19,7,3,267
POA4313,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,6,12,7,0,0,3,0,22,18,8,3,0,3,0,26,6,5,3,0,0,0,20,14,9,3,3,3,0,31,10,7,0,0,0,0,15,9,7,3,0,0,0,19,4,3,0,0,0,0,14,0,7,0,0,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,8,3,0,0,0,15,94,79,27,11,13,0,220
POA4340,5,0,0,0,3,0,14,3,0,0,0,0,0,3,7,0,7,0,3,0,15,4,0,0,0,0,0,11,13,6,4,0,3,0,30,16,8,15,0,0,0,41,16,7,5,7,4,0,44,21,28,8,3,4,0,60,20,24,13,9,3,0,72,24,30,12,0,3,0,65,6,18,3,0,0,0,28,9,20,3,0,0,0,38,3,7,3,0,0,0,17,3,3,0,0,0,0,6,14,15,9,0,0,0,34,8,13,7,3,0,0,37,4,0,3,0,0,0,5,3,0,0,0,0,0,8,8,7,3,3,0,0,22,177,197,102,38,30,3,550
POA4341,19,3,3,4,5,3,40,4,3,3,0,0,0,13,21,9,8,3,4,0,45,23,8,7,0,9,0,39,35,19,10,3,4,0,79,40,26,14,7,9,0,96,47,39,19,11,14,0,138,83,97,20,14,9,3,231,59,75,21,14,7,0,180,71,115,29,10,6,0,231,43,84,17,14,7,0,160,76,99,33,13,6,0,226,24,34,4,3,3,0,70,11,19,7,0,0,0,36,32,53,10,5,0,0,103,22,22,10,0,0,0,57,5,8,3,0,0,0,18,0,6,0,0,0,0,11,33,22,14,3,4,3,77,652,731,237,121,87,20,1846
POA4342,3,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,8,6,0,0,0,0,0,11,8,3,4,3,3,0,18,5,3,0,0,0,0,12,7,20,3,3,0,0,36,13,18,10,0,3,0,44,7,6,0,0,0,0,21,9,12,7,0,0,0,20,12,5,4,0,0,0,23,9,5,6,4,3,0,23,5,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,3,3,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,3,3,3,0,0,14,98,95,44,13,10,3,272
POA4343,16,6,3,0,3,0,25,0,0,0,0,0,0,3,4,4,0,3,5,0,21,12,3,4,0,3,0,21,11,14,15,3,3,0,41,24,21,9,8,6,0,66,28,37,6,3,3,0,78,29,34,22,3,8,3,101,18,42,16,4,3,0,85,25,63,10,3,5,0,110,17,50,7,3,0,0,85,27,42,10,0,4,0,82,10,22,5,3,3,0,39,4,7,3,0,0,0,17,10,25,5,3,0,0,47,11,21,3,0,0,0,41,6,3,0,0,0,0,15,0,0,0,0,0,0,8,15,11,15,3,0,0,38,270,399,144,43,54,7,926
POA4344,4,0,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,3,3,0,0,9,6,0,0,0,0,0,10,11,12,4,0,0,0,25,14,8,0,4,0,0,33,12,15,6,3,3,0,34,7,15,4,4,0,0,29,12,17,5,4,0,0,44,9,8,3,0,0,0,18,15,10,3,0,3,0,35,5,0,0,0,0,0,7,0,3,0,0,0,0,8,3,6,3,0,0,0,11,7,9,7,0,0,0,29,0,3,0,0,0,0,7,0,0,0,0,0,0,0,9,4,0,0,0,0,15,123,119,48,23,11,3,318
POA4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4346,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,9,4,4,0,0,0,0,7,7,6,3,0,0,0,16,3,10,0,0,0,0,10,0,5,0,4,0,0,9,3,8,0,0,0,0,7,5,3,0,0,0,0,9,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,10,34,51,14,6,7,0,110
POA4347,0,0,0,0,0,0,4,5,0,0,0,0,0,7,3,3,0,0,0,0,8,0,0,0,0,0,0,0,9,3,4,0,0,0,13,3,6,5,0,0,0,15,6,3,0,3,0,0,18,7,6,0,0,3,0,18,0,3,0,0,0,0,7,3,4,0,3,0,0,15,4,3,3,0,0,0,9,0,8,0,0,0,0,11,0,6,0,0,0,0,5,0,3,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,48,58,19,8,10,0,134
POA4350,142,72,40,16,23,4,299,43,5,9,6,5,0,70,96,45,35,11,28,0,232,63,43,38,16,19,0,183,128,103,77,32,47,0,389,192,167,98,39,44,10,549,251,310,109,56,51,3,784,361,442,147,82,81,12,1118,341,509,119,87,65,16,1143,347,558,171,53,59,11,1193,224,398,86,36,24,3,779,278,462,124,24,34,4,929,88,191,43,14,3,0,346,45,129,25,3,3,0,205,133,262,67,23,22,0,510,134,255,66,28,18,0,492,33,79,29,6,0,0,143,27,53,19,3,4,0,110,102,99,60,16,13,0,287,3035,4184,1369,558,537,75,9756
POA4352,51,29,21,3,3,0,105,21,6,12,3,0,0,43,39,17,17,4,6,0,93,26,18,23,4,3,0,83,31,37,44,3,10,0,119,64,46,32,12,19,0,175,69,101,53,14,14,0,256,78,150,39,20,15,3,304,119,185,45,16,9,0,371,114,248,58,20,19,0,460,108,188,41,18,11,0,360,128,282,64,27,13,0,508,58,131,35,7,4,0,239,24,83,16,9,0,0,136,74,202,52,13,4,0,338,61,162,39,9,0,0,267,9,32,15,0,0,0,61,12,19,4,0,3,0,41,40,53,19,14,3,0,134,1144,1992,631,190,137,9,4107
POA4353,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,15,19,6,0,0,0,35
POA4354,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,3,3,0,0,0,0,0,10,4,3,3,0,0,0,14,6,12,4,4,4,0,29,7,4,4,3,0,0,24,3,10,0,0,0,0,9,0,8,0,0,0,0,9,0,4,0,0,0,0,13,4,0,3,0,0,0,12,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,43,60,23,15,6,0,150
POA4355,5,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,5,3,6,3,0,0,0,14,4,6,3,3,0,0,21,11,15,3,0,0,0,33,12,11,5,0,0,0,25,3,9,3,3,0,0,20,3,8,6,3,0,0,25,3,9,0,0,0,0,6,8,7,5,0,0,0,18,4,3,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,10,69,77,37,18,8,0,205
POA4356,14,9,3,0,0,0,20,3,0,3,0,0,0,9,11,0,0,3,3,0,14,3,6,3,0,0,0,17,10,5,3,0,0,0,17,11,17,4,3,3,0,40,7,12,14,0,0,0,42,16,27,3,4,0,0,57,14,16,3,7,0,0,40,9,39,4,0,0,0,54,13,17,5,0,0,0,36,15,29,6,0,0,0,57,0,3,0,0,0,0,6,6,10,0,0,0,0,13,3,16,9,0,0,0,23,5,12,6,0,0,0,25,3,3,0,0,0,0,10,0,0,0,0,0,0,0,8,5,3,3,0,0,19,149,229,78,25,16,3,500
POA4357,4,3,0,0,0,0,9,0,0,0,0,0,0,0,8,3,0,0,0,0,14,15,0,0,0,0,0,15,5,8,3,0,3,0,23,8,12,0,0,0,0,24,0,15,6,0,4,0,25,9,15,0,0,0,0,26,9,11,0,0,0,0,16,9,7,0,0,0,0,10,4,3,0,0,0,0,4,4,8,0,0,0,0,8,0,3,0,0,0,0,4,3,3,0,0,0,0,3,0,9,0,0,0,0,8,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,70,97,22,7,9,3,207
POA4358,0,0,8,0,0,0,7,3,0,0,0,0,0,5,6,0,0,0,0,0,5,3,3,0,0,0,0,3,3,3,0,3,0,0,17,3,7,3,4,0,0,14,13,15,0,3,0,0,26,11,14,7,0,0,0,39,12,22,5,0,0,0,31,14,17,4,0,0,0,29,3,5,4,0,0,0,17,10,15,0,3,3,0,33,3,4,0,0,0,0,11,7,5,0,0,0,0,10,4,15,3,0,0,0,21,3,4,0,0,0,0,15,0,3,0,0,0,0,10,0,0,3,0,0,0,5,0,3,0,0,0,0,8,105,144,37,23,8,0,309
POA4359,0,0,3,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,5,0,0,0,0,14,8,7,8,3,0,0,27,5,12,3,0,3,0,24,3,9,4,0,3,0,17,6,8,0,0,0,0,18,3,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,5,0,0,0,0,15,5,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,8,58,62,29,4,8,0,162
POA4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,8,3,0,0,0,0,0,10,0,6,0,0,0,0,10,3,9,0,0,0,0,10,0,3,0,0,0,0,3,3,0,0,0,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,38,11,0,7,0,71
POA4361,5,9,7,0,0,0,23,0,0,4,0,0,0,6,7,0,0,0,3,0,7,6,3,0,0,0,0,8,3,6,5,0,0,0,16,8,11,6,0,0,0,23,6,16,4,6,0,0,28,15,9,0,0,0,0,25,6,10,0,0,3,0,16,0,13,4,0,0,0,23,0,5,3,0,0,0,10,0,12,0,0,0,0,17,0,3,0,0,0,0,3,4,4,0,0,0,0,10,0,5,0,0,0,0,5,0,8,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,8,3,0,0,0,16,71,113,41,13,13,0,247
POA4362,3,7,0,0,0,0,11,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,3,0,0,3,0,13,4,3,4,0,3,0,13,7,6,4,3,0,0,19,8,14,5,5,3,0,38,7,10,3,3,0,0,19,4,9,3,0,0,0,19,6,18,6,3,0,0,27,0,8,0,0,0,0,11,5,16,3,0,0,0,27,0,0,6,0,0,0,12,0,3,0,0,0,0,4,3,5,0,0,0,0,6,4,3,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,3,0,0,0,0,13,76,105,38,11,12,3,252
POA4363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,5,3,0,0,0,9,3,6,0,0,0,0,12,3,8,0,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,29,17,0,0,0,72
POA4364,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,13
