POA_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA4741,21,27,50,14,5,20,14,36,56,9,43,52,79,98,172,49,33,80,148,39,185,82,60,137,131,61,195,132,22,156,76,31,103,113,27,137,213,40,254,134,3,135,86,3,88,57,14,69,125,4,126,285,9,285,46,39,83,1799,583,2382
POA4742,3,3,7,0,0,3,0,3,3,0,3,6,0,11,9,7,9,18,12,7,14,5,3,9,12,8,21,13,8,24,13,8,23,22,11,29,32,7,40,18,0,20,10,0,12,5,3,9,22,0,22,29,3,33,5,7,12,204,99,301
POA4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,7,3,0,4,3,0,6,4,5,9,31,16,44,16,0,18,13,0,13,7,11,17,22,3,21,14,0,14,0,0,0,135,47,175
POA4744,4,7,16,3,3,9,4,20,26,15,11,23,26,22,47,19,11,36,34,30,66,37,39,68,49,48,101,75,53,134,79,50,130,98,54,147,303,132,429,233,9,239,149,8,162,183,79,259,418,17,429,210,19,223,27,8,39,1969,618,2590
POA4745,0,0,3,0,3,3,0,10,9,0,7,14,3,19,29,11,5,19,14,13,28,16,18,30,24,17,43,26,14,39,25,21,47,44,16,58,114,47,157,69,3,74,33,0,38,43,30,76,74,0,73,60,5,69,6,5,10,583,228,812
POA4746,3,0,6,0,0,0,0,0,0,0,0,0,3,0,4,3,4,9,4,0,9,0,5,13,4,6,16,18,6,25,11,11,23,27,6,38,89,31,120,54,0,56,21,0,21,40,13,50,79,0,80,44,0,44,3,4,8,427,100,519
POA4750,7,13,15,6,6,11,11,24,34,7,22,31,29,49,73,44,32,77,84,32,115,80,30,115,94,45,140,76,32,109,85,34,122,85,19,105,242,38,280,158,7,164,105,4,106,55,13,67,85,0,87,241,9,245,19,17,28,1526,411,1930
POA4751,13,3,19,8,3,12,7,17,20,5,11,24,22,46,69,24,20,38,64,16,81,42,36,81,90,28,118,89,17,100,79,17,97,92,12,105,163,15,178,131,4,135,78,0,75,56,6,62,84,0,85,187,7,196,26,13,37,1259,280,1534
POA4753,9,9,17,3,3,3,6,5,10,3,12,15,21,27,47,22,14,37,43,11,58,37,14,50,55,15,69,74,11,93,64,15,76,87,11,97,173,13,190,118,0,119,82,0,82,41,9,51,81,3,88,199,3,201,21,11,25,1135,183,1319
POA4754,3,8,7,3,3,3,3,12,13,3,16,25,10,24,34,23,13,36,40,18,57,27,6,34,37,15,49,41,5,46,35,5,43,40,7,48,83,9,91,62,3,67,18,0,16,19,3,23,29,3,36,73,3,75,12,10,26,567,158,733
POA4756,3,6,9,0,0,0,0,5,8,3,7,11,8,17,31,5,4,12,19,6,24,10,3,13,14,3,20,13,3,19,11,3,11,8,3,15,12,0,17,9,0,9,6,0,6,0,4,3,4,0,4,23,0,23,0,3,3,165,78,243
POA4757,0,3,3,0,0,0,3,3,7,0,0,4,6,8,10,6,4,9,9,3,17,11,3,10,4,0,4,6,5,10,4,0,7,3,0,7,10,3,11,3,0,3,3,0,3,0,0,0,0,0,0,16,0,16,3,3,4,94,33,122
POA4798,0,0,3,4,3,3,0,5,8,0,6,7,13,10,23,6,3,12,20,4,26,9,5,16,17,9,26,21,5,27,9,5,10,14,0,16,11,3,15,13,0,13,8,0,8,7,0,6,4,0,4,19,0,19,10,8,14,177,76,252
POA4799,5,3,9,3,0,3,3,9,11,0,12,12,20,34,52,12,13,20,30,11,41,23,10,27,26,6,30,24,5,29,11,3,14,15,0,15,18,6,25,13,0,13,3,0,3,7,0,7,7,0,7,41,0,41,16,8,19,263,121,389
POA4800,22,27,53,12,22,29,22,52,74,9,85,96,70,144,216,66,86,147,195,80,274,139,72,206,215,89,302,230,42,274,158,29,183,188,27,216,267,28,295,183,3,185,115,3,116,63,24,84,93,3,96,327,20,349,48,68,111,2413,893,3303
POA4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4802,21,28,46,16,9,24,19,45,64,12,70,81,55,121,178,66,86,157,129,109,237,161,110,273,200,90,292,198,84,276,158,58,215,179,46,226,279,74,359,178,26,199,93,11,104,52,25,72,108,11,122,256,62,324,33,24,57,2210,1092,3300
POA4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,8,0,10,10,0,12,14,0,11,12,0,8,13,4,3,8,12,3,15,11,0,15,8,0,8,4,5,6,5,0,5,11,0,13,0,22,17,63,81,149
POA4804,7,3,10,9,4,11,9,25,29,7,23,26,24,54,76,8,19,28,37,15,52,24,21,42,21,13,36,34,7,45,30,7,41,21,5,23,39,5,45,31,0,31,14,0,16,10,7,20,19,0,19,65,0,67,11,8,18,422,229,646
POA4805,24,28,53,15,19,28,20,95,118,28,132,166,93,260,349,98,126,224,253,112,358,182,114,293,229,91,317,239,58,296,129,40,169,158,28,191,286,56,340,168,9,178,109,12,114,69,13,85,118,15,136,313,16,329,58,79,136,2580,1299,3884
POA4806,11,10,20,11,3,17,7,21,25,16,37,51,44,82,123,39,39,76,106,39,147,74,38,112,108,30,139,93,26,116,64,10,75,69,11,76,122,9,131,66,0,68,37,0,42,25,3,29,40,0,40,96,4,99,27,38,64,1045,411,1459
POA4807,24,19,44,12,23,39,23,92,110,23,140,160,77,272,349,84,137,219,268,130,392,178,122,301,266,111,373,279,57,334,195,37,237,206,35,235,369,25,397,211,6,222,133,7,137,72,11,80,133,4,135,267,20,289,75,110,186,2886,1355,4236
POA4808,3,6,4,0,0,0,0,4,4,0,5,5,16,25,36,3,7,15,24,16,39,19,12,34,34,12,50,25,7,36,23,3,21,26,3,28,44,6,49,31,0,30,17,0,17,4,0,10,16,0,16,28,3,28,5,0,5,314,115,428
POA4809,6,0,7,3,0,6,0,5,3,4,9,11,9,25,40,7,9,15,25,9,36,15,12,27,26,14,41,24,12,31,19,9,24,23,8,32,31,4,34,20,0,20,9,0,7,3,0,8,9,0,9,25,3,29,3,5,13,253,134,388
POA4810,45,86,138,21,50,70,33,179,217,39,274,314,113,483,598,124,309,436,238,316,559,256,387,639,383,401,785,311,335,643,251,280,526,275,190,465,608,296,902,449,54,501,311,25,332,218,121,339,561,29,590,562,154,721,58,156,210,4856,4135,8987
POA4811,15,35,55,11,7,18,23,52,71,19,67,86,57,162,222,93,82,171,209,92,298,207,118,325,222,138,367,230,103,327,205,97,297,216,53,263,428,67,494,313,18,332,187,9,196,118,22,143,220,10,232,369,56,425,39,56,93,3165,1251,4419
POA4812,37,82,118,19,48,68,37,186,219,33,277,315,164,548,705,147,300,447,380,259,643,323,310,640,378,297,678,379,202,584,305,164,470,275,89,372,515,101,617,389,25,412,221,10,234,143,29,171,230,4,240,486,79,565,66,154,216,4544,3167,7713
POA4814,88,100,186,58,54,106,81,204,280,80,310,382,263,602,870,317,346,669,651,315,960,630,339,971,855,344,1201,841,318,1161,755,248,1002,786,178,968,1485,233,1725,1053,60,1109,656,31,685,423,65,492,685,30,710,1207,190,1396,119,161,277,11029,4128,15158
POA4815,45,35,82,28,16,43,46,96,136,54,107,160,152,259,415,207,158,367,446,127,577,398,174,564,469,176,649,512,109,620,390,76,464,357,45,404,674,47,720,449,4,450,225,3,229,118,3,126,141,0,148,661,38,704,88,67,159,5445,1557,7001
POA4816,35,24,55,14,17,33,25,76,104,17,74,93,114,174,281,76,63,135,215,73,290,186,75,258,186,70,257,212,44,254,123,18,140,117,29,148,229,19,251,153,3,160,104,0,108,59,16,73,85,5,91,253,9,269,49,47,93,2265,831,3097
POA4817,46,64,104,28,24,51,41,104,140,55,149,204,151,293,440,189,169,356,460,165,621,445,207,649,615,206,814,665,174,836,596,124,716,605,94,697,1160,113,1272,843,20,867,484,10,490,301,21,324,350,9,354,962,65,1023,116,77,194,8093,2072,10164
POA4818,57,43,102,21,17,42,34,61,104,40,87,131,129,174,303,186,112,295,402,122,524,363,166,528,504,199,706,621,165,791,593,112,709,576,91,662,1175,95,1273,814,16,829,450,9,454,244,25,271,313,10,322,972,87,1062,99,66,165,7608,1663,9274
POA4819,3,9,18,4,8,8,4,36,41,13,44,54,20,114,136,23,44,68,66,50,114,54,47,104,67,26,91,54,19,73,34,13,44,22,8,29,46,20,64,20,9,26,20,0,20,8,3,9,18,0,18,72,8,78,9,16,19,563,462,1024
POA4820,41,24,62,9,24,33,26,83,103,29,133,159,93,230,324,95,98,191,280,88,360,167,93,259,217,86,299,201,56,257,161,52,213,128,26,156,248,50,292,167,8,175,110,6,109,62,11,71,84,5,94,390,25,416,62,91,157,2563,1170,3732
POA4821,11,3,12,3,7,7,6,8,15,4,20,24,6,31,40,9,10,20,29,11,40,22,16,34,30,19,48,31,9,40,18,8,22,32,4,32,36,15,45,25,0,25,12,0,8,0,3,3,17,0,17,45,0,48,11,11,25,337,170,504
POA4822,0,3,4,0,0,3,0,3,4,3,11,14,8,14,22,3,6,10,14,16,27,13,9,22,27,7,31,17,8,22,19,4,23,9,4,11,17,8,28,12,0,12,7,0,7,6,5,4,4,0,4,32,0,34,4,5,8,195,97,295
POA4823,3,10,10,3,0,3,3,5,10,0,9,6,0,24,28,3,7,4,10,7,17,6,18,21,8,13,26,12,9,20,12,3,14,8,3,10,15,5,20,9,0,9,13,0,13,4,0,4,14,0,14,34,7,38,8,8,14,173,114,288
POA4824,10,10,11,3,3,6,5,9,13,4,25,31,15,35,46,7,12,18,15,15,31,19,31,43,24,30,59,27,29,52,35,24,53,29,16,51,84,19,102,53,5,56,59,0,56,29,7,39,54,0,53,71,8,86,15,32,44,556,308,858
POA4825,27,52,75,20,15,32,40,69,104,34,92,120,81,130,215,88,68,150,153,95,250,142,100,240,182,142,322,224,131,353,197,116,314,243,133,373,624,324,944,526,39,564,439,25,469,298,78,376,585,44,624,435,65,502,75,84,161,4400,1790,6192
POA4828,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,3,0,5,5,0,3,0,3,8,10,3,4,6,0,0,3,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,3,8,4,5,10,28,36,64
POA4829,0,0,4,0,0,0,3,3,8,0,3,3,3,3,9,3,3,3,0,10,12,7,13,18,7,6,13,5,6,11,8,4,9,9,0,8,5,4,10,19,0,19,7,0,7,0,3,3,4,0,9,15,0,18,0,3,7,92,65,159
POA4830,0,0,0,4,0,4,4,4,12,13,3,13,30,3,30,19,5,24,28,9,31,20,4,29,37,7,48,27,4,26,19,4,24,10,4,18,17,9,26,15,0,17,4,0,4,3,3,8,9,0,11,22,3,26,4,0,8,282,69,356
POA4849,3,7,9,9,5,14,7,10,19,3,22,31,21,59,79,12,27,39,46,19,63,28,14,40,46,18,65,42,8,48,14,13,28,17,3,19,23,4,24,11,3,14,9,0,9,3,3,7,5,0,5,29,3,29,12,20,34,338,250,584
POA4850,29,26,56,18,16,39,23,100,124,28,158,189,122,317,442,91,122,210,322,119,432,226,117,336,274,99,367,284,51,339,172,49,223,185,15,201,323,14,345,202,0,203,94,4,101,52,17,73,101,4,102,304,15,322,86,104,196,2937,1350,4284
POA4852,10,15,30,11,11,19,9,28,46,12,34,42,37,70,110,40,43,77,98,32,133,81,61,141,102,53,150,82,20,99,56,23,80,59,17,77,98,20,116,40,3,45,36,0,31,16,11,22,34,3,37,96,5,104,16,20,34,929,473,1401
POA4854,19,5,24,10,11,22,10,27,35,14,47,65,42,108,147,32,48,82,135,61,197,107,70,177,132,48,180,140,39,178,104,24,121,122,14,134,160,19,175,91,0,95,34,0,34,26,8,35,42,5,42,133,11,145,27,39,59,1376,580,1955
POA4855,4,0,4,0,3,3,0,3,3,0,8,10,9,20,28,10,5,14,28,8,35,20,7,27,28,10,32,18,8,19,19,3,25,15,0,15,26,0,27,3,0,3,6,0,6,0,0,3,3,0,3,12,0,12,10,11,13,203,91,291
POA4856,4,0,4,3,0,3,0,10,9,3,9,12,19,14,28,11,4,10,11,6,23,19,10,30,16,3,18,9,0,8,20,0,20,13,0,13,20,3,22,10,0,10,10,0,10,0,4,7,9,0,9,20,0,18,4,3,10,199,71,267
POA4858,0,3,7,3,0,3,0,6,8,0,14,15,17,33,45,6,7,11,48,7,60,26,15,41,35,14,48,48,0,56,33,8,42,26,3,26,43,3,47,29,0,29,17,0,17,6,0,5,15,0,15,58,0,57,6,9,17,417,130,542
POA4859,0,0,0,4,3,3,0,6,6,0,5,5,7,20,30,8,0,7,9,3,7,10,12,22,11,10,18,12,4,21,13,0,11,12,0,14,16,0,13,12,0,12,0,0,0,0,0,0,4,0,4,13,0,13,0,3,8,124,68,192
POA4860,22,28,52,19,22,45,15,81,95,27,143,169,92,281,375,86,139,219,276,144,418,257,126,379,293,94,387,290,57,351,189,38,231,198,28,226,288,37,325,138,8,144,85,3,87,52,14,65,95,4,97,262,31,289,50,70,125,2743,1344,4087
POA4861,0,7,8,4,0,4,0,19,22,5,25,33,11,46,59,16,31,52,36,24,62,34,11,48,39,13,53,35,15,46,25,0,26,16,3,20,33,7,42,23,0,23,6,0,6,8,0,13,5,0,5,51,7,55,6,21,27,370,227,594
POA4865,18,21,33,13,3,14,13,35,42,17,41,63,60,104,162,61,44,107,155,59,211,136,65,199,149,66,218,186,33,221,155,35,190,143,30,168,281,22,300,183,0,184,101,6,107,64,3,67,95,0,92,270,14,284,26,35,62,2117,611,2727
POA4868,41,35,76,30,20,42,38,87,124,43,148,195,130,304,437,181,174,354,402,205,609,392,203,595,512,187,703,476,145,619,397,102,498,397,82,478,782,86,865,469,18,486,258,10,265,161,17,183,223,7,231,643,61,707,97,94,189,5671,1986,7660
POA4869,38,24,62,18,17,34,23,60,87,42,92,131,114,182,299,171,102,274,307,111,418,272,132,404,412,158,567,431,98,527,394,59,453,362,47,410,695,54,751,423,12,437,198,5,202,116,15,131,149,3,145,503,32,540,70,49,122,4730,1262,5994
POA4870,135,239,377,76,108,183,142,487,625,143,719,869,433,1359,1793,540,814,1355,1006,839,1846,1022,913,1935,1365,861,2226,1344,610,1951,1074,469,1547,1050,334,1383,2023,477,2503,1384,96,1483,847,53,903,561,165,724,1047,52,1104,1832,318,2155,264,414,681,16281,9348,25627
POA4871,25,34,59,19,25,42,23,110,130,27,114,141,95,212,302,85,72,153,263,83,344,178,79,262,258,67,332,247,50,293,165,32,192,153,23,175,260,34,297,129,3,130,69,0,70,36,15,47,80,3,86,299,17,312,54,57,116,2463,1034,3497
POA4872,9,15,28,14,6,24,14,34,44,9,44,57,42,106,141,26,35,63,110,24,137,80,35,121,117,42,162,82,13,91,55,6,64,51,4,54,98,7,100,44,0,44,32,0,32,23,4,27,44,4,47,136,5,136,30,41,71,1021,427,1450
POA4873,10,15,29,15,9,25,19,57,78,14,81,95,49,162,207,69,69,137,131,91,222,122,69,192,135,54,187,155,45,195,114,25,132,114,15,135,192,22,215,86,3,92,51,3,61,27,3,28,47,3,52,204,14,222,34,53,88,1590,807,2398
POA4874,7,0,10,3,4,6,7,21,32,8,8,17,29,17,50,22,14,37,36,12,54,36,19,60,35,24,65,54,29,82,44,38,82,65,46,114,165,56,217,142,4,141,125,3,129,75,13,92,162,5,168,115,8,122,15,10,22,1158,335,1492
POA4875,3,12,18,8,7,20,15,57,77,23,41,66,61,31,92,70,32,103,95,30,118,129,21,151,108,23,135,108,20,128,81,31,107,66,18,88,140,43,183,83,10,92,53,0,59,31,4,41,54,5,66,189,16,209,78,78,158,1391,494,1882
POA4876,0,7,3,0,0,5,3,8,18,16,16,29,27,17,39,34,10,47,53,17,63,51,7,61,60,13,65,68,16,89,33,7,44,24,0,23,62,7,67,30,0,30,12,0,17,11,5,18,10,0,10,37,3,42,0,12,16,537,149,688
POA4877,10,22,34,3,5,8,8,34,41,8,43,59,25,78,105,31,61,100,72,58,133,59,68,131,119,72,189,124,34,154,80,29,108,102,25,125,163,34,196,79,12,91,39,3,41,33,8,38,52,4,58,107,26,135,17,18,34,1125,645,1772
POA4878,36,64,103,11,18,31,23,90,112,28,127,153,68,260,328,100,183,277,215,147,360,211,188,398,256,173,431,318,111,420,237,104,339,237,68,308,509,84,595,278,12,289,158,15,175,98,19,117,183,14,192,357,56,411,43,70,113,3369,1796,5159
POA4879,50,58,108,29,27,57,37,71,110,33,99,132,108,228,340,149,160,309,335,178,518,316,190,507,416,188,608,473,115,582,398,96,496,352,78,421,744,110,852,460,19,480,275,10,289,205,42,253,332,11,340,633,64,693,55,59,122,5398,1806,7204
POA4880,36,23,60,14,12,30,30,90,121,29,159,190,124,299,426,90,132,223,333,111,443,243,116,354,307,88,396,264,55,317,206,30,233,192,20,210,314,29,348,224,7,227,126,0,125,51,11,62,85,10,92,353,23,372,74,93,166,3092,1313,4402
POA4881,14,10,23,8,5,17,7,41,50,13,56,67,44,75,113,50,43,92,109,39,146,78,34,114,108,51,160,88,30,118,82,24,105,65,11,76,123,17,132,75,3,82,37,0,42,31,3,35,42,0,42,170,20,188,18,14,28,1164,469,1630
POA4882,3,10,11,9,4,11,8,8,17,3,25,30,33,54,87,14,28,34,63,14,83,57,36,92,71,23,91,70,12,77,38,10,47,40,4,47,88,3,93,62,0,62,36,0,38,7,3,15,43,0,42,93,4,101,11,20,32,760,255,1014
POA4883,17,28,41,21,15,32,26,55,81,13,120,134,84,271,357,80,132,211,264,103,369,155,95,252,223,82,305,192,47,243,150,35,186,136,15,151,229,18,255,138,3,141,66,3,70,22,15,40,73,0,73,221,10,227,55,81,136,2170,1125,3293
POA4884,4,9,10,5,5,4,0,16,16,6,17,24,17,42,58,17,24,39,48,18,67,45,24,71,56,19,75,44,11,53,21,0,29,39,5,41,54,10,64,29,0,35,18,0,23,12,4,20,20,0,20,59,4,64,4,12,16,513,211,728
POA4885,9,8,16,4,3,7,9,33,40,14,46,57,41,106,145,45,20,69,116,35,157,84,37,122,117,29,147,79,17,97,59,11,67,66,6,76,101,8,109,55,0,55,35,0,35,25,3,29,26,0,26,123,0,124,19,21,44,1044,391,1436
POA4886,8,0,8,5,0,4,0,12,16,3,12,16,18,21,40,10,17,26,34,6,43,22,8,26,28,11,41,14,3,18,10,0,10,10,0,11,18,7,26,10,0,10,7,0,7,3,0,6,9,0,7,29,3,34,10,5,17,229,113,340
POA4887,0,3,6,3,0,5,5,25,30,3,33,38,27,78,105,27,29,59,68,25,95,46,21,67,40,16,61,48,8,60,30,0,32,29,4,32,30,3,35,23,0,24,10,0,10,6,5,8,10,0,10,65,0,68,16,17,33,489,274,765
POA4888,9,14,27,16,5,24,10,38,43,14,47,56,42,101,136,34,25,61,112,25,138,78,34,109,85,12,99,56,8,60,33,4,34,27,6,28,38,4,40,30,0,30,10,0,10,11,8,16,10,0,13,85,6,93,15,33,49,716,360,1072
POA4890,0,3,3,0,0,0,3,3,8,4,8,13,11,10,23,8,4,12,16,0,15,12,3,15,13,13,26,20,15,26,18,8,26,16,3,22,29,3,31,20,0,20,13,0,17,8,0,13,12,0,12,56,5,65,20,8,31,273,107,379
POA4891,0,0,3,0,3,3,0,4,4,0,13,11,5,18,25,3,3,11,12,12,22,9,8,15,9,7,20,16,6,26,7,4,15,9,4,12,21,3,22,14,0,14,7,0,9,0,0,0,6,0,6,19,0,15,7,11,11,139,100,237
POA4892,10,0,10,11,3,12,35,76,112,18,29,44,110,12,121,67,18,85,84,16,96,105,18,121,106,15,126,97,12,109,61,18,80,43,14,61,62,17,75,45,7,51,25,3,23,13,6,20,16,3,25,96,3,105,30,25,54,1027,308,1336
POA4895,16,6,25,5,11,11,23,34,54,11,60,71,58,108,166,50,46,96,79,44,120,70,50,116,85,34,117,83,17,102,45,26,68,63,8,75,95,21,118,39,3,46,35,0,35,16,3,18,16,0,16,125,10,129,22,32,58,930,514,1450
