POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4000,51,16,28,22,112,11,3,6,10,26,17,3,3,3,27,12,4,7,5,31,39,3,4,6,52,30,3,13,11,59,77,15,10,12,121,76,15,17,8,113,107,23,17,21,161,158,28,11,9,206,89,35,14,5,148,107,44,16,10,171,243,102,30,15,390,173,54,7,8,242,105,40,7,7,159,132,66,22,7,224,287,171,19,7,482,156,71,24,0,249,8,12,6,0,23,1888,688,268,164,3004
POA4005,22,3,7,0,37,9,0,0,0,10,8,0,7,0,17,3,0,3,0,9,31,0,8,3,38,18,0,13,4,43,61,13,25,5,106,68,12,18,5,100,87,17,33,3,143,100,22,29,10,154,108,34,18,6,169,134,37,23,5,204,343,79,32,14,461,285,62,17,4,373,241,87,6,7,342,178,92,27,3,294,571,346,31,9,961,228,133,32,0,395,17,3,8,0,23,2506,945,346,92,3887
POA4006,24,8,3,3,40,4,3,4,4,14,5,6,9,3,22,7,3,9,0,18,37,9,11,3,59,27,10,9,6,47,68,7,18,8,98,86,13,18,7,131,120,19,26,13,181,148,28,13,10,199,87,34,16,9,151,148,40,11,3,209,305,66,17,15,409,208,42,12,12,265,152,38,0,4,194,118,44,7,7,171,249,110,6,4,359,141,54,11,0,209,8,4,0,0,18,1936,522,201,121,2788
POA4007,16,3,8,3,33,3,0,5,0,12,4,0,12,0,14,0,0,4,0,6,21,3,11,5,41,15,9,21,3,56,49,13,18,4,88,43,22,24,10,92,83,33,39,6,168,91,32,30,4,163,96,24,15,7,140,85,35,18,9,147,210,95,44,7,351,166,101,17,0,288,118,62,5,6,192,92,114,8,3,220,274,473,10,4,764,133,159,30,0,321,15,7,4,0,29,1529,1187,334,77,3132
POA4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,4,0,0,0,9,0,3,0,0,4,0,0,3,0,5,0,0,0,0,4,3,3,0,0,5,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,6,0,0,0,0,0,33,18,17,0,65
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,18,0,3,0,20,10,0,3,0,21,22,4,5,0,28,28,4,5,3,37,10,6,3,0,25,21,4,3,3,29,38,17,7,3,61,39,15,3,0,64,22,17,0,3,47,17,12,3,0,36,26,44,3,0,73,21,22,6,0,52,9,0,0,0,10,281,164,53,13,505
POA4011,15,13,10,0,38,14,7,3,0,19,6,8,11,8,24,5,3,10,0,18,15,8,20,0,45,16,10,25,10,63,79,22,23,3,131,65,26,37,8,134,111,50,37,9,204,108,58,44,11,223,89,61,44,7,195,98,63,24,10,196,194,144,64,13,410,185,118,31,10,339,108,110,8,0,219,72,169,28,3,266,201,595,31,3,827,113,188,49,3,355,10,12,6,0,32,1493,1648,499,97,3743
POA4012,25,11,13,3,58,3,7,3,0,16,12,0,15,0,29,6,3,8,0,22,49,16,26,4,99,33,18,49,0,109,123,38,45,12,220,109,63,80,12,269,166,95,126,11,404,146,117,80,26,361,118,125,75,16,344,166,128,57,11,358,377,311,79,35,790,290,260,34,17,600,169,241,15,13,435,124,191,16,4,330,205,467,21,9,708,164,234,61,3,464,22,10,13,0,49,2321,2329,829,175,5658
POA4013,3,3,3,0,10,0,0,3,0,3,0,0,3,0,3,0,0,14,0,13,9,3,7,3,21,4,3,19,0,26,38,8,18,0,58,14,7,11,0,34,26,23,16,7,76,30,23,12,0,62,26,28,13,8,66,30,39,13,4,81,66,57,19,7,148,57,71,5,0,135,39,51,3,0,94,15,23,3,0,47,52,108,0,0,162,23,41,14,4,80,6,9,0,0,14,441,494,173,30,1146
POA4014,9,5,3,0,16,7,4,10,0,21,7,3,12,0,23,5,4,15,0,19,21,3,13,0,42,24,7,40,0,65,95,13,37,7,157,74,30,46,0,148,73,52,56,7,187,95,81,36,8,220,53,72,41,4,171,64,116,37,3,219,160,265,42,8,476,143,207,19,4,368,83,150,0,0,236,61,110,7,0,174,83,195,9,0,282,91,141,37,5,271,13,9,5,0,31,1142,1466,462,55,3126
POA4017,40,5,28,0,72,22,3,9,6,41,13,5,19,0,42,12,4,29,0,46,120,21,66,0,217,78,44,100,7,227,434,56,149,17,659,270,103,187,21,577,314,200,239,19,776,280,299,162,15,758,196,337,131,17,675,219,374,84,8,686,473,804,149,18,1440,312,644,58,17,1037,166,451,12,5,631,124,294,20,9,438,171,545,16,0,733,256,513,135,9,916,51,37,22,3,119,3556,4733,1621,170,10078
POA4018,19,3,12,0,41,5,3,5,0,14,9,0,8,0,20,4,5,14,0,28,37,9,17,0,63,24,14,35,4,78,128,32,46,3,214,107,61,57,9,228,112,90,91,11,309,96,116,47,6,264,78,110,40,11,233,91,121,27,9,252,185,249,52,10,497,123,171,13,4,318,54,111,8,3,179,32,75,3,0,113,41,61,3,0,108,85,140,31,0,260,26,11,8,0,43,1257,1394,525,75,3258
POA4019,20,6,11,0,41,19,0,9,0,25,8,3,26,0,46,9,7,42,3,60,88,7,83,7,190,57,25,121,0,198,327,40,128,12,510,188,79,162,16,448,203,127,151,19,501,190,162,123,14,485,127,169,66,4,368,149,159,54,3,366,237,274,85,11,613,154,213,26,3,397,94,141,14,3,251,55,70,11,0,132,75,143,10,3,237,130,222,91,15,453,36,13,23,3,85,2168,1854,1253,115,5397
POA4020,28,7,17,7,57,16,0,8,0,25,25,3,21,0,52,10,3,24,0,37,121,19,63,3,205,78,23,115,3,212,385,36,121,7,543,241,44,128,12,428,280,109,120,13,527,245,134,96,6,485,151,129,66,5,356,156,129,59,9,351,302,299,72,6,679,203,214,27,0,442,99,198,8,0,297,58,110,10,0,177,137,217,4,0,366,187,265,92,5,549,57,18,23,3,105,2767,1959,1069,87,5881
POA4021,12,3,6,0,23,10,0,0,0,16,9,0,18,0,28,0,0,21,0,26,46,6,40,0,94,28,6,80,0,119,173,31,87,6,294,119,50,75,4,250,103,76,83,6,266,81,112,57,10,261,64,99,31,6,196,53,98,26,0,179,98,161,28,3,289,46,103,13,4,163,26,61,6,0,95,9,31,0,0,36,12,35,0,0,43,54,107,44,10,205,27,13,19,3,52,946,988,641,49,2625
POA4022,15,0,10,0,20,11,6,3,0,18,3,4,8,0,17,0,0,16,0,17,33,4,20,0,59,18,9,36,0,63,149,10,53,0,218,74,28,52,3,159,80,50,46,7,178,68,68,40,3,179,41,68,17,4,132,29,63,14,0,110,61,134,28,0,219,32,90,8,0,130,16,45,3,0,63,3,35,0,0,39,18,38,0,0,55,38,78,25,3,137,10,8,8,0,30,695,736,399,22,1845
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,6,4,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,26,3,0,0,26
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,12,3,12,3,25,3,0,3,0,14,6,3,3,6,22,4,0,9,0,16,34,8,20,8,61,29,8,45,3,82,79,23,42,3,147,66,44,39,12,162,110,38,55,15,220,135,75,45,7,264,98,50,24,11,184,123,70,29,11,235,255,165,55,13,489,196,153,22,15,393,113,140,8,10,274,93,157,15,4,266,178,524,6,5,721,139,156,49,6,344,18,12,4,0,35,1693,1625,490,139,3950
POA4031,12,6,14,0,36,5,4,0,0,7,4,0,10,0,15,0,0,7,0,11,24,3,16,0,45,18,4,30,5,54,76,12,22,13,124,72,38,32,5,147,86,61,62,16,219,101,62,49,8,223,62,69,35,6,174,91,72,38,3,201,201,167,50,14,433,124,184,21,6,331,98,164,9,3,272,72,127,5,3,218,139,421,12,5,574,107,147,44,4,301,10,13,8,6,39,1298,1564,466,105,3430
POA4032,21,4,8,0,27,4,0,3,0,11,4,3,15,3,22,9,5,12,0,27,52,8,38,6,105,34,13,43,3,89,182,38,70,12,303,126,48,86,11,270,191,76,88,18,381,152,112,66,10,340,94,105,56,9,257,118,106,47,10,275,233,274,49,18,576,157,203,14,9,385,100,138,6,5,247,37,84,10,0,133,63,135,4,3,203,89,130,54,5,285,31,23,16,8,75,1702,1505,678,139,4026
POA4034,62,25,22,3,113,44,8,9,3,55,22,6,44,0,76,10,9,79,3,101,159,27,71,8,268,102,48,163,14,318,522,83,149,22,779,365,159,192,33,752,491,283,255,25,1058,432,345,188,34,997,249,326,177,20,772,287,411,115,18,838,614,781,160,36,1589,389,672,80,19,1159,246,493,28,5,776,153,318,20,0,495,220,594,32,7,852,273,519,166,5,961,70,61,25,7,161,4713,5169,1969,263,12112
POA4035,23,5,7,0,39,15,3,10,0,27,11,8,8,0,28,7,4,14,0,21,74,7,29,4,111,54,7,36,3,102,232,25,52,4,306,171,40,70,6,289,213,85,83,7,393,188,139,89,12,425,119,186,67,4,371,141,206,50,5,408,289,525,87,15,919,212,486,29,8,733,140,395,15,0,552,88,323,13,0,423,177,845,19,0,1038,137,420,73,0,635,22,21,8,0,56,2310,3730,753,70,6869
POA4036,9,0,5,0,22,3,0,4,0,10,7,0,5,0,11,0,0,3,0,4,14,3,17,0,37,15,7,19,4,45,83,14,26,0,127,39,27,34,3,104,84,60,41,4,185,45,73,34,3,166,34,76,22,0,137,39,76,16,3,131,107,162,27,8,300,51,103,12,0,166,35,77,0,0,116,13,29,7,0,51,10,51,4,0,64,31,69,30,0,134,8,11,3,0,19,633,852,311,37,1834
POA4037,9,0,6,0,16,3,0,4,0,10,3,0,3,0,9,3,0,4,0,10,12,4,11,0,28,10,9,9,0,24,58,3,21,0,77,36,19,20,0,70,52,28,25,3,107,44,61,15,5,130,34,84,25,0,141,34,73,18,5,127,99,206,18,7,333,79,214,14,4,307,45,165,6,0,215,30,114,3,0,147,46,236,0,3,292,42,165,18,0,219,8,10,0,0,15,629,1388,209,23,2255
POA4051,12,8,14,3,47,9,3,5,3,21,12,0,18,3,39,6,7,33,0,43,51,11,18,6,87,34,11,60,8,113,127,29,59,13,223,116,44,68,16,251,173,70,98,32,367,174,80,86,14,354,129,120,76,11,340,154,125,56,14,350,354,303,89,27,772,247,315,32,10,601,173,280,10,10,475,141,293,26,3,459,276,1083,16,8,1383,193,357,78,3,632,24,16,12,0,53,2418,3149,854,190,6603
POA4053,45,9,30,0,80,24,6,6,3,43,11,9,41,3,63,6,4,46,0,63,105,20,85,8,219,82,27,130,11,251,409,62,132,20,626,281,91,202,28,601,364,169,231,19,781,339,267,199,26,828,258,308,143,17,725,300,346,118,22,785,638,810,174,36,1651,469,758,56,14,1307,331,596,23,10,964,201,449,33,4,681,314,869,25,9,1220,306,546,161,10,1025,48,42,28,3,122,4535,5386,1863,245,12030
POA4054,8,3,10,0,16,10,4,0,0,17,8,3,17,0,33,0,0,26,0,27,37,13,29,3,88,24,18,67,3,110,157,18,77,0,251,115,39,61,6,220,127,75,111,8,316,111,86,66,5,272,90,112,48,9,260,86,118,39,3,242,179,298,71,8,555,124,277,18,3,424,87,194,0,3,289,49,110,13,0,176,61,163,0,0,224,75,165,54,5,304,21,3,17,0,40,1370,1694,730,59,3855
POA4055,13,5,6,0,26,16,0,6,0,22,10,0,13,0,24,11,6,15,0,27,56,8,27,3,89,34,14,46,0,92,154,21,53,4,230,144,48,60,0,247,200,95,85,11,387,164,134,58,5,358,108,174,57,3,348,122,197,40,7,365,264,520,65,7,863,199,472,21,4,697,135,363,9,0,512,75,250,6,0,339,117,513,8,0,639,143,338,68,3,542,13,19,7,0,42,1968,3173,654,56,5854
POA4059,33,10,22,5,67,4,5,6,3,16,9,4,4,3,16,3,3,9,0,16,22,4,14,7,48,25,11,24,3,66,53,13,17,6,91,71,32,28,16,141,75,48,26,13,165,83,52,43,4,187,61,68,13,9,155,71,48,20,13,150,155,88,28,12,284,118,101,16,7,235,92,96,0,0,192,94,94,18,0,200,164,312,9,3,491,90,91,22,3,214,11,0,5,5,24,1240,1084,324,114,2760
POA4060,7,7,8,0,18,6,0,0,12,19,3,0,9,0,9,0,0,11,0,14,21,3,12,4,32,14,5,22,0,35,42,13,25,5,81,56,9,32,7,110,58,28,35,10,137,84,42,37,6,166,53,52,35,9,151,56,57,25,6,141,141,150,50,6,354,101,152,19,3,278,74,162,6,0,246,67,180,22,3,270,121,735,6,3,865,81,212,26,0,327,7,7,0,0,16,985,1821,380,76,3263
POA4061,11,9,8,0,29,11,3,4,0,20,10,0,11,0,24,3,0,6,0,13,34,5,19,3,64,27,9,47,0,82,99,13,34,6,154,117,34,45,4,199,182,57,70,10,314,128,93,53,9,287,73,75,66,8,222,104,117,46,0,269,187,274,92,3,548,147,328,36,0,507,100,263,8,3,372,72,236,13,0,328,188,637,18,0,834,98,264,64,3,424,10,4,4,0,23,1600,2428,646,49,4720
POA4064,13,6,4,0,24,4,0,6,0,11,9,3,4,0,9,0,0,3,0,6,7,3,13,4,29,9,3,9,3,27,37,4,13,3,52,34,15,18,3,69,52,12,16,14,86,66,29,20,11,122,49,30,28,10,113,53,30,17,3,100,175,80,32,11,294,137,66,6,9,215,89,82,9,4,179,77,82,14,0,170,207,441,17,0,669,95,133,26,0,255,4,3,4,0,7,1115,1006,255,85,2457
POA4065,8,3,8,0,19,3,0,0,3,7,0,0,3,0,11,3,0,4,0,10,13,3,8,7,29,7,3,16,0,23,38,5,17,9,69,27,6,17,7,58,49,24,28,3,106,79,22,18,7,122,34,28,12,4,84,34,36,25,6,94,77,93,39,6,217,70,121,10,4,200,66,109,5,0,181,45,140,22,0,213,162,569,22,0,752,52,158,23,0,229,9,4,3,0,16,771,1331,282,47,2430
POA4066,33,7,13,9,59,8,0,4,11,24,14,0,8,6,28,12,0,9,0,22,29,4,10,10,53,31,7,21,9,69,65,17,18,9,114,78,20,20,22,139,108,31,23,22,184,140,45,32,28,239,89,60,27,14,185,131,48,34,7,226,253,118,46,20,439,156,111,14,16,299,141,96,5,4,249,99,111,14,0,225,244,473,14,5,733,139,131,26,6,302,5,8,0,0,17,1793,1276,334,199,3596
POA4067,27,4,7,16,60,3,3,3,4,19,15,8,4,11,32,0,7,4,3,14,16,13,10,16,50,22,21,22,9,67,39,18,8,12,79,37,28,11,12,89,60,34,13,11,122,52,40,9,4,112,42,30,10,3,89,45,30,15,3,95,64,67,28,11,169,67,53,7,4,133,50,49,3,3,101,39,47,9,3,101,138,196,10,3,343,65,72,13,0,147,12,3,0,0,12,805,719,179,123,1826
POA4068,40,9,44,19,116,8,7,7,5,28,14,3,18,13,50,9,4,19,3,38,38,9,18,11,78,35,25,37,14,111,112,37,44,8,204,116,48,44,18,230,188,71,54,25,342,167,108,55,18,353,133,116,55,13,330,133,115,39,12,301,325,225,61,14,627,235,191,27,16,461,139,159,9,9,314,106,234,25,3,365,305,703,27,4,1041,187,322,56,4,570,12,14,6,0,35,2311,2409,647,219,5578
POA4069,40,18,19,0,82,25,5,11,3,41,22,4,16,4,39,9,7,14,0,36,85,13,36,8,142,40,12,51,10,105,175,30,42,4,251,183,71,73,11,335,257,89,103,4,458,248,106,90,3,447,147,168,85,10,403,198,172,68,5,442,354,525,97,13,990,251,486,48,4,798,200,471,29,6,706,165,480,31,0,678,499,1674,38,3,2218,227,732,98,3,1061,36,35,6,0,81,3161,5094,958,90,9311
POA4070,19,8,4,0,32,4,0,4,0,10,6,0,9,0,15,5,0,7,0,10,34,3,13,0,48,15,9,27,0,57,90,13,25,0,135,70,27,44,3,145,105,59,47,4,217,75,83,40,7,201,64,86,43,3,196,56,99,23,4,186,156,232,62,3,447,116,264,11,0,396,63,177,8,0,250,47,146,6,0,208,76,320,5,0,399,69,228,37,0,337,14,10,3,0,29,1092,1780,418,21,3317
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4073,15,5,5,0,31,9,0,8,0,14,8,0,5,0,16,3,3,3,0,11,20,7,5,0,36,12,8,20,0,38,48,15,11,0,72,44,32,29,0,103,60,40,35,6,135,63,54,25,0,141,46,68,23,0,135,43,79,24,6,148,111,179,15,5,320,66,172,5,3,247,63,173,8,0,238,39,126,5,0,175,90,355,10,0,455,47,149,27,0,219,7,8,0,0,16,792,1454,256,27,2528
POA4074,43,7,16,3,69,13,5,12,0,33,16,13,15,0,47,13,4,27,3,49,63,15,39,0,120,50,36,55,10,142,185,30,65,10,293,156,88,78,9,319,220,123,93,7,447,189,178,81,9,457,143,190,64,3,401,149,211,56,10,427,340,506,93,10,949,243,469,34,6,753,162,357,13,3,534,103,240,13,0,360,178,536,12,3,734,140,414,78,4,639,20,17,11,3,51,2419,3453,864,92,6828
POA4075,15,8,8,3,29,14,5,0,0,19,11,8,14,8,39,7,3,14,3,25,47,16,37,0,107,32,13,43,3,91,159,38,54,12,272,104,64,64,11,238,155,107,100,9,373,177,130,83,12,402,100,120,71,13,298,110,153,47,9,321,272,409,80,18,779,226,364,39,7,634,159,305,14,6,482,103,273,23,0,397,224,745,20,0,995,143,299,72,4,517,24,13,14,0,52,2085,3051,807,119,6064
POA4076,12,8,0,0,17,4,0,0,0,0,0,3,8,3,17,0,3,9,0,17,21,18,13,0,51,16,21,21,0,56,56,22,30,6,117,25,39,31,11,111,38,38,21,4,103,29,63,12,7,108,24,45,12,0,88,33,40,12,3,89,35,74,16,6,134,19,56,6,5,85,10,16,0,0,30,9,13,5,0,23,15,22,0,0,38,32,54,22,3,113,7,9,3,0,25,383,551,230,57,1217
POA4077,49,60,69,8,180,11,17,24,0,59,15,40,104,3,164,19,21,113,3,160,113,110,156,22,398,66,124,215,4,407,326,179,195,28,721,154,246,218,25,648,183,331,219,27,762,197,381,131,21,728,110,271,82,21,480,127,235,59,14,433,210,420,73,9,713,107,235,35,14,384,32,115,11,3,158,27,73,11,0,107,27,83,14,0,124,120,347,162,10,640,45,37,52,3,138,1932,3308,1949,207,7402
POA4078,31,10,34,0,77,13,10,7,0,25,16,10,37,0,61,11,3,31,0,46,63,31,69,7,173,37,39,98,3,173,246,76,120,8,450,110,132,144,13,398,196,199,158,15,563,172,270,130,13,579,121,292,88,9,508,139,297,82,11,536,308,625,115,8,1052,185,424,39,10,651,109,272,11,5,405,62,188,5,0,259,46,278,16,0,341,120,369,97,3,583,20,31,21,0,74,2009,3559,1295,104,6959
POA4101,31,14,40,13,93,16,9,8,3,35,8,6,11,4,36,11,7,21,0,38,51,12,21,13,99,46,19,40,4,113,116,29,46,9,201,88,38,59,8,196,152,59,73,16,295,154,67,55,26,305,119,78,49,9,255,107,80,37,13,238,336,186,76,12,609,270,157,31,18,467,190,150,5,8,356,150,143,22,3,321,301,387,23,4,718,176,223,49,4,453,14,8,3,3,36,2340,1671,668,172,4852
POA4102,17,0,4,0,23,8,0,0,0,7,9,0,6,0,18,6,0,15,0,20,23,12,13,4,55,18,6,13,6,31,52,16,16,6,87,32,22,23,4,76,51,19,25,12,105,63,18,19,7,105,51,30,14,5,102,45,21,17,7,89,100,70,24,9,195,69,62,5,4,140,41,48,3,4,97,31,34,8,3,78,66,102,5,3,179,52,59,9,0,118,3,3,0,0,11,721,516,218,76,1527
POA4103,18,3,10,4,37,0,4,3,3,13,5,3,9,7,29,10,6,11,0,24,28,11,27,8,76,29,5,37,7,77,77,22,36,17,148,77,36,42,12,166,112,53,41,11,217,111,50,38,13,209,81,46,34,4,176,82,72,27,8,187,233,149,42,11,436,151,146,21,16,327,110,119,11,6,244,73,100,8,3,183,131,219,7,7,361,102,132,46,6,287,14,11,6,0,30,1440,1199,450,147,3243
POA4104,3,0,9,4,16,4,0,0,0,3,3,0,5,0,6,0,0,6,0,9,12,7,10,3,30,10,6,8,0,21,41,9,14,7,71,33,11,18,7,67,57,20,10,10,97,55,23,20,5,107,45,24,10,3,89,32,25,13,4,75,81,65,23,8,181,63,63,11,0,138,53,67,5,0,124,32,56,7,0,98,84,190,3,0,282,46,64,16,0,128,11,0,4,0,20,671,632,185,56,1550
POA4105,16,4,13,3,30,6,3,3,0,15,9,0,6,3,23,3,3,14,0,19,41,12,19,0,78,25,10,38,0,71,88,24,41,13,167,71,31,35,7,146,100,60,59,17,234,103,79,39,14,230,76,84,33,9,197,88,93,23,13,215,200,207,36,8,449,151,200,21,3,377,105,152,5,0,266,56,120,11,3,190,113,255,13,3,381,95,113,43,3,261,11,11,4,0,23,1352,1476,458,94,3387
POA4106,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,0,0,0,0,8,3,0,5,3,13,4,0,3,0,14,10,3,8,0,23,9,6,7,4,28,12,7,10,3,31,3,22,8,0,30,9,14,0,3,25,10,10,3,0,18,23,19,9,0,48,11,10,5,0,31,6,10,0,0,18,3,7,0,0,9,7,3,0,0,14,11,10,3,0,25,3,0,0,0,3,126,129,75,12,344
POA4107,3,0,6,0,12,3,0,0,0,8,3,0,3,0,3,0,0,9,0,9,15,4,13,0,26,17,5,21,0,46,47,16,17,6,89,44,25,24,3,94,56,31,40,3,131,41,37,30,5,119,34,53,27,4,116,31,55,13,3,98,65,121,15,3,208,48,120,20,3,193,34,71,8,3,119,26,44,3,0,78,20,60,3,0,84,36,56,22,3,117,10,9,4,0,19,536,714,267,43,1557
POA4108,16,7,0,0,23,6,0,3,0,14,5,8,9,0,23,6,3,6,0,14,28,6,13,0,53,14,19,25,0,58,77,24,31,5,136,39,21,22,10,89,63,44,32,7,145,50,60,20,3,127,28,58,23,0,106,27,38,14,5,82,78,95,11,8,191,37,69,10,3,115,21,32,0,0,57,9,20,0,3,35,8,25,0,0,32,19,43,27,0,85,3,6,7,0,14,532,572,259,41,1401
POA4109,175,40,76,25,308,70,17,15,9,110,57,33,49,8,145,33,19,45,3,98,159,76,71,18,321,126,100,97,17,341,393,130,122,19,654,278,223,124,29,649,360,338,142,38,871,261,330,143,23,757,192,268,96,26,581,172,289,67,14,547,327,565,102,24,1015,181,388,50,12,637,94,229,30,3,352,64,156,28,10,256,125,395,17,3,538,234,511,125,8,874,50,25,17,0,97,3346,4139,1404,266,9160
POA4110,17,14,12,5,43,6,0,3,3,20,7,8,22,3,40,0,4,24,0,28,36,16,45,3,97,27,18,59,3,109,94,44,70,7,216,58,73,88,7,222,81,111,60,5,263,60,106,42,7,219,48,119,38,3,207,56,80,24,3,165,125,188,37,4,355,85,139,11,3,232,32,88,3,0,129,14,54,6,0,75,19,66,3,0,89,45,118,58,6,228,16,16,14,3,50,832,1269,621,68,2791
POA4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,4,9,0,3,0,12,3,3,0,0,8,12,4,3,0,25,3,6,6,0,14,10,4,3,0,18,4,4,0,0,12,13,16,3,0,28,10,16,0,0,21,3,7,0,0,16,4,3,0,0,5,3,4,3,0,7,3,14,0,0,13,3,0,0,0,6,87,86,24,3,199
POA4112,30,12,14,3,59,6,3,3,0,9,11,7,14,0,31,6,3,10,0,23,28,14,12,0,51,18,25,19,0,57,59,28,26,0,118,43,60,21,0,121,48,93,30,3,178,65,92,19,0,171,22,76,11,0,117,25,82,10,0,121,75,181,33,0,291,44,140,6,0,195,37,84,4,0,133,24,78,6,0,110,38,128,3,0,177,35,114,20,0,169,6,8,5,0,19,621,1233,263,21,2141
