POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4378,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,14,4,3,3,0,7,18,0,0,0,16,9,8,0,0,12,14,8,4,0,22,5,9,0,0,15,3,4,0,0,7,8,4,0,0,11,5,5,0,0,13,3,4,0,0,10,0,0,0,0,3,0,0,0,0,3,3,4,0,0,3,3,4,0,0,9,3,0,0,0,3,81,54,12,0,151
POA4380,11,3,0,0,15,9,0,3,0,17,8,3,11,0,22,5,4,8,0,17,64,4,24,0,96,30,15,52,3,97,221,24,43,0,284,116,53,46,5,218,122,84,31,6,247,125,99,21,3,245,57,56,9,0,125,50,78,6,4,141,76,98,4,3,183,28,55,0,0,84,9,26,6,0,36,5,16,0,0,20,9,25,0,0,41,63,94,20,5,178,27,8,12,0,46,1036,736,301,32,2103
POA4381,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,9,0,0,3,0,6,21,0,4,0,25,8,3,0,0,12,10,7,3,0,27,4,10,0,0,15,3,8,0,0,13,4,5,0,0,6,9,4,0,0,13,5,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,3,0,15,3,0,0,0,8,82,59,24,0,167
POA4382,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,7,0,0,0,0,6,23,0,5,0,24,10,5,3,0,13,19,5,0,0,21,10,11,0,0,18,9,3,0,0,9,5,6,0,0,12,4,0,0,0,6,3,4,0,0,7,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,6,0,0,11,0,0,0,0,0,82,47,10,0,146
POA4383,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,3,3,3,0,0,7,4,0,5,0,12,29,5,3,0,45,8,0,3,0,9,11,9,0,0,17,11,7,3,0,23,5,3,0,0,6,0,3,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,16,0,0,0,0,3,77,48,31,0,154
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,0,0,17
POA4385,7,7,4,0,9,4,0,3,0,4,3,3,0,0,9,0,0,0,0,0,14,6,8,0,22,7,3,0,0,12,43,3,6,3,52,9,3,5,3,28,19,10,0,0,29,19,15,0,0,40,4,11,0,0,17,11,6,4,0,20,7,5,3,0,21,4,6,0,0,7,3,0,0,0,4,3,4,0,0,6,3,3,0,0,5,11,13,8,0,28,5,0,0,0,13,182,96,44,5,327
POA4387,4,0,3,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,14,0,4,0,20,7,3,10,0,21,19,0,11,0,40,17,7,14,0,30,15,11,3,0,33,25,9,3,0,34,15,8,3,0,22,14,3,0,0,19,12,18,0,0,34,4,8,0,0,16,3,5,0,0,7,0,0,0,0,0,0,0,0,0,5,10,14,3,3,23,7,0,6,0,9,173,104,61,5,332
POA4388,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,4,0,3,4,0,4,10,5,0,0,13,0,4,0,0,9,9,12,4,0,21,3,6,0,0,11,0,4,0,0,3,0,10,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,0,10,0,0,0,0,0,48,47,15,0,108
POA4390,10,0,3,0,12,8,3,0,0,9,3,3,4,0,9,0,0,12,0,15,23,3,12,0,37,14,10,30,0,50,73,15,39,0,122,51,22,28,3,103,66,57,25,9,157,66,67,13,6,145,32,72,10,4,119,67,68,12,0,143,105,138,11,3,256,55,80,3,0,142,26,42,3,0,65,18,24,0,0,49,34,50,0,0,78,49,93,22,0,163,17,7,11,0,39,713,742,235,25,1714
POA4400,7,0,3,0,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,14,3,0,0,19,5,0,9,0,16,41,5,12,0,62,18,10,6,0,37,11,18,5,0,32,20,30,4,0,53,14,26,3,0,39,15,26,3,0,43,23,38,3,0,64,21,21,0,0,36,6,16,0,0,18,0,3,0,0,3,0,8,0,0,10,24,34,8,0,64,3,0,0,0,3,232,228,63,3,522
POA4401,3,0,4,0,9,3,4,3,0,13,7,3,10,0,23,3,0,13,0,17,30,3,20,0,54,12,10,30,0,54,100,20,43,3,165,53,23,32,0,116,57,54,37,0,143,61,57,16,0,127,49,58,6,0,113,39,45,12,0,94,59,95,13,3,170,31,36,0,0,67,20,30,0,0,53,3,14,3,3,26,7,23,0,0,31,37,92,22,3,152,18,6,3,0,30,589,581,274,18,1469
POA4402,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,12,0,3,0,17,3,4,0,0,5,13,0,0,0,14,4,3,0,0,9,0,3,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,9,0,0,0,0,5,48,19,9,0,78
POA4403,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,4,0,0,0,3,5,0,0,0,8,13,6,0,0,20,6,4,5,0,17,11,9,0,0,18,7,8,4,0,20,3,9,0,0,14,11,10,0,0,19,7,8,0,0,22,0,7,0,0,5,4,3,0,0,7,3,8,0,0,6,3,7,0,0,14,3,10,3,0,20,5,0,0,0,3,92,93,19,3,202
POA4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,8,4,7,0,0,13,4,5,0,0,12,4,9,3,0,15,5,7,0,0,15,5,3,0,0,9,7,6,0,0,15,10,9,0,0,13,0,9,0,0,8,0,0,0,0,0,0,7,0,0,5,3,12,0,0,19,0,3,3,0,3,59,73,10,3,139
POA4405,11,3,3,0,14,13,8,7,3,25,0,3,11,0,17,8,4,32,0,45,55,9,47,6,119,44,24,79,3,145,185,28,85,5,305,111,61,75,4,249,122,126,64,4,317,129,128,52,6,311,80,127,24,6,242,105,123,24,3,255,167,293,23,3,476,99,192,5,0,299,54,91,7,0,155,26,58,3,0,93,54,90,7,5,156,115,218,54,4,391,27,11,16,0,50,1412,1594,602,49,3663
POA4406,6,4,0,0,13,3,0,0,0,6,3,0,0,0,3,0,0,4,0,8,11,4,3,0,15,0,0,6,0,10,15,9,4,0,27,20,14,3,0,34,19,26,9,0,53,17,15,4,0,31,6,9,0,0,14,14,12,4,0,25,21,10,0,0,33,3,3,0,0,13,3,10,0,0,12,3,3,0,0,10,7,3,0,0,14,11,37,0,0,53,5,5,3,0,9,168,153,54,3,384
POA4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,4,0,0,0,5,6,0,4,0,10,4,0,0,0,9,12,5,0,0,20,7,3,0,0,7,0,3,3,0,8,10,8,0,0,11,9,8,0,0,15,7,4,0,0,15,3,4,0,0,5,0,0,0,0,4,0,5,0,0,4,10,11,0,0,17,3,0,0,0,3,77,53,12,0,143
POA4408,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,15,4,0,0,17,3,4,3,0,8,3,10,3,0,16,13,5,0,0,20,4,10,0,0,13,4,3,0,0,9,8,7,0,0,17,3,8,0,0,9,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,3,12,3,0,14,4,0,0,0,6,74,66,14,0,160
POA4410,4,0,0,0,3,5,3,0,0,3,0,0,0,0,3,0,0,3,0,3,11,0,3,0,11,3,3,3,0,8,32,0,7,0,37,8,3,4,0,17,20,8,5,0,36,12,15,3,0,25,7,10,0,0,17,14,5,0,0,16,8,9,0,0,23,3,11,0,0,17,0,5,0,0,9,0,0,0,0,0,3,4,0,0,7,5,19,6,0,29,4,0,0,0,10,143,100,34,7,284
POA4411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,3,0,0,5,3,3,0,0,3,3,9,0,0,11,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,0,0,0,7,0,0,0,0,0,24,34,6,0,65
POA4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,3,0,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,7,0,0,0,0,0,17,23,3,0,44
POA4413,12,0,7,0,26,3,3,4,0,11,9,3,5,0,13,0,5,8,0,12,40,5,26,6,70,23,3,39,0,61,98,21,48,0,166,55,21,36,3,112,77,50,33,3,157,54,59,14,3,127,47,62,9,0,121,49,67,7,0,130,104,147,9,0,266,52,95,4,0,152,38,45,0,0,85,22,40,3,0,61,33,80,0,0,114,72,133,25,3,230,13,19,3,0,35,795,846,286,21,1946
POA4415,7,0,3,0,6,5,0,0,0,5,0,0,3,0,3,0,0,7,0,11,17,5,7,0,25,10,0,12,0,25,26,0,4,0,36,14,10,13,0,35,19,11,9,3,36,22,23,5,0,49,11,19,3,0,31,8,12,0,0,20,25,20,3,0,52,22,16,0,0,38,9,15,0,0,17,7,5,0,0,8,7,15,0,0,22,19,17,10,0,48,6,4,0,0,8,216,171,70,12,469
POA4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,3,0,0,11,6,3,0,0,14,8,4,0,0,12,0,4,0,0,5,7,7,0,0,14,3,8,0,0,13,3,4,0,0,8,0,3,0,0,0,0,0,0,0,0,3,3,0,0,7,3,8,0,0,11,0,0,0,0,0,54,54,5,0,114
POA4417,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,4,0,5,17,6,3,0,24,4,8,4,0,12,9,3,3,0,13,5,4,3,0,12,10,3,0,0,13,4,6,0,0,15,7,9,0,0,18,3,6,3,0,10,0,3,0,0,5,0,0,0,0,3,0,6,0,0,10,0,8,6,0,14,3,3,0,0,4,78,70,27,0,177
POA4418,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,10,3,0,29
POA4419,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6,0,3,8,0,3,0,8,8,0,0,0,9,13,11,0,0,19,8,9,0,0,17,8,3,0,0,11,13,7,0,0,18,14,14,0,0,24,11,0,0,0,15,0,5,0,0,3,0,4,0,0,4,18,0,0,0,15,5,19,3,0,32,0,0,3,0,5,112,78,16,3,204
POA4420,6,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,8,0,0,3,0,6,16,9,5,0,32,6,8,4,0,16,20,14,0,0,28,13,13,0,0,26,13,9,0,0,20,9,3,3,0,18,24,16,0,0,39,13,7,0,0,21,4,8,0,0,11,6,7,0,0,9,4,8,0,0,15,17,43,6,0,64,3,0,0,0,5,151,134,26,7,314
POA4421,12,0,0,0,13,3,0,0,0,4,0,0,8,0,18,3,0,8,0,11,15,4,12,0,33,8,7,9,0,28,54,18,22,0,84,33,8,15,4,59,28,23,7,4,58,18,21,3,0,39,14,11,3,0,26,9,4,0,0,17,12,16,0,0,22,11,4,0,0,18,6,6,0,0,9,0,3,0,0,8,6,7,0,0,13,15,16,9,0,37,10,0,7,0,17,249,146,109,7,514
POA4422,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,11,0,0,0,11,5,3,0,0,5,5,7,0,0,6,5,5,0,0,13,4,11,0,0,17,0,0,0,0,6,5,5,0,0,6,0,4,0,0,4,3,3,0,0,5,0,3,0,0,3,0,8,0,0,8,3,11,0,0,18,3,0,0,0,4,55,63,4,0,121
POA4423,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,9,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,19,24,3,0,43
POA4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,3,0,3,0,0,0,0,6,3,0,0,0,7,0,7,0,0,7,0,4,0,0,4,3,0,0,0,4,4,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,30,29,3,0,63
POA4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,5,0,0,0,0,5,3,0,0,0,7,4,4,0,0,11,0,0,0,0,0,0,0,0,0,3,8,4,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,6,0,0,0,0,0,34,17,14,0,61
POA4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,14,19,3,0,40
POA4427,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,3,3,3,0,4,6,8,0,0,13,0,0,0,0,0,0,3,0,0,5,3,3,0,0,3,3,4,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,3,8,4,0,16,3,0,0,0,3,34,31,10,0,77
POA4428,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,0,8,12,4,3,0,17,7,3,5,0,14,10,9,0,0,14,3,8,0,0,14,3,4,0,0,6,4,4,0,0,5,4,8,0,0,15,8,11,0,0,17,3,6,0,0,10,3,4,0,0,6,4,3,0,0,13,4,10,0,0,15,3,3,0,0,3,90,78,17,0,184
POA4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,3,0,3,0,7,5,0,4,0,9,3,8,0,0,7,5,3,0,0,9,19,4,0,0,21,3,6,0,0,13,10,7,0,0,13,10,11,0,0,17,3,8,0,0,9,3,0,0,0,9,0,0,0,0,3,4,4,0,0,6,7,11,0,0,19,4,0,0,0,6,90,56,14,0,163
POA4455,14,0,4,0,19,3,0,6,0,14,3,0,16,0,15,3,0,12,0,21,26,4,14,0,46,13,11,19,3,44,67,17,32,3,119,37,26,32,0,93,57,42,33,3,132,64,67,20,4,151,51,72,26,3,147,53,78,8,0,145,125,150,9,0,282,75,110,10,3,192,57,74,0,0,135,24,32,3,0,61,49,72,0,0,122,72,174,21,0,267,26,13,3,0,38,813,943,271,20,2047
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,14
POA4462,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,16,13,3,0,30
POA4465,9,3,0,0,10,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,10,0,0,0,10,3,0,8,0,9,14,3,6,0,25,9,7,5,0,24,7,11,8,0,29,14,8,0,0,22,3,9,0,0,15,9,9,0,0,18,16,15,0,0,35,11,11,0,0,19,3,7,0,0,12,3,7,0,0,4,7,7,0,0,16,9,39,7,0,54,4,0,0,0,6,133,141,37,0,317
POA4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,6,3,0,0,10,0,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,6,0,0,0,0,3,27,25,3,0,52
POA4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,5,0,0,0,0,4,4,4,0,0,8,0,3,0,0,3,0,3,0,0,3,4,0,0,0,6,5,4,0,0,10,0,3,0,0,7,3,0,0,0,3,0,0,0,0,0,4,3,0,0,7,7,3,0,0,8,4,0,0,0,3,35,26,9,0,73
POA4470,10,0,3,0,10,3,3,0,0,5,0,6,4,0,7,0,0,7,0,7,11,5,13,0,33,7,3,19,0,35,37,13,22,3,75,26,19,20,0,63,27,23,11,0,61,31,26,9,0,75,24,27,3,0,48,26,30,9,0,60,64,50,6,0,124,27,42,0,0,68,22,16,0,0,42,6,14,0,0,21,16,15,3,0,36,32,50,11,0,97,19,11,12,0,41,401,344,156,6,908
POA4472,13,0,0,0,11,0,0,0,0,0,3,3,3,0,9,0,0,3,0,3,10,0,0,0,13,4,0,3,0,6,31,8,0,0,44,17,8,5,0,32,16,13,5,0,33,21,13,0,0,44,12,8,0,0,15,15,9,0,0,25,17,12,0,0,27,5,16,0,0,17,8,5,0,0,18,3,4,0,0,5,3,4,0,0,4,6,26,10,0,43,7,3,0,0,18,199,139,39,0,375
POA4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,10,0,0,19
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,4,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,7,0,0,6,0,0,0,0,0,3,8,0,0,9,6,3,0,0,10,3,12,0,0,16,3,5,0,0,11,3,0,0,0,3,3,0,0,0,5,4,6,0,0,8,0,0,0,0,6,3,3,0,0,6,0,0,0,0,3,0,0,0,0,3,4,11,0,0,11,0,3,0,0,3,49,55,7,0,111
POA4478,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,11,0,0,0,0,3,4,0,0,0,9,7,0,0,0,9,8,11,6,0,26,9,7,0,0,16,0,3,0,0,8,0,3,0,0,3,7,5,0,0,11,3,4,0,0,6,3,4,0,0,4,0,0,0,0,0,4,0,0,0,5,5,5,0,0,16,6,0,0,0,11,69,50,16,3,137
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3
POA4480,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,3,8,6,4,0,13,9,0,3,0,12,5,3,0,0,12,14,6,4,0,22,5,4,0,0,10,8,8,0,0,17,7,15,0,0,24,3,4,0,0,12,4,3,0,0,9,0,0,0,0,4,0,3,0,0,3,7,19,3,0,29,0,0,0,0,3,83,74,24,0,183
POA4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,11,3,0,26
POA4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,13,9,0,3,27
POA4486,3,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,6,0,0,0,9,3,0,0,0,5,11,4,0,0,14,0,4,0,0,9,17,10,3,0,28,7,7,4,0,17,4,5,0,0,10,0,3,0,0,8,8,0,3,0,11,5,3,0,0,6,3,0,0,0,8,5,3,0,0,7,3,0,0,0,3,6,11,0,0,21,4,6,0,0,14,93,62,18,4,170
POA4487,3,4,4,0,14,3,0,0,0,3,4,4,0,0,8,3,3,11,0,16,15,3,8,3,25,9,3,17,0,33,30,6,13,0,44,17,18,11,0,53,27,20,17,0,65,24,25,9,3,68,29,22,6,0,54,25,39,5,0,65,49,52,0,0,101,18,30,3,0,58,12,21,0,0,36,0,9,0,0,12,17,16,0,0,27,22,50,9,0,81,10,7,4,0,20,320,334,122,12,785
POA4488,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,8,5,0,0,0,8,3,3,0,0,5,3,3,0,0,9,0,3,0,0,3,3,0,0,0,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,14,0,0,0,0,0,36,23,5,3,71
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,7,11,0,0,18
POA4490,3,0,3,0,11,0,0,0,0,7,0,3,0,0,3,0,0,8,0,8,3,0,4,3,12,6,0,13,0,18,25,0,5,0,41,6,3,13,3,22,12,6,8,0,28,19,11,4,0,37,8,3,0,0,17,5,8,0,0,17,17,9,0,0,31,10,4,0,0,18,6,8,0,0,10,4,6,0,0,9,3,5,0,0,8,13,15,13,0,41,3,0,7,0,8,153,92,90,6,342
POA4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,27
