POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA4304,125,662,451,5511,133,6881,0,3,4,84,0,93,158,6,8,43,0,213,12,0,0,3,0,15,114,33,20,76,7,247,1094,595,442,4628,127,6886,141,7,33,6,4,195,33,9,3,37,0,90,158,100,59,1113,31,1467,20,3,0,24,0,51,27,11,3,9,0,49,149,6,0,5,0,168,211,172,94,1487,29,1991,36,32,18,164,7,248,6,0,0,0,0,7,8,0,0,3,0,9,0,0,0,0,0,0,20,7,0,22,0,59,230,32,16,9,3,285,121,45,25,17,0,212,38,10,3,46,3,97,10,10,0,20,0,42,304,176,130,1271,20,1902,8,4,0,0,0,18,15,0,4,0,0,18,29,6,11,16,0,62,6,3,0,3,0,11,12,0,8,0,0,17,41,0,3,0,0,46,31,17,7,80,0,139,881,131,69,192,27,1300,55,10,13,155,1215,1444,3179,1223,828,10583,1506,17316
POA4305,348,2335,1685,21431,412,26206,0,24,13,372,3,409,369,34,44,149,5,600,44,17,9,33,0,101,377,169,81,341,8,975,3420,2201,1601,18407,353,25991,388,27,111,25,4,558,90,19,20,119,0,257,432,404,189,5324,83,6428,41,30,19,113,4,196,60,15,13,35,0,124,421,31,18,34,3,510,708,472,317,6138,88,7725,161,114,49,583,9,914,39,0,7,5,0,49,5,3,4,27,0,38,0,0,0,3,0,3,55,34,16,85,0,193,427,80,49,36,8,609,341,176,101,77,6,699,106,25,20,167,0,319,29,13,5,47,7,98,887,601,417,4723,77,6708,24,7,3,8,0,45,70,17,7,14,0,107,131,11,12,59,0,223,60,9,0,4,0,70,14,4,0,3,0,25,62,7,15,6,0,86,109,44,32,294,3,481,2032,315,316,726,38,3434,91,32,23,581,3601,4334,8836,4264,3019,41979,4458,62549
POA4306,174,1365,1045,12258,210,15061,0,6,0,60,3,70,130,23,19,70,0,240,18,8,0,21,0,48,362,116,59,203,11,745,2861,1232,997,9646,232,14966,120,3,25,6,0,156,78,26,8,62,5,177,333,172,120,2833,46,3505,25,13,4,69,0,116,51,12,0,18,3,79,121,14,11,20,0,173,546,298,200,3116,45,4208,138,56,37,337,10,581,28,0,3,0,0,32,3,3,4,10,0,19,9,3,0,0,0,15,37,23,7,34,0,101,118,31,13,12,0,178,233,68,74,47,0,428,79,25,13,94,3,218,39,6,3,29,0,78,731,333,257,2811,42,4171,20,0,3,3,0,25,195,15,14,0,0,231,41,10,0,31,0,89,9,3,3,0,0,15,3,0,3,0,0,7,13,3,7,3,0,21,128,28,14,162,0,341,850,174,201,376,6,1606,44,21,17,291,2093,2471,5751,2400,1850,23227,2566,35798
POA4307,4,70,35,599,19,722,0,0,0,5,0,5,3,0,0,6,0,10,0,0,0,0,0,0,7,7,3,8,0,32,74,60,38,431,15,622,3,0,0,0,0,8,0,0,0,0,0,3,14,8,9,183,9,218,0,0,0,7,0,3,3,0,0,0,0,8,0,0,0,0,0,0,12,15,5,121,0,160,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,0,21,0,0,0,6,3,8,0,0,0,0,0,0,14,7,12,110,0,141,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,20,4,9,7,4,45,0,0,0,25,81,114,147,112,62,1116,116,1555
POA4309,6,79,58,1031,27,1194,0,0,3,9,0,14,0,0,0,4,0,4,0,0,0,0,0,0,20,14,8,9,0,49,150,75,49,844,16,1136,3,0,3,0,0,8,0,0,0,3,0,4,18,18,17,457,10,514,3,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,7,22,11,11,310,7,358,9,8,0,18,0,31,0,0,0,3,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,6,11,0,0,0,0,7,11,4,0,0,0,15,3,0,0,10,0,14,3,0,0,0,0,3,30,17,13,220,8,285,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,11,43,12,6,30,0,91,5,0,0,44,210,259,284,156,100,2204,258,3006
POA4310,25,141,110,1996,26,2301,0,0,0,21,0,23,9,0,0,6,0,21,9,0,0,4,0,10,41,15,10,21,0,85,301,158,124,1710,50,2345,22,0,8,0,0,36,10,0,0,15,0,26,45,23,31,977,24,1093,3,0,0,9,0,16,3,4,0,0,0,5,3,0,0,0,0,5,46,29,30,499,9,609,12,5,0,41,0,53,67,0,0,0,0,67,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,9,9,0,0,0,0,9,13,12,5,0,0,26,20,3,0,30,0,56,8,0,0,4,0,14,77,43,24,414,13,575,0,0,0,0,0,3,4,0,0,0,0,4,0,0,3,8,0,17,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,13,0,25,92,25,15,82,3,213,7,4,3,50,277,343,682,274,221,4207,370,5752
POA4311,40,331,286,3950,96,4697,0,0,0,36,0,38,53,0,0,8,0,60,7,0,0,0,0,12,82,26,8,62,0,174,640,326,241,2788,67,4062,30,0,24,0,0,54,19,3,0,21,0,48,86,52,52,934,15,1138,3,5,0,12,0,15,8,4,0,0,0,16,12,3,0,5,0,26,115,64,48,800,13,1050,24,9,5,82,4,125,7,0,0,0,0,7,3,3,0,10,0,14,0,0,0,3,0,0,10,10,3,17,0,37,40,19,0,0,0,64,60,5,39,7,0,115,20,9,3,17,0,47,0,0,0,14,0,19,170,89,48,739,20,1061,0,0,0,0,0,5,12,3,0,3,0,15,12,0,3,14,0,25,0,0,0,0,0,3,0,0,0,0,0,0,88,0,3,0,3,95,26,10,10,33,0,74,214,27,42,94,7,381,15,13,4,111,920,1058,1403,596,483,7026,1098,10599
POA4312,9,81,64,902,20,1072,0,0,0,6,0,10,8,0,0,8,0,20,3,0,0,0,0,3,28,7,3,6,0,49,281,87,77,694,24,1162,12,0,3,0,0,21,7,0,0,5,0,14,38,12,10,192,4,258,3,0,0,4,0,7,5,0,0,0,0,9,11,0,0,0,0,9,33,21,18,192,5,269,6,7,0,15,0,30,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,17,12,6,3,3,0,22,4,0,0,0,0,10,0,0,0,0,0,4,52,10,20,224,10,319,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,18,38,10,4,29,0,82,3,3,0,24,186,227,475,153,118,1689,230,2672
POA4313,10,74,44,896,23,1046,0,0,0,6,0,11,7,0,0,6,0,7,3,0,0,0,0,3,17,3,3,9,0,31,134,58,46,657,21,920,9,0,0,0,0,8,3,0,0,3,0,6,18,7,12,257,7,306,3,0,0,12,0,10,0,3,0,0,0,3,0,0,0,0,0,0,26,16,5,192,7,247,3,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,3,0,0,0,0,8,10,3,3,0,0,17,4,0,0,4,0,5,6,0,0,0,0,8,37,15,8,212,4,283,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,13,25,4,3,25,0,60,3,0,0,40,120,175,273,117,82,1682,174,2323
POA4340,23,158,112,1921,44,2265,0,3,0,13,3,14,16,0,0,12,0,27,3,0,0,0,0,6,23,10,3,13,0,54,296,149,104,1552,51,2145,8,0,5,0,0,11,3,3,0,24,0,28,42,20,24,568,5,663,0,0,0,7,0,12,9,3,0,0,0,10,0,0,0,3,0,9,49,26,19,513,13,620,19,9,5,47,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,17,36,3,3,4,0,45,17,7,3,0,0,24,15,6,0,29,0,46,0,3,0,0,0,0,62,44,21,451,9,589,0,0,0,0,0,0,7,0,3,0,0,13,5,0,0,8,0,9,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,4,5,0,4,13,0,22,67,20,14,59,0,159,7,8,4,82,491,596,557,280,197,3820,591,5451
POA4341,63,473,375,5276,117,6304,0,3,0,47,0,47,46,3,0,44,0,92,5,0,0,0,0,9,113,32,33,47,4,229,923,425,296,4137,129,5902,64,3,26,8,0,94,25,4,3,30,3,60,118,66,51,1429,38,1702,5,6,0,12,0,28,18,3,0,0,0,25,19,4,0,3,0,29,173,104,50,1211,31,1568,44,17,8,124,0,192,4,0,0,0,0,4,3,0,0,6,0,4,0,0,0,0,0,0,15,16,3,34,0,68,30,9,13,15,0,66,87,37,36,21,0,183,27,10,3,31,0,74,18,0,0,6,0,25,238,117,66,1038,25,1483,3,3,0,0,0,10,24,6,0,3,0,39,20,4,4,3,0,33,3,3,0,0,0,11,12,0,0,0,0,14,9,0,0,0,0,9,46,6,6,39,0,95,274,53,70,167,5,570,44,7,3,184,972,1214,1950,832,615,9938,1258,14592
POA4342,14,88,55,904,30,1091,0,0,0,8,0,8,3,0,0,0,0,6,3,0,0,0,0,3,17,7,4,3,0,34,168,90,50,630,24,969,3,0,3,0,0,4,8,0,0,9,0,17,25,12,9,335,0,374,0,0,0,4,0,4,4,0,0,3,0,3,6,0,0,0,0,6,31,16,9,202,0,255,21,3,0,31,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,8,3,3,0,0,12,10,3,4,0,0,23,3,0,0,11,0,13,0,0,0,3,0,10,42,16,11,171,0,240,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,7,0,0,4,0,6,55,10,3,25,0,98,0,0,3,48,255,306,344,151,94,1726,301,2618
POA4343,65,235,196,3555,81,4129,0,0,0,32,0,35,350,3,5,16,0,378,0,0,0,0,0,0,54,10,11,40,0,123,377,194,162,2506,66,3298,87,0,13,0,6,107,25,0,0,13,0,38,78,48,31,1614,34,1806,3,3,0,11,0,15,10,5,0,3,0,17,140,0,0,3,0,150,59,41,39,826,17,987,36,9,5,69,3,122,124,0,4,0,0,124,6,0,0,3,0,8,0,0,0,0,0,0,8,3,0,16,0,23,29,7,4,3,0,39,27,20,15,5,0,66,11,4,0,21,0,40,3,0,3,3,0,12,80,43,48,546,23,741,7,0,0,0,0,7,8,0,0,0,0,11,13,3,0,11,0,30,8,0,0,0,0,10,12,0,0,0,0,14,30,0,0,0,0,30,11,0,3,21,0,39,822,21,27,96,16,984,27,10,4,158,1154,1358,2228,402,346,7036,1342,11359
POA4344,9,61,51,1016,15,1146,0,0,0,9,0,6,0,0,0,5,0,4,3,3,0,6,0,9,16,5,8,12,0,41,131,66,58,743,10,1005,3,0,0,0,0,8,3,0,0,3,0,11,19,13,4,268,0,303,0,0,0,3,0,8,0,0,0,3,0,3,0,0,0,0,0,0,35,15,8,260,8,329,5,6,0,28,0,36,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,0,12,8,0,0,0,0,9,6,0,0,3,0,9,3,0,0,8,0,8,0,0,0,0,0,0,29,17,13,203,4,261,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,18,38,9,0,34,0,87,13,6,0,20,205,241,275,135,96,1883,235,2622
POA4345,0,16,9,100,0,129,0,0,0,0,0,0,61,3,0,0,0,64,0,0,0,3,0,5,4,0,0,3,0,7,12,18,9,43,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,3,24,0,26,0,0,3,9,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,16,0,28,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,39,0,0,3,0,45,3,0,0,0,15,17,124,24,16,145,15,328
POA4346,6,20,26,268,12,338,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,4,0,7,59,24,22,225,8,337,3,0,0,0,0,0,0,0,0,0,0,0,11,8,5,146,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,91,6,117,5,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,0,0,0,5,7,11,0,4,0,17,7,0,0,0,0,8,0,0,0,0,0,4,22,4,11,58,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,14,0,0,0,9,55,59,118,42,53,596,71,873
POA4347,0,32,22,405,13,476,0,0,0,0,0,4,0,0,0,7,0,5,0,0,0,0,0,0,5,5,5,6,0,20,52,25,17,342,5,436,3,0,0,0,0,4,3,0,0,0,0,3,7,5,6,187,3,202,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,8,3,100,3,127,3,4,3,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,3,0,8,0,0,0,0,0,0,21,6,7,103,3,141,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,25,3,3,12,0,46,0,0,3,22,81,107,113,63,43,863,108,1192
POA4350,444,2860,2123,34943,580,40957,3,9,3,423,8,450,1177,34,43,247,9,1515,65,24,4,48,0,142,598,167,110,438,13,1333,4381,2757,2046,31474,569,41229,773,17,165,26,14,990,164,26,31,242,5,462,693,464,320,9963,137,11580,58,53,15,117,3,252,78,23,8,52,0,158,1304,48,12,29,15,1404,967,749,499,12749,180,15150,315,177,75,1028,26,1622,211,0,22,9,0,241,45,42,21,160,0,260,9,0,3,6,0,16,31,21,12,54,0,120,222,72,31,30,3,359,299,173,141,92,3,703,147,43,22,199,3,408,59,16,24,64,4,163,1194,749,523,9063,126,11664,32,3,0,5,0,39,311,30,17,36,3,391,178,14,14,87,3,297,249,3,8,5,0,267,24,3,0,5,0,32,120,8,7,16,5,151,161,48,40,359,3,619,5595,492,427,1284,59,7848,228,37,29,847,6948,8082,16778,5368,3937,72388,8279,106745
POA4352,72,786,627,10888,154,12532,0,3,3,58,3,66,47,3,19,61,0,130,5,3,5,5,0,21,226,70,44,144,14,494,1423,815,614,8515,160,11522,62,3,21,11,0,105,53,6,5,66,0,130,201,129,96,2963,44,3436,18,10,0,36,0,55,17,3,4,19,3,47,59,0,9,12,0,74,306,176,140,3231,55,3915,123,56,32,305,3,518,4,0,0,3,0,4,0,0,0,20,0,22,0,0,0,0,0,0,18,5,10,28,0,60,47,8,10,12,0,79,76,54,39,22,3,189,42,16,14,74,0,143,12,4,4,13,3,33,385,218,167,2480,24,3275,0,0,0,0,0,3,123,16,5,0,0,141,15,10,0,25,0,48,12,3,0,0,0,13,4,0,0,0,0,4,4,0,4,0,0,5,46,11,15,87,0,160,429,136,100,358,15,1037,26,10,5,278,1356,1671,2963,1490,1175,21133,1699,28460
POA4353,0,7,5,132,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,6,4,11,81,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,9,0,0,0,3,7,11,11,12,11,245,11,294
POA4354,0,29,24,547,6,610,0,0,0,4,0,4,0,0,0,6,0,8,0,0,0,0,0,0,8,3,3,3,0,10,44,33,22,340,8,443,4,0,3,4,0,10,0,0,0,0,0,4,7,3,3,158,8,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,120,3,139,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,0,78,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,3,0,3,19,0,29,0,0,0,11,60,70,78,50,41,953,78,1199
POA4355,16,73,55,961,19,1125,0,0,0,6,0,6,7,0,0,5,0,11,0,0,0,0,0,4,22,8,11,10,0,43,157,74,42,832,28,1138,8,0,0,3,0,8,3,0,0,7,0,7,23,9,5,362,3,406,6,0,0,8,0,11,0,0,0,0,0,3,7,0,0,0,0,7,24,11,8,253,9,305,11,6,0,28,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,10,3,0,3,0,21,0,0,3,0,0,5,0,0,0,4,0,3,27,12,9,203,11,262,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,4,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,14,0,24,54,10,10,36,0,114,3,0,0,33,134,177,304,123,87,1968,199,2678
POA4356,11,86,82,2005,36,2212,0,0,0,12,0,12,26,0,0,8,0,31,0,0,0,0,0,0,34,6,3,22,0,66,120,97,79,1625,35,1956,46,0,11,3,0,60,5,3,0,13,0,15,19,18,10,642,9,694,3,0,0,3,0,9,0,0,0,3,0,5,3,0,0,0,0,4,16,22,15,536,9,602,4,0,3,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,0,21,9,9,13,4,0,29,3,0,4,14,0,22,6,0,3,4,0,12,39,26,22,447,3,529,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,16,55,11,5,49,4,129,5,5,0,76,425,506,352,174,144,4007,508,5179
POA4357,9,36,19,948,22,1036,0,0,0,9,0,9,41,0,3,9,0,50,3,0,0,0,0,3,14,3,0,4,0,27,77,33,34,712,14,875,82,0,0,0,3,83,3,0,0,6,0,7,12,0,3,181,4,196,3,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,4,10,10,9,225,5,256,3,4,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,5,19,14,3,190,8,233,0,0,0,0,0,0,4,0,3,0,0,6,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,58,7,3,22,0,88,0,0,0,42,355,390,316,66,49,1750,404,2582
POA4358,10,51,41,983,12,1097,0,0,0,3,0,7,3,0,3,0,0,9,3,0,0,0,0,3,7,4,5,6,0,26,78,42,37,688,11,862,3,0,0,0,0,3,3,0,0,3,0,6,13,0,10,198,3,224,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,7,0,261,3,287,3,0,3,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,15,6,5,0,0,0,15,0,3,0,3,0,4,0,0,0,4,0,4,21,14,8,187,3,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,13,23,3,13,26,0,65,0,4,0,25,170,200,161,87,81,1739,196,2264
POA4359,4,30,15,527,11,588,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,50,24,22,366,13,486,3,0,0,0,0,3,0,0,0,12,0,12,11,4,3,149,0,164,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,162,0,191,4,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,13,5,9,105,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,20,3,6,9,0,41,0,0,0,4,71,78,101,42,39,968,94,1243
POA4360,0,9,8,254,7,278,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,9,23,7,13,178,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,69,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,61,4,77,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,58,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,20,28,41,18,23,473,35,592
POA4361,0,54,44,1020,26,1146,0,0,0,0,0,0,3,4,0,6,0,10,0,0,0,0,0,0,11,3,3,9,0,21,116,49,52,764,19,992,40,0,4,0,5,52,0,0,0,4,0,6,16,6,4,236,10,270,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,28,17,16,365,6,425,3,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,0,0,0,3,0,3,5,0,0,3,0,9,3,0,0,3,0,8,0,0,0,0,0,0,25,19,14,231,4,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,17,43,4,3,32,3,95,3,3,0,20,175,197,268,99,89,1974,223,2653
