POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA4724,0,9,7,242,7,268,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,11,10,6,230,9,267,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,42,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,64,3,72,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,46,0,52,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,7,23,28,25,16,16,489,33,579
POA4725,0,19,15,711,4,752,0,0,0,9,0,9,0,0,0,8,0,11,0,0,0,0,0,0,13,0,0,0,0,10,46,20,16,478,7,564,5,0,0,0,0,5,3,0,0,0,0,7,8,4,3,63,0,74,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,4,12,0,8,127,4,149,3,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,12,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,3,21,4,4,127,0,155,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,3,0,19,0,48,12,0,0,6,126,137,137,37,35,1195,142,1539
POA4726,0,5,12,217,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,157,0,170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,42,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,6,23,29,14,5,12,353,26,411
POA4727,0,4,0,112,0,120,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,77,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,0,32,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,28,28,24,11,3,192,36,259
POA4728,0,6,0,99,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,0,53,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,14,15,9,3,157,14,201
POA4730,11,74,62,1324,31,1501,0,0,3,19,0,21,5,0,0,14,0,21,3,5,0,0,0,10,15,8,0,8,0,28,100,58,50,1033,25,1263,13,0,6,0,3,18,3,0,0,3,0,5,15,8,5,157,3,190,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,17,22,22,14,344,7,404,18,5,3,21,0,45,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,26,5,5,6,8,0,23,0,0,0,3,0,5,0,0,0,0,0,3,19,11,13,329,3,384,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20,40,3,3,31,0,85,6,0,0,36,262,304,254,116,107,2432,329,3230
POA4731,0,0,6,74,0,86,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,11,0,4,80,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,29,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,14,0,10,162,21,218
POA4732,0,3,3,49,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,41,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,15,6,11,8,97,10,134
POA4733,0,0,5,82,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,22,21,5,0,3,148,28,183
POA4735,0,4,10,421,20,457,0,0,0,15,0,15,0,0,0,5,0,9,6,0,0,0,0,6,3,0,3,0,0,4,20,13,12,322,19,376,0,0,0,0,0,0,3,0,0,3,0,9,4,0,0,36,0,47,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,123,5,135,3,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,72,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0,10,0,28,3,0,0,19,76,101,61,17,20,756,113,967
POA4736,0,0,4,33,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,36,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,6,11,3,9,81,6,106
POA4737,31,209,133,3393,74,3840,0,0,0,33,0,37,4,3,3,34,0,39,3,0,0,0,0,10,39,18,8,33,0,103,297,177,139,2232,76,2922,51,0,14,3,0,60,10,3,4,12,3,35,56,34,25,470,6,588,0,0,0,9,0,11,5,0,0,6,0,17,12,0,0,3,0,13,53,36,31,736,12,859,27,19,6,129,3,183,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,9,3,73,0,132,24,9,3,0,0,38,26,10,0,12,0,53,3,5,0,13,0,19,3,0,0,6,0,12,77,52,38,638,15,826,0,0,0,0,0,3,16,0,0,0,0,17,8,0,3,8,0,27,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,25,0,42,89,21,27,167,3,312,7,3,0,111,765,886,698,361,266,5894,923,8137
POA4738,5,22,18,489,15,543,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,11,20,25,14,379,16,455,0,0,0,0,0,0,3,0,0,3,0,3,9,4,0,62,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,104,0,111,0,3,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,25,0,46,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,7,5,4,91,0,111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,3,6,35,0,46,5,0,0,10,100,118,68,44,30,902,131,1180
POA4739,3,4,4,162,3,182,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,3,20,3,8,99,0,137,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,3,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,0,0,0,6,18,18,32,11,9,258,21,333
POA4740,419,2194,1816,26781,413,31616,3,21,13,446,5,494,515,16,43,333,5,914,35,13,16,29,3,90,502,159,113,313,13,1106,4095,1884,1541,22367,449,30334,1455,23,166,41,9,1698,140,19,17,171,8,352,626,270,233,3996,63,5183,53,31,10,152,7,250,52,19,7,29,0,112,711,29,19,47,3,812,877,532,391,7747,110,9660,508,258,105,1564,27,2463,32,0,9,3,0,48,7,5,3,21,0,39,7,3,0,0,0,12,634,271,153,1275,18,2351,418,62,46,54,7,582,428,196,107,85,3,820,109,28,22,103,3,269,63,25,11,100,3,206,1166,567,431,6587,90,8841,28,0,4,7,0,38,507,37,22,17,8,591,193,17,15,95,3,323,90,6,5,15,0,118,5,7,0,0,0,14,77,3,3,3,0,84,169,39,33,254,4,500,2380,408,341,2100,76,5302,164,41,37,708,5711,6659,13166,4259,3349,52608,6712,80089
POA4741,27,199,149,2590,62,3033,0,0,0,16,0,16,3,5,0,36,0,44,4,0,0,3,0,5,45,14,16,22,3,95,288,147,136,2008,59,2630,26,0,13,6,0,47,16,4,0,5,0,23,49,17,17,362,5,457,3,3,0,3,0,8,0,3,0,3,0,6,9,0,0,0,0,9,55,50,24,571,19,717,42,15,18,153,9,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,43,30,211,9,395,16,3,3,4,0,28,27,12,8,3,0,53,10,0,0,0,0,10,3,0,6,4,0,17,71,53,22,538,12,695,0,0,0,0,0,0,13,0,0,3,0,20,5,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,19,58,25,18,119,3,219,8,5,5,68,776,858,708,357,276,4836,904,7079
POA4742,9,16,19,383,10,428,3,0,0,0,0,3,7,0,0,3,0,11,0,0,0,0,0,0,4,3,3,3,0,10,51,17,13,297,3,381,8,0,3,0,0,12,0,0,0,0,0,0,6,3,0,46,0,57,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,13,3,10,90,0,113,3,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,12,12,0,0,0,0,12,16,0,0,5,0,17,0,0,0,0,0,0,3,0,0,0,0,4,18,3,7,52,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,3,3,16,0,37,3,3,0,10,237,246,136,34,29,689,250,1140
POA4743,3,19,9,245,4,282,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,7,35,12,17,161,5,229,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,44,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,55,0,62,0,4,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,39,0,52,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,8,4,12,0,30,0,0,0,3,73,73,73,37,23,416,78,620
POA4744,35,240,230,3203,44,3754,3,0,0,25,0,27,32,3,0,31,0,72,0,0,0,0,0,3,46,11,20,37,0,111,395,196,141,2303,48,3088,169,3,13,0,6,194,16,0,3,13,0,37,57,23,16,342,3,442,0,0,3,17,0,20,4,4,0,0,0,7,81,0,3,0,0,89,106,48,44,757,9,965,18,22,5,128,3,172,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,40,0,60,88,20,3,10,7,125,73,26,32,12,0,144,10,4,0,21,0,36,3,0,3,5,0,9,141,52,36,532,15,769,0,0,0,0,0,0,65,5,7,3,0,73,22,0,0,22,0,43,19,0,0,0,0,21,0,0,0,0,0,0,3,3,0,0,0,8,14,3,6,22,3,42,218,43,45,94,6,404,27,3,3,93,999,1125,1278,427,367,5552,1106,8735
POA4745,10,64,54,1095,29,1246,0,0,0,6,0,14,16,0,0,13,3,23,0,0,0,0,0,0,8,3,6,6,0,22,110,67,46,669,9,900,49,0,3,0,0,51,6,0,0,3,0,13,12,9,11,118,0,148,0,0,0,3,0,6,3,0,0,0,0,3,8,0,0,0,0,9,26,12,8,211,0,257,8,10,3,52,0,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,13,0,23,31,7,0,0,0,44,17,18,3,8,0,41,0,0,0,5,0,4,0,0,0,8,0,9,40,9,10,172,0,236,0,0,0,0,0,0,17,0,3,0,3,18,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,74,11,9,33,0,126,5,3,0,19,621,646,334,127,99,1775,657,2991
POA4746,7,53,49,730,13,858,0,0,0,3,0,3,3,3,0,11,0,12,0,0,0,0,0,0,11,4,3,4,0,15,106,37,29,441,7,622,10,0,3,3,0,17,3,0,0,5,0,11,7,3,6,80,3,103,0,0,0,5,0,5,0,0,0,0,0,0,8,0,0,0,0,8,27,15,19,173,3,232,3,7,0,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,16,3,0,0,0,26,21,6,4,0,0,33,0,0,0,0,0,3,0,0,0,3,0,11,25,12,14,194,0,248,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,9,77,4,17,10,3,105,0,0,0,18,233,244,276,85,80,1236,257,1935
POA4750,36,190,170,1866,32,2292,0,0,0,27,0,33,4,3,3,13,0,23,0,4,3,0,0,7,42,11,3,17,3,78,506,176,146,1659,36,2523,24,5,10,4,0,32,7,5,0,15,0,29,70,22,27,297,5,419,4,0,0,13,0,18,3,0,0,0,0,3,11,0,0,4,0,13,98,45,41,600,6,787,22,18,7,116,4,163,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,0,6,38,0,58,31,8,6,3,3,52,59,20,15,13,0,108,4,0,0,11,0,22,3,0,0,4,0,13,120,44,40,497,5,715,0,0,0,0,0,3,39,7,0,5,0,51,9,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,20,0,35,112,44,31,158,8,355,5,3,6,48,341,404,927,357,306,3739,417,5747
POA4751,21,108,77,1900,46,2147,0,0,0,11,0,14,4,0,0,25,3,35,0,0,0,0,0,0,15,3,0,13,0,36,151,69,58,1293,25,1593,21,10,14,5,0,44,7,0,0,7,0,16,24,12,6,263,0,305,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,3,30,18,8,415,0,468,20,23,5,104,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31,19,167,7,290,21,0,0,0,3,29,17,14,0,10,0,37,0,3,6,8,0,13,0,0,0,4,0,4,39,20,15,383,8,471,0,0,0,3,0,5,14,4,3,0,0,20,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,0,23,44,20,11,112,10,197,4,0,0,59,290,358,397,197,135,3397,374,4501
POA4753,17,95,79,1835,24,2056,0,0,0,8,0,9,9,0,0,22,4,30,0,0,0,0,0,0,10,13,6,17,0,52,143,89,88,1331,21,1673,8,0,10,0,3,22,0,0,0,10,0,7,19,14,14,196,5,242,0,0,0,3,0,3,0,0,0,4,0,8,6,0,0,0,0,11,35,24,25,380,7,461,23,12,4,104,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,11,128,0,188,9,3,0,10,0,23,12,5,8,3,0,32,3,0,0,10,0,18,0,0,0,9,0,9,40,29,15,341,0,427,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,17,36,13,15,86,3,152,0,0,0,67,303,381,328,193,162,3236,364,4282
POA4754,4,53,43,919,18,1049,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,4,13,0,7,0,24,62,37,38,682,17,841,0,0,0,0,0,3,0,0,0,7,0,4,6,5,3,119,0,142,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,14,12,6,209,0,242,0,4,0,32,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,7,33,0,62,7,0,0,0,0,13,11,3,7,0,0,19,0,0,0,4,0,8,0,0,0,3,0,4,20,12,13,159,3,204,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,15,3,4,54,0,80,8,3,0,34,235,280,163,96,77,1645,265,2246
POA4756,12,13,21,220,12,273,0,0,0,3,0,3,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,3,36,11,15,147,10,213,3,0,0,0,0,3,0,0,0,3,0,3,8,0,4,42,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,38,3,55,9,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,6,18,0,50,0,0,0,0,0,4,4,3,0,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,7,5,7,36,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,6,0,4,0,21,0,0,3,6,46,48,83,29,40,392,63,609
POA4757,0,9,6,126,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,24,7,9,95,0,133,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,44,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,48,49,38,16,21,226,46,347
POA4798,0,19,9,279,5,317,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,5,23,16,3,199,7,244,3,0,0,0,0,4,0,0,0,3,0,3,5,3,0,70,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,59,0,69,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,21,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,63,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,0,22,0,0,0,19,58,79,55,30,16,517,68,688
