POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA4875,98,3,0,0,0,103,32,3,0,0,0,33,8,0,0,0,0,8,940,57,50,0,0,1041,53,0,8,0,0,56,93,7,4,0,0,115,219,38,33,3,0,284,37,0,4,3,0,49,1343,103,94,5,0,1550,19,0,0,0,0,24,154,11,10,5,0,178,1649,120,107,17,0,1882
POA4876,5,0,0,15,0,18,0,0,0,0,0,7,0,0,0,0,0,0,441,32,15,4,0,491,8,0,0,8,0,11,35,3,0,0,0,39,50,10,8,10,0,68,7,0,0,0,0,8,539,50,18,19,0,623,0,0,0,0,0,0,21,3,3,12,4,39,566,47,21,46,4,688
POA4877,320,63,47,44,0,482,352,78,53,0,0,484,135,183,159,3,7,485,20,9,18,0,0,46,65,31,37,0,3,141,6,0,0,0,0,5,7,7,9,12,0,37,12,9,5,3,0,19,248,241,228,16,6,736,3,0,0,3,0,4,31,11,14,8,0,61,956,396,334,70,10,1772
POA4878,1041,98,58,40,4,1239,1622,149,39,7,11,1826,590,379,249,0,0,1220,54,20,16,0,3,90,283,138,98,3,9,526,5,3,3,0,0,13,25,8,16,6,0,54,15,8,10,0,0,27,972,552,393,11,12,1936,15,3,3,0,0,18,81,29,25,4,6,142,3726,825,530,53,27,5159
POA4879,1521,101,119,28,26,1802,2334,102,118,0,10,2560,1136,268,575,0,30,2014,33,28,21,0,0,80,281,52,128,4,14,486,0,3,4,0,0,4,19,3,13,0,5,35,21,6,8,0,3,42,1489,357,752,3,52,2655,22,3,0,0,3,29,102,9,34,3,9,157,5467,575,1025,36,101,7204
POA4880,1591,9,24,48,7,1685,1109,0,0,10,5,1124,405,39,86,3,5,536,154,30,53,0,0,232,395,12,23,4,0,430,18,0,11,0,0,31,86,3,3,33,0,121,54,0,0,6,0,61,1110,85,179,42,10,1417,21,0,0,4,0,24,125,4,9,10,7,156,3954,98,220,117,22,4402
POA4881,570,0,3,11,7,586,604,0,0,0,3,606,86,3,11,0,0,100,45,4,0,0,0,51,119,0,7,4,5,136,26,0,0,0,0,26,10,0,0,16,0,28,23,0,0,0,0,23,312,11,19,20,7,365,13,0,0,0,0,18,47,0,0,0,3,54,1547,11,24,34,13,1630
POA4882,449,0,0,24,0,473,318,0,0,3,0,321,63,3,0,0,0,66,5,0,0,0,0,5,81,0,0,3,0,79,3,0,0,0,0,3,8,0,0,10,0,20,7,0,0,0,0,9,161,3,0,15,0,180,6,0,0,0,0,6,24,0,0,3,0,32,962,3,0,39,3,1014
POA4883,1101,33,50,13,0,1192,714,3,17,5,3,744,389,48,111,0,4,552,53,29,64,0,0,146,290,33,60,3,0,388,30,10,12,0,0,51,31,5,3,11,0,54,20,0,9,4,0,29,816,134,260,18,6,1233,23,7,0,0,0,25,73,5,18,3,0,103,2725,174,343,39,13,3293
POA4884,329,4,3,4,0,343,195,0,0,0,0,196,56,0,3,0,3,64,10,0,0,0,0,11,69,0,5,0,0,77,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,7,146,0,15,0,3,169,6,0,0,0,0,6,14,0,0,0,0,13,694,3,13,11,3,728
POA4885,637,0,0,8,0,650,428,0,0,0,3,432,85,9,0,0,0,90,15,18,0,0,0,35,101,16,0,0,0,118,3,5,0,0,0,9,25,0,0,0,0,31,13,3,0,0,0,20,247,53,0,0,0,305,15,0,0,0,0,17,32,3,0,0,0,36,1362,58,0,7,3,1436
POA4886,169,0,0,7,0,170,87,0,0,0,0,86,18,0,0,0,0,23,0,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,7,70,0,0,0,0,68,3,0,0,0,0,3,11,0,0,0,0,11,330,0,4,7,0,340
POA4887,342,0,0,5,3,358,202,0,0,7,0,203,47,0,0,0,0,51,10,0,3,0,0,13,63,3,0,0,0,68,0,0,0,0,0,3,7,0,0,0,0,15,13,0,0,0,0,17,148,6,6,0,3,160,9,0,0,0,0,14,19,0,0,3,0,25,721,6,10,18,7,765
POA4888,450,0,3,14,0,462,278,0,0,6,0,288,90,3,6,0,0,100,12,0,4,0,0,12,106,0,8,0,0,119,3,0,0,0,0,4,17,3,3,3,0,27,12,0,0,3,0,22,240,3,20,10,0,276,7,0,0,0,0,6,32,0,0,5,0,40,1008,5,26,33,6,1072
POA4890,50,0,0,13,0,65,39,0,0,0,0,40,3,0,0,0,0,3,89,0,3,0,0,93,33,0,0,0,0,34,39,0,0,0,0,41,57,0,3,3,0,68,9,0,0,0,0,9,229,0,8,3,4,243,6,0,0,0,0,6,22,0,0,7,0,27,342,0,8,24,10,379
POA4891,56,0,0,36,9,109,28,0,0,4,0,27,0,0,0,0,0,0,7,0,5,0,0,13,30,0,7,3,0,34,0,0,0,0,0,0,8,0,6,8,0,21,6,0,0,0,0,6,54,0,15,7,3,82,0,0,0,0,0,3,8,0,0,6,0,12,145,0,15,59,18,237
POA4892,42,0,0,23,0,64,13,0,0,3,0,20,0,0,0,0,0,0,745,35,37,0,0,818,9,0,0,3,0,16,129,25,3,0,0,166,103,30,26,7,0,169,19,3,0,0,0,20,1011,94,69,16,0,1188,15,0,0,0,0,18,38,3,0,9,0,47,1111,103,64,50,0,1336
POA4895,345,0,0,44,9,397,236,0,0,11,4,260,77,3,20,3,0,109,242,6,28,0,0,281,116,0,6,4,3,128,45,3,13,0,0,59,68,4,17,3,3,95,24,3,0,3,0,31,573,19,91,14,10,709,15,0,0,3,0,18,48,0,5,12,0,61,1222,18,101,82,28,1450
