POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4743,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,44,15,5,0,0,0,84,50,104,74,242,83,53,12,0,0,620
POA4744,0,0,6,15,12,0,0,0,0,29,9,30,9,68,28,18,3,0,0,161,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,11,10,46,16,3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,5,13,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,20,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,8,3,3,0,0,0,10,0,12,4,35,17,4,0,0,0,71,91,108,117,483,181,83,22,5,0,1102,979,1522,979,3370,1127,592,145,14,8,8735
POA4745,0,3,0,4,0,0,0,0,0,8,0,8,5,23,9,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,3,3,3,0,0,0,14,44,75,84,278,97,59,11,0,0,662,277,514,360,1066,422,268,69,14,4,2991
POA4746,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,16,0,3,0,10,0,0,0,0,0,10,8,24,23,142,41,24,0,0,0,269,218,319,188,808,234,143,17,4,0,1935
POA4750,0,0,0,6,0,0,0,0,0,11,0,5,0,10,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,11,10,25,16,8,3,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,5,0,0,0,16,0,4,3,14,8,5,12,0,0,49,23,35,28,129,72,41,25,3,0,369,483,1003,664,1633,902,604,339,104,15,5747
POA4751,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,13,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,4,5,0,0,20,11,32,37,114,71,68,46,15,4,404,321,629,564,1181,703,582,349,135,38,4501
POA4753,0,0,0,4,3,0,0,0,0,3,0,0,0,8,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,12,0,0,0,3,0,3,6,0,0,11,25,43,29,143,55,40,21,8,0,363,439,730,515,1361,566,380,192,84,16,4282
POA4754,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,10,30,26,66,46,35,15,11,6,252,151,336,277,584,307,280,199,74,45,2246
POA4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,0,13,17,8,5,5,0,69,23,89,43,129,102,100,89,30,3,609
POA4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,7,11,11,4,0,0,50,15,59,23,49,76,71,45,18,0,347
POA4798,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,3,10,20,12,16,8,3,79,43,98,45,126,131,77,96,55,11,688
POA4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,6,0,0,5,3,18,16,21,27,22,16,8,0,136,48,157,84,194,185,169,164,59,4,1058
POA4800,0,5,4,8,3,3,0,0,0,22,0,0,0,9,6,7,6,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,9,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,4,14,12,10,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,8,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,6,7,3,0,0,0,14,0,0,6,18,8,16,13,4,0,83,44,82,85,247,140,190,112,53,24,975,535,1304,910,2141,1359,1495,964,445,166,9324
POA4801,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,26,0,0,0,3,0,3,0,0,0,11,3,11,66,149,24,15,0,0,0,264
POA4802,0,0,0,9,10,3,0,0,0,20,0,4,16,33,17,7,5,0,0,87,0,0,0,7,3,0,3,0,0,14,0,0,0,12,5,15,9,7,0,46,0,0,0,0,4,0,0,0,0,6,0,8,3,45,9,14,3,0,0,90,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,5,31,0,0,0,0,0,36,3,3,6,15,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,19,5,7,9,0,0,54,0,3,0,8,0,0,0,0,0,11,0,0,3,12,3,0,7,3,0,22,0,0,3,13,5,0,0,0,0,20,0,10,14,52,27,26,11,8,0,145,65,143,176,567,205,162,115,15,7,1461,633,1202,1065,3411,1354,1171,765,195,36,9832
POA4803,0,0,0,0,4,0,0,0,0,6,0,3,16,17,4,0,0,0,0,42,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,6,0,0,0,0,25,23,22,166,374,63,48,13,4,0,707,59,80,456,956,160,104,35,5,0,1867
POA4804,0,4,0,3,0,0,0,0,0,8,0,5,4,17,9,6,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,0,12,16,18,14,64,45,49,36,20,7,272,104,192,147,418,266,267,190,100,32,1730
POA4805,0,0,0,9,3,3,0,0,0,15,5,10,8,45,22,16,14,0,0,114,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,13,11,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,5,10,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,18,0,0,27,82,0,0,0,0,0,106,0,5,3,13,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,7,0,0,0,0,4,17,0,4,0,15,8,3,3,0,0,29,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,3,4,0,0,11,0,3,12,32,22,21,20,7,4,122,63,118,145,333,200,183,169,79,37,1333,678,1322,1162,2648,1461,1569,1225,557,210,10828
POA4806,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,0,22,12,27,34,56,42,42,61,62,38,366,187,501,443,703,531,572,521,282,129,3874
POA4807,0,0,0,12,3,7,0,0,0,26,4,3,3,25,8,10,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,4,3,18,0,0,0,0,0,0,0,0,0,3,0,0,9,7,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,16,0,0,0,3,0,0,0,0,0,9,0,0,3,3,6,0,0,0,0,10,0,0,3,11,10,18,13,10,6,78,21,77,73,188,142,132,128,94,32,891,589,1384,1269,2450,1480,1562,1224,762,313,11038
POA4808,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,11,4,15,9,6,15,6,3,78,59,139,117,238,172,171,150,57,22,1113
POA4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,20,16,18,12,0,0,93,52,121,105,213,157,182,124,47,3,1001
POA4810,0,12,34,44,22,17,3,0,0,132,3,10,13,50,31,20,3,4,3,138,0,0,0,7,0,3,3,0,0,21,0,0,3,29,25,25,21,14,4,131,0,0,3,6,5,5,0,0,0,26,0,10,28,46,26,10,8,5,0,129,0,0,0,0,0,7,0,0,0,5,0,0,0,6,8,0,0,0,0,20,0,0,0,7,0,0,0,0,0,8,0,5,8,16,15,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,21,19,68,23,13,16,0,0,159,0,3,3,12,3,0,0,0,0,20,0,0,0,10,3,3,4,0,3,26,0,0,8,12,3,3,0,0,0,25,0,29,58,198,81,55,39,28,3,498,97,162,331,795,405,307,237,112,68,2511,992,2021,3024,6539,3340,2838,1806,833,450,21836
POA4811,0,6,9,15,11,7,0,0,0,48,0,4,11,30,16,7,0,0,0,70,0,0,0,5,0,0,0,0,0,9,0,0,4,3,7,5,3,5,0,28,0,0,0,0,7,0,0,0,0,8,0,7,16,32,17,4,0,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,6,5,0,3,0,41,0,0,0,0,3,7,0,0,0,16,0,0,3,3,0,0,0,0,0,12,0,0,3,3,3,0,0,0,0,12,0,18,12,69,29,26,22,18,0,195,31,86,145,238,146,108,76,69,11,904,758,1632,2123,3990,1800,1372,903,455,105,13142
POA4812,0,8,16,38,18,11,6,4,0,95,5,36,33,108,62,20,10,3,0,277,0,0,4,4,5,0,3,0,0,16,0,3,3,4,10,20,10,13,0,67,0,0,4,0,7,0,0,0,0,14,0,3,21,30,13,4,6,3,0,79,0,0,0,0,0,6,0,4,0,7,0,3,3,9,9,0,0,0,0,25,0,0,3,10,0,0,0,0,0,11,0,6,4,17,5,8,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,23,7,6,3,3,0,63,0,3,0,7,0,3,0,0,0,14,0,0,0,0,0,3,4,4,0,13,0,0,3,4,0,3,0,0,0,17,11,31,51,143,59,38,42,7,6,397,68,100,154,350,198,165,120,98,43,1288,1092,2281,2488,5058,2597,2197,1543,1043,497,18804
POA4814,0,42,77,107,49,22,8,3,0,320,8,67,96,225,106,60,24,5,0,595,0,0,0,9,0,4,7,0,0,20,0,8,14,25,28,35,30,20,7,171,0,3,5,17,14,7,0,0,0,45,0,32,122,110,68,37,10,5,0,391,0,0,0,0,0,3,0,0,0,9,0,21,25,54,20,19,9,3,0,157,0,0,4,13,0,0,0,0,0,20,3,33,23,28,10,11,3,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,9,34,68,8,12,4,4,0,147,0,13,12,61,15,13,4,0,0,126,0,0,0,3,8,0,12,3,0,26,0,11,32,41,15,16,3,0,0,112,38,183,198,351,128,83,70,42,6,1100,146,300,892,991,396,306,255,158,56,3500,2831,6107,9246,12388,5536,4535,3189,1691,600,46124
POA4815,0,4,14,34,26,16,7,3,0,114,0,8,14,61,26,28,9,3,0,157,0,0,0,0,0,3,0,0,0,0,0,0,3,12,6,12,17,4,0,56,0,0,0,5,3,4,0,0,0,15,0,3,11,15,15,3,6,3,3,60,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,10,10,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,0,5,0,0,33,0,0,0,10,8,4,3,0,0,26,0,0,0,3,3,3,3,3,0,10,0,4,0,7,4,3,0,0,0,29,0,17,35,65,54,19,41,17,0,247,110,194,229,436,228,222,154,72,12,1660,1648,3357,3223,5446,2705,2118,1573,750,215,21032
POA4816,0,0,0,4,5,6,3,0,0,17,0,0,0,3,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,5,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,4,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,0,0,14,0,0,0,5,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,20,11,11,0,59,24,63,62,135,129,105,119,29,6,666,681,1227,1030,2058,1354,1434,1098,342,52,9270
POA4817,0,12,25,54,39,17,3,0,0,159,7,20,49,103,54,32,6,4,0,274,0,0,0,3,0,0,5,0,4,14,0,3,0,20,13,26,21,7,0,84,0,0,0,4,4,0,0,0,0,10,0,19,18,40,31,17,8,3,0,139,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,3,0,0,0,38,0,4,0,3,0,0,0,0,0,7,0,3,12,11,10,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,9,25,4,10,0,0,0,54,0,0,4,18,3,3,0,0,0,30,0,0,5,7,8,0,7,3,0,30,0,12,11,32,12,13,3,0,0,77,7,49,33,124,57,45,22,12,8,361,100,176,242,507,290,233,173,67,24,1814,2171,4644,4504,8369,4112,3392,2103,825,299,30413
POA4818,0,4,13,30,24,12,4,0,0,82,0,19,19,65,21,17,14,0,0,148,0,0,0,3,0,0,3,0,0,6,0,0,7,30,18,15,19,7,0,98,0,0,0,6,3,3,0,0,0,10,0,14,7,55,18,11,4,0,0,112,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,4,17,12,3,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,8,3,24,12,3,3,0,0,59,0,0,0,4,3,3,0,0,0,10,0,3,0,14,0,3,3,6,0,25,0,0,3,19,7,3,0,0,0,42,3,18,21,87,41,32,27,14,0,240,129,206,240,672,270,245,164,54,9,1984,2806,4324,3840,9340,3279,2575,1529,441,79,28218
